Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
12/31/1989,,,28.499998,,6.782456,,,0.36,0.36,,,,,,,,,,
03/31/1990,28.087999,,28.299999,,7.597173,1.671378,0.706714,0.47,0.47,,,,,0.25,2.077739,,0.975506,15.070493,
06/30/1990,28.122999,,28.299999,,6.95053,1.332156,0.381625,0.23,0.23,,,,,0.25,1.568905,,0.579597,15.087296,
09/30/1990,28.200001,,28.299999,,7.310954,1.339223,0.30742,0.29,0.29,,,,,0.25,1.876325,,0.578014,15.170212,
01/01/1991,28.202999,28.2015,28.2015,,8.17687,2.545964,1.538925,0.95,0.95,0.95,0.95,0.95,0.95,0.25,3.389891,,1.060171,15.909655,
03/31/1991,28.228001,,28.299999,,6.325089,1.360424,0.399293,0.29,0.29,,,,,0.25,1.971731,,2.823438,15.980586,
06/30/1991,28.256001,,28.299999,,7.335689,1.113074,0.116608,0.16,0.16,,,,,0.25,1.699647,,1.387316,15.954133,
09/30/1991,28.273001,,28.4,,6.887324,0.989437,0.010563,0.08,0.08,,,,,0.25,1.528169,,0.767517,15.803062,
12/31/1991,28.287001,28.280001,28.280001,,7.577793,1.400283,0.229844,0.21,0.21,0.21,0.21,0.21,0.21,0.25,2.188826,,0.943896,15.784635,
03/31/1992,28.295,,28.299999,,6.254417,1.067138,0.09894,-0.91,-0.91,,,,,0.25,1.367491,,0.689168,14.670437,
06/30/1992,28.334999,,28.299999,,6.696113,1.272085,0.332155,0.17,0.17,,,,,0.25,1.081272,,3.913888,14.610906,
09/30/1992,28.343,,28.4,,7.12676,1.098592,0.165493,0.09,0.29,,,,,0.25,1.109155,,2.360371,14.497407,
12/31/1992,28.391001,28.367001,28.367001,,6.941164,1.318433,0.401875,0.41,0.41,0.41,0.41,0.41,0.41,0.25,2.746149,,1.426508,14.673663,
03/31/1993,28.646999,,28.5,,6.449123,1.129825,0.235088,0.1,0.09,,,,,0.25,0.85614,,0.40842,14.706602,
06/30/1993,28.728739,,28.799999,,6.572917,1.295139,0.347222,0.2,0.2,,,,,0.25,1.322917,,2.238177,14.765702,
09/30/1993,33.137001,,28.9,,6.50519,1.041523,0.065744,-0.06,-0.06,,,,,0.25,1.640138,,0.283671,12.587138,
12/31/1993,33.173,31.700001,31.700001,,6.599369,1.198738,-0.340694,0.09,0.19,0.19,0.09,0.19,0.19,0.25,2.176656,,1.003828,18.08097,
03/31/1994,33.202,,33.299999,,6.021021,1.444444,-0.036036,0.19,0.19,,,,,0.25,1.198198,,0.930667,18.044094,
06/30/1994,33.249001,,33.400002,,5.583832,1.413174,0.116766,0.02,0.02,,,,,0.25,1.44012,,0.842131,17.844145,
09/30/1994,33.375,,33.400002,,5.910179,0.973054,-0.371257,-0.34,-0.34,,,,,0.25,1.874251,,0.566292,17.26442,
12/31/1994,33.380001,33.5,33.5,,5.913433,1.325373,-0.60597,-6.64,-6.64,-6.64,-6.64,-6.64,-6.64,0.25,1.835821,,0.374476,10.557219,
03/31/1995,33.414001,,33.5,,5.710448,1.489552,0.38806,0.11,0.11,,,,,0.06,1.364179,-0.197015,0.368109,10.639253,
06/30/1995,33.472,,33.5,,6.223881,1.60597,0.441791,0.19,0.19,,,,,0.06,1.597015,0.125373,0.259919,10.83891,
09/30/1995,33.480999,,33.599998,,6.342262,1.622024,0.410714,0.05,0.05,,,,,0.06,1.895833,0.940476,0.226994,10.865865,
12/31/1995,33.558998,33.599998,33.599998,,6.160715,1.797619,0.452381,0.21,0.21,0.21,0.21,0.21,0.21,0.06,1.714286,0.008929,0.306922,11.046218,
03/31/1996,33.967999,,33.700001,,7.789317,2.397626,1.106825,0.61,0.61,0.61,,,,0.06,2.252226,0.964392,0.270843,11.699247,
06/30/1996,34.139,,34.200001,,7.192982,2.298246,0.994152,0.5,0.5,0.5,,,,0.06,2.959064,1.312865,0.342717,12.528193,
09/30/1996,34.174999,,34.400002,,5.093023,1.90407,0.662791,0.4,0.4,0.4,,,,0.06,2.656977,0.776163,0.359912,12.980249,
12/31/1996,34.243,,34.400002,,5.139535,2.764535,1.392442,0.83,0.83,0.83,,,,0.06,1.450581,-0.284884,0.262827,13.859767,
03/31/1997,34.271,,34.5,,4.950725,2.255072,0.988406,0.62,0.62,0.62,,,,0.06,4.417391,2.469565,0.43477,14.449535,
06/30/1997,34.446999,,34.5,,3.895652,1.736232,0.434783,0.18,0.18,0.18,,,,0.06,1.310145,-0.988406,0.461579,14.564404,
09/30/1997,,,34.799999,,3.893678,,,0.18,0.18,0.18,,,,,,,,,
