Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1999,,-625.599976,348.700012,-72.599998,-22.1,-371.600006,-593.799988,0,-511.600006,0,0,-82.199997,857.700012,0,0,1980.099976,-1958.099976,841.900024,0,-6.2,-107.699997,,
06/30/1999,,-555.0,370.0,38.0,-162.0,-309.0,-992.0,0,-449.0,0,0,-543.0,1276.0,-7,0,1950.0,-688.0,1.0,0,20.0,-25.0,,
09/30/1999,,-615.0,393.299988,-69.800003,143.100006,-148.399994,-76.199997,0,-619.400024,0,0,543.200012,200.300003,-4,0,262.899994,-51.900002,13.1,0,-19.799999,-24.299999,,
12/31/1999,,-706.400024,411.0,-405.600006,-162.0,-863.0,-847.0,153,-1000.0,0,0,-1.5e-05,1710.0,-4,0,1708.0,-36.000019,48.999981,0,-7.000001,0.0,,
03/31/2000,,-513.0,421.0,64.0,-32.0,-60.0,-571.0,0,-693.0,0,0,122.0,670.0,-4,0,0.0,-370.0,30.0,0,1014.0,39.0,,
06/30/2000,,-456.0,456.0,-244.0,667.0,423.0,-896.0,0,-742.0,0,0,-154.0,503.0,-3,0,1408.0,-11.0,36.0,0,-927.0,30.0,,
09/30/2000,,-390.0,489.0,-202.0,-37.0,-140.0,-651.0,204,-675.0,0,0,-180.0,796.0,-4,0,663.0,-19.0,42.0,0,114.0,5.0,,
12/31/2000,,-512.0,511.0,-150.0,-80.0,-231.0,-936.0,3,-937.0,0,0,-2.0,1194.0,-4,0,1191.0,,13.0,0,-6.0,27.0,,
03/31/2001,,-391.0,535.0,-38.0,-281.0,-175.0,-632.0,0,-655.0,0,0,23.0,810.0,-4,0,759.0,0.0,0.0,0,55.0,3.0,,
06/30/2001,,-247.0,548.0,-3.0,-277.0,21.0,-1054.0,0,-1057.0,0,0,3.0,1049.0,-3,0,911.0,0.0,8.0,0,133.0,16.0,,
09/30/2001,,-288.0,518.0,-105.0,414.0,539.0,-1167.0,0,-1149.0,0,0,-18.0,633.0,-4,0,1653.0,-3328.0,575.0,0,1737.0,5.0,,
12/31/2001,,-328.0,549.0,-188.0,-312.0,-279.0,-889.0,0,-890.0,0,0,1.0,1206.0,-3,0,1247.0,,4.0,0,-42.0,38.0,,
03/31/2002,,-146.0,527.0,395.0,-612.0,164.0,-603.0,0,-603.0,0,0,0.0,1992.0,-4,0,2000.0,0.0,0.0,0,-4.0,1553.0,,
06/30/2002,,-170.0,543.0,-13.0,627.0,987.0,-787.0,0,-825.0,0,0,38.0,-1330.0,-3,0,0.0,-1260.0,0.0,0,-67.0,-1130.0,,
09/30/2002,,-7.0,588.0,-161.0,116.0,536.0,-645.0,0,-650.0,0,0,5.0,144.0,-4,0,0.0,-20.0,1.0,0,167.0,35.0,,
12/31/2002,,-255.0,609.0,104.0,-115.0,343.0,-573.0,0,-590.0,0,0,17.0,-13.0,-3,0,0.0,-9.0,0.0,0,-1.0,-243.0,,
03/31/2003,,-182.0,608.0,655.0,-795.0,286.0,-199.0,0,-187.0,0,0,-12.0,-24.0,-4,0,0.0,-21.0,0.0,0,1.0,63.0,,
06/30/2003,,-92.0,617.0,493.0,60.0,1078.0,-533.0,0,-533.0,0,0,0.0,-5.0,-3,0,0.0,-9.0,0.0,0,7.0,540.0,,
09/30/2003,,-65.0,628.0,553.0,-170.0,946.0,-494.0,0,-491.0,0,0,-3.0,7.0,-4,0,0.0,-21.0,0.0,0,32.0,459.0,,
12/31/2003,,-322.0,633.0,195.0,387.0,893.0,-955.0,1,-939.0,0,0,-17.0,-605.0,-3,0,0.0,-602.0,0.0,0,0.0,-667.0,,
03/31/2004,,-86.0,654.0,-6.0,81.0,643.0,-414.0,0,-412.0,0,0,-2.0,-16.0,-4,0,0.0,-20.0,0.0,0,8.0,213.0,,
