Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
09/30/1989,,26.0,18.799999,0.2,-58.900002,-13.9,,,,,,,,,,,,,,,,,
12/31/1989,,33.400002,18.299999,-0.9,-18.9,31.9,,,,,,,,,,,,,,,,,
03/31/1990,,39.099998,19.5,-0.6,62.299999,120.300003,,,,,,,,,,,,,,,,,
06/30/1990,,36.299999,20.6,-24.299999,-7.8,24.799999,,,,,,,,,,,,,,,,,
09/30/1990,,33.700001,23.4,-1.1,-40.5,15.5,,,,,,,,,,,,,,,,,
12/31/1990,,30.1,24.6,-7.3,-42.599998,4.8,,,,,,,,,,,,,,,,,
03/31/1991,,40.299999,21.4,3.4,33.599998,98.699997,,,,,,,,,,,,,,,,,
06/30/1991,,34.200001,24.799999,6.7,-13.6,52.099998,,,,,,,,,,,,,,,,,
09/30/1991,,34.099998,26.299999,-2.3,-48.700001,9.4,,,,,,,,,,,,,,,,,
12/31/1991,,34.799999,26.1,-0.3,-34.0,26.6,,,,,,,,,,,,,,,,,
03/31/1992,,41.200001,24.799999,-1.4,43.0,107.599998,,,,,,,,,,,,,,,,,
06/30/1992,,34.400002,27.5,9.5,-1.1,70.300003,,,,,,,,,,,,,,,,,
10/01/1992,,-59.5,28.1,92.900002,-54.0,7.5,,,,,,,,,,,,,,,,,
12/31/1992,,34.200001,27.5,0.3,-38.5,23.5,,,,,,,,,,,,,,,,,
03/31/1993,,48.200001,28.6,-1.2,36.900002,112.5,,,,,,,,,,,,,,,,,
06/30/1993,,9.6,32.599998,4.1,64.699997,111.0,,,,,,,,,,,,,,,,,
09/30/1993,,42.900002,33.299999,-1.6,-62.400002,12.2,,,,,,,,,,,,,,,,,
12/31/1993,,53.700001,34.799999,-1.7,-74.800003,12.0,,,,,,,,,,,,,,,,,
03/31/1994,,71.300003,35.5,-2.7,84.400002,188.5,,,,,,,,,,,,,,,,,
06/30/1994,,58.599998,34.0,3.3,11.0,106.900002,,,,,,,,,,,,,,,,,
09/30/1994,,61.900002,39.200001,-1.8,-78.400002,20.9,,,,,,,,,,,,,,,,,
12/30/1994,,72.699997,40.400002,-1.7,-62.400002,49.0,,,,,,,,,,,,,,,,,
03/31/1995,,89.900002,41.299999,-1.4,41.0,170.800003,,,,,,,,,,,,,,,,,
06/30/1995,,69.599998,40.400002,5.1,2.2,117.300003,,,,,,,,,,,,,,,,,
09/30/1995,,67.300003,45.200001,-2.8,-76.599998,33.099998,,,-47.400002,,,,,,,,,,,,,,
12/31/1995,,99.5,45.599998,0.4,-41.400002,104.099998,,,-52.599998,,,,,,,,,,,,,,
03/31/1996,,107.699997,44.599998,-1.0,53.0,204.300003,,,-61.099998,,,,,,,,,,,,,,
06/30/1996,,59.700001,40.099998,37.400002,22.5,159.699997,,,-55.299999,,,,,,,,,,,,,,
09/30/1996,,78.699997,27.299999,-19.1,-24.200001,62.700001,,,-26.6,,,,,,,,,,,,,,
12/31/1996,,88.099998,27.6,-55.200001,-44.900002,15.6,,,-25.700001,,,,,,,,,,,,,,
03/31/1997,,109.300003,26.200001,-47.700001,35.0,122.800003,,,-28.5,,,,,,,,,,,,,,
06/30/1997,,66.900002,34.900002,797.700012,-2.5,897.0,,,-36.599998,,,,,,,,,,,,,,
09/30/1997,,54.200001,33.799999,-1.9,-50.200001,35.900002,-33.5,4.5,-35.099998,0.0,0.0,-2.9,-143.600006,-16.299999,7.3,0.0,-0.1,4.4,-141.399994,2.5,-141.199997,,
12/31/1997,,58.200001,33.299999,-1.9,-91.199997,-1.6,-37.400002,0.4,-36.200001,0.0,0.0,-1.6,-126.0,-15.7,-16.0,0.0,-0.1,2.1,-97.800003,1.5,-165.0,,
03/31/1998,,60.5,30.799999,2.4,37.799999,131.5,-49.099998,0.4,-31.200001,0.0,0.0,-18.299999,-49.799999,-15.7,50.900002,0.0,-0.1,1.9,-87.599998,0.8,32.599998,,
06/30/1998,,35.599998,31.299999,10.6,9.9,87.400002,-3.7,30.6,-34.299999,0.0,0.0,0.0,-102.400002,-15.3,-47.0,0.0,-2.6,2.0,-34.5,-5.0,-18.700001,,
09/30/1998,,45.400002,34.700001,0.4,-10.0,70.5,-56.0,0.3,-25.6,0.0,0.0,-30.700001,1.7,-16.299999,159.300003,0.0,-0.1,0.2,-130.800003,-10.6,16.200001,,
12/31/1998,,48.400002,35.0,-0.2,-37.799999,45.400002,-29.299999,1.4,-29.9,0.0,0.0,-0.8,-0.8,-15.8,28.9,0.0,0.0,0.8,-15.0,0.3,15.3,,
03/31/1999,,69.0,35.599998,2.3,40.400002,147.300003,-30.799999,2.1,-29.5,0.0,0.0,-3.4,-106.099998,-15.7,-97.099998,0.0,-2.7,7.7,0.0,1.7,10.4,,
