Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,3.157404,,3.157404,2.843837,2.843837,2.713443,,9.931171,70.594969,,
06/30/1990,,,,,,,4.19951,,4.19951,3.368219,3.368219,3.225806,,19.794953,63.039014,,
09/30/1990,,,,,,,-22.686812,,-22.686812,-21.679475,-21.679474,-21.866179,,,,,
12/31/1990,,,,,,,5.125429,,5.125429,4.620105,4.620105,4.468507,,9.859155,32.956381,,
03/31/1991,,-4.253077,-0.306427,,,,3.104094,-3.846153,3.104094,2.869949,3.114129,2.966952,,7.543103,50.2457,-2.116089,
06/30/1991,,-4.459056,-0.328564,,,,3.898997,-19.789898,3.898997,3.30824,3.06181,2.913277,,15.151515,43.803419,-2.505837,
09/30/1991,,8.441574,0.659261,6.196044,2.865579,,1.735724,119.015883,1.735724,2.335861,2.335861,2.177741,,,68.481848,2.660628,
12/31/1991,,6.788263,0.587794,5.70556,3.199839,,2.497729,-59.328604,2.497729,2.187405,2.603694,2.422041,,12.424242,78.490563,1.460117,
03/31/1992,,9.53722,0.770011,7.770876,8.771247,,2.154482,-17.796145,2.154482,1.940814,7.976924,7.80599,,9.917355,83.903422,1.535166,
06/30/1992,,8.856024,0.732983,7.015453,7.380331,,2.880288,-10.294841,2.880288,2.582867,2.582867,2.340234,,10.326087,69.899666,2.665693,
09/30/1992,,-0.649145,0.000857,,,,-21.421243,-404.762043,-21.421243,-13.615809,-13.615808,-14.128823,,,,,
12/31/1992,,-15.141956,-1.237878,,,,-55.020537,-102.920098,-55.020537,-35.128863,-35.099102,-35.902626,,,,,
03/31/1993,,-15.470999,-1.17786,,,,9.170673,487.379189,9.170673,6.826237,6.826238,6.348928,,25.564488,31.951357,-10.527805,
06/30/1993,,-14.823183,-1.127078,,,,4.210693,,4.210693,3.668527,3.668527,3.12636,,12.875939,73.41772,-3.94034,
09/30/1993,,-8.485425,-0.581794,,,,-6.444453,,-6.444453,-1.432549,-1.432549,-1.981357,,,,,
