Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
05/31/2003,1202.8,-76.8,1126.0,,-1052.3,73.7,-6.6,0.0,-3.4,63.7,-1.5,62.2,0.0,0,62.2,0.0,0,62.2,0.0,0.0,62.2,0.19,0.19,0.19,325.9,0.19,0.19,0.19,325.9,
08/31/2003,997.1,-174.4,822.7,,-811.2,11.5,-31.5,0.0,0.1,-19.9,10.0,-9.9,0.0,0,-9.9,0.0,0,-9.9,0.0,0.0,-9.9,-0.1,-0.1,-0.1,100.0,-0.1,-0.1,-0.1,103.8,
11/30/2003,1210.3,,,0.0,-1140.8,69.5,-32.7,,0.9,37.7,-15.1,22.6,,0,22.6,0.0,0,22.6,0.0,0.0,22.6,0.23,0.23,0.23,100.0,0.22,0.22,0.22,103.8,
02/29/2004,761.599976,-563.599976,198.0,,-178.5,19.5,-19.4,,-4.5,-4.4,8.2,3.8,3.4,0,7.2,0.0,0,7.2,0.0,0.0,3.8,0.04,0.04,0.07,100.0,0.04,0.04,0.07,103.800003,
05/31/2004,838.099976,-595.0,243.099976,,-169.300003,73.800003,-19.6,0.0,-0.2,54.000003,-22.0,32.0,2.6,0,34.599998,0.0,0,34.599998,0.0,0.0,32.000003,0.32,0.32,0.35,100.0,0.31,0.31,0.33,103.900002,
08/31/2004,612.200012,-467.299988,144.900024,,-147.600006,-2.7,-21.0,0.0,6.0,-17.7,7.4,-10.3,7.6,0,-2.7,0.0,0,-2.7,0.0,0.0,-10.3,-0.1,-0.1,-0.03,100.0,-0.1,-0.1,-0.03,100.0,
11/30/2004,1227.3,,,0.0,-1147.2,80.1,-30.4,,1.4,51.1,-20.7,30.4,,0,30.4,,0,30.4,0.0,0.0,30.4,0.3,0.3,0.3,100.0,0.29,0.29,0.29,104.1,
02/28/2005,763.7,-566.9,196.8,,-145.9,50.9,-19.8,0.0,3.6,34.7,-14.0,20.7,215.5,0,236.2,0.0,0,236.2,0.0,0.0,20.7,0.21,0.21,2.36,100.2,0.2,0.2,2.28,103.8,
05/31/2005,836.099976,-603.099976,233.0,,-171.0,62.0,-20.0,0.0,4.5,46.5,-16.1,30.4,-1.0,0,29.4,0.0,0,29.4,0.0,0.0,30.4,0.3,0.3,0.29,100.199997,0.3,0.3,0.29,100.5,
08/31/2005,613.0,-471.299988,141.700012,,-148.800003,-7.1,-11.7,0.0,-111.199997,-129.999997,48.5,-81.5,-2.1,0,-83.599998,0.0,0,-83.599998,112.199997,-40.200001,-9.5,-0.1,-0.81,-0.83,100.699997,-0.1,-0.81,-0.83,100.699997,
11/30/2005,846.799988,-593.700012,253.099976,,-156.399994,96.699997,-5.5,0.0,1.8,92.999997,-35.0,58.0,0.3,0,58.299999,0.0,0,58.299999,0.0,0.0,57.999997,0.58,0.58,0.58,100.199997,0.58,0.58,0.58,100.599998,
02/28/2006,789.0,-575.200012,213.799988,,-148.5,65.300003,-5.4,0.0,2.0,61.900003,-24.1,37.799999,-3.8,0,34.0,0.0,0,34.0,0.0,0.0,37.800003,0.38,0.38,0.34,99.800003,0.38,0.38,0.34,100.199997,
05/31/2006,860.700012,-612.299988,248.400024,,-164.899994,83.5,-5.4,0.0,1.9,80.0,-36.5,43.5,-9.4,0,34.099998,0.0,0,34.099998,0.0,0.0,43.5,0.44,0.44,0.35,97.800003,0.44,0.44,0.35,98.300003,
08/31/2006,635.400024,-475.700012,159.700012,,-154.699997,5.0,-8.0,0.0,4.7,1.7,0.2,1.9,-3.4,0,-1.5,0.0,0,-1.5,0.0,0.0,1.9,0.02,0.02,-0.02,97.800003,0.02,0.02,-0.02,98.300003,
11/30/2006,858.099976,-612.799988,245.299988,,-165.5,79.800003,-14.9,0.0,-1.9,63.000003,-22.9,40.099998,0.0,0,40.099998,0.0,0,40.099998,0.0,0.0,40.100004,0.5,0.5,0.5,79.900002,0.5,0.5,0.5,80.5,
02/28/2007,790.900024,-589.200012,201.700012,,-146.699997,55.0,-14.3,0.0,-8.7,32.0,-13.5,18.5,0.0,0,18.5,0.0,0,18.5,6.0,0.0,24.5,0.3,0.23,0.23,79.300003,0.3,0.23,0.23,79.800003,
05/31/2007,868.900024,-618.200012,250.700012,,-151.0,99.699997,-14.2,0.0,8.7,94.199997,-33.200001,61.0,0.0,0,61.0,0.0,0,61.0,5.0,-1.75,64.249996,0.81,0.77,0.77,79.300003,0.8,0.76,0.76,79.900002,
