Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2014,425,-382,130,896,45,663,188,-219,-31,0.0,11,-199,0,176,-100,0,0.0,0.0,-100,-100,0,0,0,0,-1,0,-1,0,277,-6,0,-43,-43,0,0,23,23,0,14,-1,594,11,5,
06/30/2014,560,281,125,28,65,32,-69,126,-55,0.0,16,165,0,-626,-96,0,0.0,0.0,-96,-96,0,0,0,0,0,0,0,0,-530,-37,0,-44,-44,0,0,10,10,0,-3,1,-102,14,4,
09/30/2014,604,234,129,184,73,-18,129,57,112,0.0,1,-56,0,-439,-173,0,0.0,0.0,-173,-173,0,0,0,0,0,0,0,0,-266,15,0,26,26,0,0,2,2,0,-13,-17,163,8,4,
12/31/2014,631,286,132,137,75,3,59,76,-63,,14,125,0,-657,-123,0,0.0,0.0,-123,-123,0,0,0,0,-1,0,-1,0,-533,-23,0,40,40,0,0,6,6,0,-69,-9,-58,14,6,
03/31/2015,544,255,141,232,71,49,112,-84,-26,0.0,13,-71,0,-587,-194,0,0.0,0.0,-194,-194,0,0,0,0,0,0,0,0,-393,239,0,-119,-119,0,0,8,8,0,350,-32,164,5,7,
06/30/2015,622,305,150,98,75,43,-20,69,-25,0.0,25,69,0,-3939,-220,11,11.0,0.0,-231,-231,0,0,0,0,-273,0,-273,0,-3446,3507,0,-754,-754,0,0,8,8,0,4253,7,197,26,5,
09/30/2015,652,301,153,291,86,-5,210,-93,-1,0.0,-36,-56,0,-1796,-118,15,15.0,0.0,-133,-133,0,0,0,0,-10,0,-10,0,-1668,478,0,-4,-4,0,0,44,44,0,438,-16,-682,25,2,
12/31/2015,728,367,164,141,88,40,13,56,76,0.0,10,-30,0,-1716,-164,0,0.0,0.0,-164,-164,0,0,0,0,-942,0,-942,0,-610,504,0,15,15,0,0,41,41,0,448,-3,-487,160,2,
03/31/2016,738,365,174,207,94,22,91,-8,-16,0.0,13,-5,0,325,-133,0,0.0,0.0,-133,-133,0,0,0,0,-19,0,-19,0,477,113,0,-21,-21,0,0,-589,7,-596,723,14,1190,24,1,
06/30/2016,696,323,176,148,80,66,2,49,-2,,9,42,0,-1806,-201,0,0.0,0.0,-201,-201,0,0,0,0,0,0,0,0,-1605,544,0,0,0,0,0,-218,82,-300,762,1,-565,12,1,
09/30/2016,801,323,185,288,103,-17,202,5,-32,0.0,6,31,0,-1689,-183,0,,,-183,-183,0,0,0,0,0,0,0,0,-1506,238,0,0,0,0,0,-44,5,-49,282,1,-649,7,1,
12/31/2016,923,390,189,363,121,-19,261,-19,-27,,-17,25,0,-1829,-152,0,,,-152,-152,0,0,0,0,0,0,0,0,-1677,1143,0,0,0,0,0,5,55,-50,1138,-16,221,5,1,
03/31/2017,751,384,183,126,145,53,-72,58,42,0.0,-1,17,0,-1243,-148,0,0.0,0.0,-148,-148,0,0,0,0,0,0,0,0,-1095,-54,0,0,0,0,0,-505,12,-517,451,11,-535,48,1,
06/30/2017,921,411,201,292,176,49,67,17,8,0.0,5,4,0,-1729,-174,0,0.0,0.0,-174,-174,0,0,0,0,0,0,0,0,-1555,1042,0,-6,-6,0,0,-15,74,-89,1063,12,246,25,1,
09/30/2017,1006,380,194,468,193,-89,364,-36,-39,0.0,0,3,0,-651,-165,0,0.0,0.0,-165,-165,0,0,0,0,-323,0,-323,0,-163,1439,0,626,626,0,0,-86,14,-100,899,12,1806,15,1,
12/31/2017,-147,620,227,260,219,-1312,1353,-1254,17,0.0,58,-1329,0,-862,-180,0,0.0,0.0,-180,-180,0,0,0,0,0,0,0,0,-682,1657,0,200,200,0,0,-256,44,-300,1713,1,649,29,3,
03/31/2018,-349,511,185,256,205,91,-40,-1301,-1266,0.0,-35,0,0,5,-178,0,0.0,0.0,-178,-178,0,0,0,0,0,0,0,0,183,793,0,2075,2075,0,0,-1812,13,-1825,530,-7,442,-6,8,
06/30/2018,28,526,180,319,205,-2,116,-997,-1001,0.0,18,-14,0,558,-198,0,0.0,0.0,-198,-198,0,0,0,0,-16,0,-16,0,772,-1335,0,-1076,-1076,0,0,-435,65,-500,176,-56,-805,186,18,
09/30/2018,4670,436,188,490,213,-123,400,3556,3541,0.0,22,-7,0,154,-223,0,0.0,0.0,-223,-223,0,0,0,0,-2120,0,-2120,0,2497,1049,0,-25,-25,0,0,-595,5,-600,1669,-26,5847,48,21,
12/31/2018,1134,584,223,255,230,-137,162,72,74,0.0,21,-23,0,123,-221,3,3.0,0.0,-224,-224,0,0,0,0,12,0,12,0,332,-1769,0,-14,-14,0,0,-534,61,-595,-1221,-24,-536,100,22,
03/31/2019,1027,667,230,211,247,74,-110,-81,-92,0.0,-3,14,0,-4860,-218,0,0.0,0.0,-218,-218,0,0,0,0,0,0,0,0,-4642,1502,0,7,7,0,0,-756,0,-756,2251,1,-2330,22,20,
06/30/2019,1174,823,228,160,223,-39,-24,-37,30,0.0,-46,-21,0,-1097,-139,0,0.0,0.0,-139,-139,0,0,0,0,0,0,0,0,-958,996,0,500,500,0,0,67,67,0,429,-2,1071,154,25,
09/30/2019,1096,462,227,472,266,-157,363,-65,-37,0.0,-2,-26,0,623,-156,17,17.0,0.0,-173,-173,0,0,0,0,0,0,0,0,779,1339,0,2462,2462,0,0,-346,4,-350,-777,-48,3010,44,31,
12/31/2019,1264,507,227,499,285,-147,361,31,-17,0.0,55,-7,0,-399,-174,0,0.0,0.0,-174,-174,0,0,0,0,-70,0,-70,0,-155,-149,0,-7,-7,0,0,-245,60,-305,103,43,759,445,2,
03/31/2020,1504,84,293,1020,283,-79,816,107,77,0.0,-21,51,0,-2568,-87,119,119.0,0.0,-206,-206,0,0,0,0,-3612,0,-3612,0,1131,2241,0,3001,3001,0,0,-800,0,-800,40,-178,999,30,11,
06/30/2020,2383,1446,297,634,352,110,172,6,-30,0.0,-27,63,0,-7505,-192,1,1.0,0.0,-193,-193,0,0,0,0,0,0,0,0,-7313,6278,0,965,965,0,0,-129,71,-200,5442,106,1262,40,67,
