Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1998,145,-33.0,112.0,-9.0,103,-18,0,0,85,-33,52,-2,0,50,0,,50,,,52.0,0.56,0.56,0.54,92.300003,0.56,0.56,0.54,93.0,
06/30/1998,119,-30.0,89.0,-9.0,80,-17,0,0,63,-25,38,0,0,38,0,,38,,,38.0,0.41,0.41,0.41,92.300003,0.41,0.41,0.41,93.199997,
09/30/1998,143,-51.0,92.0,-8.0,84,-17,0,0,67,-26,41,0,0,41,0,,41,1.4,,42.4,0.47,0.46,0.46,89.599998,0.47,0.46,0.46,89.900002,
12/31/1998,127,-20.0,107.0,-10.0,97,-19,0,0,78,-31,47,0,0,47,0,,47,-14.0,0.0,33.0,0.38,0.54,0.54,87.0,0.38,0.54,0.54,87.300003,
03/31/1999,141,-35.0,106.0,-10.0,96,-18,0,0,78,-31,47,0,0,47,0,,47,,,47.0,0.54,0.54,0.54,86.400002,0.54,0.54,0.54,86.599998,
06/30/1999,138,-32.0,106.0,-10.0,96,-17,0,84,163,-64,99,0,0,99,0,,99,-50.0,0.0,49.0,0.58,1.17,1.17,84.599998,0.57,1.16,1.16,85.300003,
09/30/1999,139,-32.0,107.0,-12.0,95,-17,0,0,78,-29,49,0,0,49,0,,49,,,49.0,0.59,0.59,0.59,82.800003,0.59,0.59,0.59,83.400002,
12/31/1999,108,-13.0,95.0,-11.0,84,-17,0,271,338,-133,205,0,0,205,0,,205,-165.0,0.0,40.0,0.49,2.48,2.48,82.599998,0.48,2.47,2.47,83.099998,
03/31/2000,102,-18.0,84.0,-9.0,75,-10,0,0,65,-25,40,0,0,40,0,0.0,40,,,40.0,0.49,0.49,0.49,82.300003,0.49,0.49,0.49,82.5,
07/01/2000,102,-23.0,79.0,-11.0,68,-11,0,0,57,-23,34,0,0,34,0,0.0,34,,,34.0,0.42,0.42,0.42,80.5,0.42,0.42,0.42,80.900002,
09/30/2000,95,-22.0,73.0,-9.0,64,-12,0,0,52,-20,32,0,0,32,0,,32,,,32.0,0.4,0.4,0.4,79.900002,0.4,0.4,0.4,81.0,
12/30/2000,95,,,,95,-11,0,1,85,-29,56,0,0,56,0,,56,,,56.0,0.7,0.7,0.7,80.099998,0.69,0.69,0.69,80.699997,
03/31/2001,91,-35.0,56.0,-9.0,47,-11,0,0,36,-14,22,0,0,22,0,0.0,22,,,22.0,0.27,0.27,0.27,80.400002,0.27,0.27,0.27,81.199997,
06/30/2001,89,-13.0,76.0,-9.0,67,-10,0,0,57,-21,36,0,0,36,0,0.0,36,,,36.0,0.45,0.45,0.45,80.699997,0.44,0.44,0.44,81.5,
09/30/2001,121,-45.0,76.0,-10.0,66,-9,0,17,74,-28,46,0,0,46,0,0.0,46,-17.0,5.59,34.59,0.43,0.56,0.56,82.300003,0.43,0.56,0.56,82.300003,
