Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1997,,8.119,5.19,-1.738,-12.556,-0.985,-15.231,0.0,-17.620001,0.0,0.0,2.389,-5.229,0.0,0.0,0.0,-0.325,0.072,-4.976,0.0,-21.445,,
06/30/1997,,7.875,5.469,0.548,-5.79,8.102,-24.268,0.0,-25.674999,0.0,0.0,1.407,-8.501,-4.091,0.0,0.0,-0.146,0.617,-4.881,0.0,-24.667,,
09/30/1997,,6.797,3.052,1.181,1.303,12.333,-22.653999,0.0,-20.653,0.0,0.0,-2.001,1.142,-2.041,5.455,0.0,0.0,0.653,-2.322,-0.603,-9.179,,
12/31/1997,,16.104,6.931,-11.667,-7.282,4.086,,,-31.622,,,,,,,,,,,,,,
03/31/1998,,9.753,6.102,-6.97,-0.274,8.611,6.518,0.0,-11.678,0.0,0.0,18.195999,-5.785,-1.985,2.0,0.0,-0.005,0.536,-6.199,-0.132,9.344,,
06/30/1998,,3.954,5.658,-5.783,-10.481,-6.652,-11.04,0.0,-11.083,0.0,0.0,0.043,8.609,-1.932,33.0,0.0,-0.712,0.295,-21.886999,-0.155,-9.083,,
09/30/1998,,-7.688,6.212,11.621,0.856,11.001,-8.753,0.0,-8.186,0.0,0.0,-0.567,1.436,-1.874,10.0,0.0,0.0,0.748,-7.284,-0.154,3.684,,
12/31/1998,,4.073,5.716,4.782,6.62,21.191,-13.993,0.371,-12.839,0.0,0.0,-1.525,-7.683,-1.868,1.354,0.0,-0.005,0.09,-7.247,-0.007,-0.485,,
03/31/1999,,4.641,6.506,2.839,-8.114,5.872,-3.027,0.0,-3.027,0.0,0.0,0.0,-6.515,-1.834,-1.646,0.0,0.0,0.018,-3.055,0.002,-3.67,,
06/30/1999,,5.473,6.591,12.171,-12.066,12.169,21.122,0.0,-8.415,0.0,0.0,29.537001,-35.868,-1.818,-28.535999,0.0,0.0,0.308,-5.811,-0.011,-2.577,,
09/30/1999,,5.962,6.426,13.944,-6.23,20.101999,-8.458,0.0,-5.49,0.0,0.0,-2.968,-5.293,-1.811,-3.614,0.0,0.0,1.012,-0.964,0.084,6.351,,
12/31/1999,,7.043,7.465,-12.728,4.793,6.573,10.144,0.0,-7.713,0.0,0.0,17.857,-13.496,-1.813,-4.895,0.0,-0.023,0.198,-6.846,-0.117,3.221,,
03/31/2000,,15.47,7.276,-7.444,1.238,16.540001,9.72,0.0,-3.575,0.0,0.0,13.295,-26.962999,-1.64,15.451,0.0,0.0,0.091,-40.740002,-0.125,-0.703,,
06/30/2000,,6.059,7.179,1.036,-2.685,11.589,-4.34,0.0,-4.0,0.0,0.0,-0.34,-12.935,-1.512,2.449,0.0,0.0,0.011,-13.883,0.0,-5.686,,
09/30/2000,,5.152,7.374,2.223,5.118,19.867001,-3.473,0.0,-3.64,0.0,0.0,0.167,-16.327999,-1.528,-4.204,0.0,0.0,1.506,-12.109,0.007,0.066,,
12/31/2000,,5.579,6.625,1.307,3.115,16.625999,-5.822,0.0,-5.717,0.0,0.0,-0.105,-13.438,-1.477,3.741,0.0,0.0,0.172,-15.871,-0.003,-2.634,,
03/31/2001,,5.775,7.354,0.062,-11.315,1.876,-5.262,0.0,-5.269,0.0,0.0,0.007,3.936,0.0,3.916,0.0,0.0,0.398,0.0,-0.378,0.55,,
06/30/2001,,-16.92,7.183,16.372,-2.51,4.125,-2.907,0.0,-4.538,0.0,0.0,1.631,2.722,-2.825,5.673,0.0,0.0,0.0,-0.017,-0.109,3.94,,
09/30/2001,,-1.015,5.358,-1.606,0.832,3.569,75.101997,0.0,-3.748,0.0,0.0,78.849998,-51.644001,-1.42,-46.525002,0.0,0.0,0.012,-3.791,0.08,27.027,,
12/31/2001,,4.831,4.754,-1.239,7.363,15.709,-7.304,0.0,-5.693,0.0,0.0,-1.611,-1.652,-1.405,19.785999,0.0,-20.0,0.051,0.0,-0.084,6.753,,
03/31/2002,,5.487,4.787,0.772,-1.298,9.748,-4.786,0.0,-4.786,0.0,0.0,0.0,6.638,-1.407,7.803,0.0,0.0,0.576,0.0,-0.334,11.6,,
06/30/2002,,3.866,4.92,4.639,-9.134,4.291,-2.789,0.0,-2.789,0.0,0.0,0.0,1.946,-1.415,1.106,0.0,0.0,1.944,0.0,0.311,3.448,,
