company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 06:01:45+00:00,,58900000.0,11900000.0,16700000.0,127400000.0,782300000.0,1695300000.0,49100000.0,-81300000.0,576600000.0,49100000.0,-81300000.0,576600000.0,561100000.0,410600000.0,410600000.0,-20300000.0,137700000.0,-108100000.0,,-95800000.0,-2458100000.0,,2600000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2010.0,Q4,2010-10-01,2010-12-31,,-5500000.0,17300000.0,,-2000000.0,66900000.0,,31500000.0,-40600000.0,-29000000.0,165300000.0,-40600000.0,-29000000.0,165300000.0,93700000.0,100800000.0,100800000.0,-19700000.0,9400000.0,-46200000.0,5500000.0,-30100000.0,-33500000.0,-1800000.0,1100000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 10:46:38+00:00,-5500000.0,64700000.0,0.0,1300000.0,11700000.0,,164700000.0,-306400000.0,-174600000.0,514200000.0,-306400000.0,-174600000.0,514200000.0,34500000.0,458200000.0,458200000.0,-20400000.0,-36000000.0,-179600000.0,0.0,-172400000.0,-253500000.0,-2000000.0,3300000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2010.0,Q3,2010-07-01,2010-09-30,,,15900000.0,,16200000.0,50200000.0,,43000000.0,-42600000.0,-49200000.0,149300000.0,-42600000.0,-49200000.0,149300000.0,73700000.0,107400000.0,107400000.0,-24200000.0,800000.0,-46200000.0,,-49400000.0,-40000000.0,-200000.0,200000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-27 11:19:11+00:00,,47400000.0,,3300000.0,-55200000.0,,133200000.0,-265800000.0,-145600000.0,348900000.0,-265800000.0,-145600000.0,348900000.0,-59200000.0,357400000.0,357400000.0,-700000.0,-45400000.0,-133400000.0,-5500000.0,-142300000.0,-220000000.0,-200000.0,2200000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2010.0,Q2,2010-04-01,2010-06-30,,,15900000.0,,-4500000.0,-85400000.0,,60200000.0,-45200000.0,-39500000.0,55300000.0,-45200000.0,-39500000.0,55300000.0,-33900000.0,122500000.0,122500000.0,2300000.0,800000.0,-46200000.0,-5500000.0,-35500000.0,-60000000.0,,1500000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-28 10:58:07+00:00,,31500000.0,,-12900000.0,-105400000.0,,90200000.0,-223200000.0,-96400000.0,199600000.0,-223200000.0,-96400000.0,199600000.0,-132900000.0,250000000.0,250000000.0,23500000.0,-46200000.0,-87200000.0,-5500000.0,-92900000.0,-180000000.0,0.0,2000000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 12:22:56+00:00,,15600000.0,,-8400000.0,-20000000.0,,30000000.0,-178000000.0,-56900000.0,144300000.0,-178000000.0,-56900000.0,144300000.0,-99000000.0,127500000.0,127500000.0,21200000.0,-47000000.0,-41000000.0,,-57400000.0,-120000000.0,,500000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2011.0,Q4,2011-10-01,2011-12-31,,-4700000.0,18200000.0,,-1000000.0,42900000.0,,4600000.0,-56600000.0,-36300000.0,172900000.0,-56600000.0,-36300000.0,172900000.0,79000000.0,89300000.0,89300000.0,22500000.0,1400000.0,-53100000.0,,-32100000.0,-4600000.0,-4900000.0,500000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2011.0,FY,2011-01-01,2011-12-31,2014-02-18 16:40:43+00:00,-4700000.0,75300000.0,0.0,-300000.0,-13100000.0,,72000000.0,-275200000.0,-112600000.0,632800000.0,-275200000.0,-112600000.0,632800000.0,244700000.0,519000000.0,519000000.0,51600000.0,19400000.0,-205700000.0,0.0,-109500000.0,-73200000.0,-87700000.0,1600000.0
