company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2010.0,FY,,2010-12-31,2012-02-17 06:01:45+00:00,365800000.0,352000000.0,487600000.0,-64600000.0,595600000.0,0.0,-773600000.0,37000000.0,113500000.0,38200000.0,46300000.0,117500000.0,80300000.0,1532500000.0,356700000.0,550500000.0,9100000.0,,13400000.0,42600000.0,71700000.0,82400000.0,28500000.0,31200000.0,,,474000000.0,1200000.0,2293100000.0,-367400000.0,1449000000.0,976100000.0,-367400000.0,-358300000.0,2651400000.0,2293100000.0,293600000.0,1675300000.0,-3200000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2011.0,FY,,2011-12-31,2013-02-21 10:46:38+00:00,488100000.0,352600000.0,529100000.0,-133100000.0,840300000.0,0.0,-726300000.0,47000000.0,121800000.0,82600000.0,53300000.0,117500000.0,91600000.0,1531900000.0,534900000.0,576100000.0,11100000.0,,16500000.0,5200000.0,157200000.0,75400000.0,40400000.0,40100000.0,0.0,,770000000.0,0.0,2766800000.0,-179100000.0,1889700000.0,1200100000.0,-179100000.0,-168000000.0,2934800000.0,2766800000.0,301000000.0,1734700000.0,-89700000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2011.0,Q3,,2011-09-30,2011-10-27 11:19:11+00:00,398200000.0,358900000.0,526000000.0,-66100000.0,761300000.0,0.0,-738800000.0,23800000.0,100200000.0,36300000.0,53300000.0,117500000.0,90600000.0,1534100000.0,441100000.0,557700000.0,7500000.0,2400000.0,18300000.0,45000000.0,72300000.0,80000000.0,33400000.0,54400000.0,,,737400000.0,,2580000000.0,-152300000.0,1715900000.0,1037600000.0,-152300000.0,-144800000.0,2724800000.0,2580000000.0,306400000.0,1687200000.0,-84800000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2011.0,Q2,,2011-06-30,2011-07-28 10:58:07+00:00,427500000.0,367900000.0,466800000.0,-35200000.0,703700000.0,0.0,-749900000.0,22100000.0,96300000.0,46900000.0,53400000.0,117500000.0,90500000.0,1535600000.0,423200000.0,558400000.0,12200000.0,2200000.0,19000000.0,48800000.0,73000000.0,71600000.0,34300000.0,78000000.0,,,645800000.0,0.0,2526100000.0,-196700000.0,1669100000.0,1016700000.0,-196700000.0,-184500000.0,2710600000.0,2526100000.0,298600000.0,1693900000.0,-57400000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2011.0,Q1,,2011-03-31,2011-04-28 12:22:56+00:00,412400000.0,370700000.0,471600000.0,-38900000.0,708600000.0,,-763600000.0,26400000.0,101200000.0,64300000.0,53500000.0,117500000.0,86600000.0,1531100000.0,369500000.0,558800000.0,12100000.0,2200000.0,17700000.0,50500000.0,72700000.0,84300000.0,31100000.0,50500000.0,,,566900000.0,,2465400000.0,-262500000.0,1600500000.0,1028200000.0,-262500000.0,-250400000.0,2715800000.0,2465400000.0,306100000.0,1687600000.0,-26900000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2012.0,FY,,2012-12-31,2014-02-18 16:40:43+00:00,508500000.0,364600000.0,535200000.0,-187000000.0,1042100000.0,0.0,-674500000.0,36100000.0,112400000.0,41800000.0,61300000.0,270600000.0,129900000.0,1523200000.0,435900000.0,689900000.0,10300000.0,,24500000.0,15900000.0,188800000.0,128300000.0,95100000.0,60000000.0,36300000.0,,1124800000.0,187000000.0,3258200000.0,18700000.0,2015000000.0,1369900000.0,18700000.0,29000000.0,3192900000.0,3258200000.0,553300000.0,1823000000.0,-244600000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2012.0,Q3,,2012-09-30,2012-10-25 11:09:54+00:00,437000000.0,380200000.0,544300000.0,-143800000.0,958400000.0,0.0,-685100000.0,9500000.0,125300000.0,32500000.0,61500000.0,277600000.0,136300000.0,1525400000.0,472900000.0,608600000.0,16000000.0,,21000000.0,29800000.0,138000000.0,115600000.0,81600000.0,49500000.0,34200000.0,,1053400000.0,209100000.0,3145400000.0,26500000.0,1986300000.0,1293900000.0,26500000.0,42500000.0,3068700000.0,3145400000.0,550500000.0,1774800000.0,-198000000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2012.0,Q2,,2012-06-30,2012-07-26 11:02:29+00:00,441400000.0,366200000.0,492200000.0,-151500000.0,787300000.0,0.0,-693300000.0,2700000.0,121600000.0,61000000.0,61600000.0,283900000.0,143500000.0,1527500000.0,494500000.0,579800000.0,19200000.0,,20100000.0,20600000.0,157200000.0,104800000.0,77800000.0,58100000.0,32300000.0,,975900000.0,83700000.0,2959800000.0,-17400000.0,1827700000.0,1142600000.0,-17400000.0,1800000.0,2925700000.0,2959800000.0,552300000.0,1783100000.0,-148500000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2012.0,Q1,,2012-03-31,2012-04-26 10:55:09+00:00,409100000.0,378400000.0,488200000.0,-119300000.0,660700000.0,0.0,-708500000.0,12500000.0,127600000.0,68300000.0,61600000.0,289400000.0,150800000.0,1529700000.0,542000000.0,581000000.0,16600000.0,,20500000.0,41000000.0,157800000.0,63700000.0,40600000.0,52600000.0,30300000.0,,872900000.0,86400000.0,2866700000.0,-75400000.0,1761300000.0,1126100000.0,-75400000.0,-58800000.0,2895200000.0,2866700000.0,524400000.0,1769100000.0,-120500000.0
Mead Johnson Nutrition Co,MJN,E4BJRFT3MF4GJDY1SC50,1452575,2013.0,FY,,2013-12-31,2015-02-27 07:41:23+00:00,566800000.0,384400000.0,534900000.0,-69200000.0,1050800000.0,0.0,-719400000.0,46600000.0,91200000.0,56100000.0,69300000.0,196800000.0,97500000.0,1009100000.0,534800000.0,867500000.0,8700000.0,,37000000.0,15300000.0,161800000.0,157200000.0,156400000.0,56900000.0,49700000.0,,1432300000.0,507600000.0,3474100000.0,291800000.0,2118100000.0,1781300000.0,291800000.0,300500000.0,3123900000.0,3474100000.0,488500000.0,1342600000.0,-351900000.0
