company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherrevenue,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 16:28:09+00:00,1.71,1.71,,1.64,635355000.0,1575794000.0,1575794000.0,1584902000.0,-9108000.0,768771000.0,4201264000.0,109823000.0,28781000.0,591026000.0,705741000.0,768771000.0,3461274000.0,63181000.0,1296767000.0,2164507000.0,46642000.0,2211149000.0,4230045000.0,926800000.0,929133000.0,964356000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:40:37+00:00,2.15,2.15,,2.06,702363000.0,1970335000.0,1970335000.0,1978899000.0,-8564000.0,1127246000.0,5302976000.0,59401000.0,32774000.0,732619000.0,797344000.0,1127246000.0,4208504000.0,65244000.0,1529963000.0,2678541000.0,-5843000.0,2672698000.0,5335750000.0,920400000.0,920693000.0,958825000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 16:44:04+00:00,0.54,0.54,,0.52,187396000.0,493693000.0,493693000.0,495853000.0,-2160000.0,300183000.0,1363663000.0,3637000.0,7605000.0,188062000.0,189189000.0,300183000.0,1071085000.0,16382000.0,377251000.0,693834000.0,-12745000.0,681089000.0,1371268000.0,918200000.0,920807000.0,960585000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2008.0,Q2,2008-04-01,2008-06-30,2009-08-05 16:44:30+00:00,0.47,0.47,,0.45,170490000.0,432623000.0,432623000.0,434783000.0,-2160000.0,265684000.0,1267824000.0,14026000.0,10301000.0,187393000.0,219533000.0,265684000.0,1012441000.0,16428000.0,406926000.0,605515000.0,-2402000.0,603113000.0,1278125000.0,925100000.0,922796000.0,965663000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q4,2009-10-01,2009-12-31,,0.88,0.88,,0.86,260054000.0,799393000.0,799393000.0,802212000.0,-2819000.0,473399000.0,2027146000.0,11299000.0,5233000.0,239645000.0,253897000.0,473399000.0,1558980000.0,17290000.0,493542000.0,1065438000.0,-5991000.0,1059447000.0,2032379000.0,905800000.0,904604000.0,934109000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 16:18:06+00:00,2.91,2.91,,2.82,876364000.0,2625592000.0,2625592000.0,2635755000.0,-10163000.0,1595558000.0,6961129000.0,42397000.0,50254000.0,939918000.0,946686000.0,1595558000.0,5415825000.0,69662000.0,1886604000.0,3529221000.0,-27265000.0,3501956000.0,7011383000.0,905800000.0,904604000.0,934109000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.03,2.03,0.09,2.03,616310000.0,1826199000.0,1826199000.0,1833543000.0,-7344000.0,1122159000.0,4933983000.0,31098000.0,45021000.0,700273000.0,692789000.0,1122159000.0,3856845000.0,52372000.0,1393062000.0,2463783000.0,-21274000.0,2442509000.0,4979004000.0,897400000.0,903319000.0,932424000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 17:02:32+00:00,0.75,0.75,,0.72,220728000.0,670478000.0,670478000.0,673033000.0,-2555000.0,409700000.0,1791088000.0,14017000.0,10301000.0,269856000.0,227427000.0,409700000.0,1391689000.0,17217000.0,497283000.0,894406000.0,-3200000.0,891206000.0,1801389000.0,897400000.0,903319000.0,932424000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.28,1.28,0.07,1.28,395582000.0,1155721000.0,1155721000.0,1160510000.0,-4789000.0,712459000.0,3142895000.0,17081000.0,34720000.0,430417000.0,465362000.0,712459000.0,2465156000.0,35155000.0,895779000.0,1569377000.0,-18074000.0,1551303000.0,3177615000.0,907000000.0,905611000.0,934478000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 06:20:57+00:00,0.63,0.63,,0.61,186355000.0,569145000.0,569145000.0,571398000.0,-2253000.0,383045000.0,1642273000.0,12923000.0,4882000.0,241638000.0,261411000.0,383045000.0,1264110000.0,18484000.0,503049000.0,761061000.0,-5561000.0,755500000.0,1647155000.0,907000000.0,905611000.0,934478000.0
