company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
DexCom Inc,DXCM,,1093557,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 17:25:48+00:00,,5998000.0,,2932000.0,2373000.0,,-9000.0,-2240000.0,46310000.0,,44379000.0,-14104000.0,-39389000.0,44379000.0,-14104000.0,-39389000.0,-9123000.0,-53524000.0,-53524000.0,8004000.0,,,-65270000.0,-2992000.0,-1931000.0,,53856000.0,302000.0
DexCom Inc,DXCM,,1093557,2010.0,Q4,2010-10-01,2010-12-31,,,133000.0,,400000.0,684000.0,,41000.0,-6613000.0,33439000.0,,33214000.0,-20419000.0,-13488000.0,33214000.0,-20419000.0,-13488000.0,-652000.0,-9842000.0,-9842000.0,2150000.0,,,-29712000.0,-2366000.0,-225000.0,,11659000.0,
DexCom Inc,DXCM,,1093557,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 17:22:34+00:00,,1800000.0,,400000.0,2400000.0,,0.0,-9700000.0,70500000.0,0.0,69600000.0,-25600000.0,-42700000.0,69600000.0,-25600000.0,-42700000.0,1300000.0,-55200000.0,-55200000.0,18000000.0,,,-73400000.0,-6900000.0,-900000.0,,54700000.0,
DexCom Inc,DXCM,,1093557,2010.0,Q3,2010-07-01,2010-09-30,,,248000.0,,,628000.0,,-43000.0,423000.0,1850000.0,,1625000.0,7327000.0,-9470000.0,1625000.0,7327000.0,-9470000.0,-561000.0,-13398000.0,-13398000.0,2629000.0,,,-4033000.0,-2093000.0,-225000.0,,13453000.0,
DexCom Inc,DXCM,,1093557,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-02 17:19:39+00:00,,1667000.0,,,1716000.0,,-41000.0,-3087000.0,37061000.0,,36386000.0,-5181000.0,-29212000.0,36386000.0,-5181000.0,-29212000.0,1952000.0,-45358000.0,-45358000.0,15850000.0,,,-43688000.0,-4534000.0,-675000.0,,43041000.0,
DexCom Inc,DXCM,,1093557,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-03 17:27:01+00:00,,1419000.0,,,1088000.0,,2000.0,-3510000.0,35211000.0,,34761000.0,-12508000.0,-19742000.0,34761000.0,-12508000.0,-19742000.0,2513000.0,-31960000.0,-31960000.0,13221000.0,,,-39655000.0,-2441000.0,-450000.0,,29588000.0,
DexCom Inc,DXCM,,1093557,2011.0,Q4,2011-10-01,2011-12-31,,,290000.0,,,1104000.0,,22000.0,-4300000.0,38000.0,,63000.0,-3475000.0,-11544000.0,63000.0,-3475000.0,-11544000.0,-14934000.0,-12205000.0,-12205000.0,3567000.0,,,-24656000.0,-3543000.0,25000.0,,24724000.0,
DexCom Inc,DXCM,,1093557,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 17:22:00+00:00,,900000.0,,0.0,3800000.0,,,-3600000.0,74700000.0,0.0,74200000.0,-46400000.0,-30100000.0,74200000.0,-46400000.0,-30100000.0,-2300000.0,-44700000.0,-44700000.0,13500000.0,,,-102700000.0,-8000000.0,-500000.0,,64300000.0,
DexCom Inc,DXCM,,1093557,2011.0,Q3TTM,2010-10-01,2011-09-30,,,743000.0,,400000.0,3380000.0,,19000.0,-5913000.0,108101000.0,,107351000.0,-63344000.0,-32044000.0,107351000.0,-63344000.0,-32044000.0,11982000.0,-42337000.0,-42337000.0,12083000.0,,,-107756000.0,-6823000.0,-750000.0,,51235000.0,
DexCom Inc,DXCM,,1093557,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-01 17:25:14+00:00,,610000.0,,,2696000.0,,-22000.0,700000.0,74662000.0,,74137000.0,-42925000.0,-18556000.0,74137000.0,-42925000.0,-18556000.0,12634000.0,-32495000.0,-32495000.0,9933000.0,,,-78044000.0,-4457000.0,-525000.0,,39576000.0,
DexCom Inc,DXCM,,1093557,2011.0,Q2TTM,2010-07-01,2011-06-30,,,65000.0,,400000.0,3010000.0,,-43000.0,-6327000.0,108918000.0,,108018000.0,-45415000.0,-34725000.0,108018000.0,-45415000.0,-34773000.0,27787000.0,-42457000.0,-42457000.0,10984000.0,,,-83175000.0,-7410000.0,-900000.0,,45170000.0,
DexCom Inc,DXCM,,1093557,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-06 17:18:17+00:00,,-316000.0,,,1698000.0,,-41000.0,-137000.0,73629000.0,,73179000.0,-32323000.0,-11767000.0,73179000.0,-32323000.0,-11815000.0,29000000.0,-19217000.0,-19217000.0,6205000.0,,,-49430000.0,-2951000.0,-450000.0,,20058000.0,
