company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
TE Connectivity Ltd,TEL,,1385157,2007.0,FY,2006-09-30,2007-09-28,2009-11-18 14:59:43+00:00,-1.11,-1.11,,-1.11,92000000.0,465000000.0,-554000000.0,-214000000.0,-340000000.0,-554000000.0,,8855000000.0,12574000000.0,-6000000.0,-219000000.0,931000000.0,532000000.0,,1509000000.0,8855000000.0,3719000000.0,232000000.0,53000000.0,3064000000.0,655000000.0,-398000000.0,257000000.0,12574000000.0,499100000.0,497000000.0,497000000.0
TE Connectivity Ltd,TEL,,1385157,2008.0,FY,2007-09-29,2008-09-26,2009-11-18 14:59:43+00:00,3.69,3.69,,3.67,322000000.0,540000000.0,1782000000.0,1527000000.0,255000000.0,1777000000.0,5000000.0,10200000000.0,14373000000.0,,567000000.0,22000000.0,593000000.0,,1573000000.0,10200000000.0,4173000000.0,190000000.0,32000000.0,2510000000.0,1663000000.0,409000000.0,2072000000.0,14373000000.0,481600000.0,483000000.0,486000000.0
TE Connectivity Ltd,TEL,,1385157,2008.0,Q3,2008-03-29,2008-06-27,2009-07-31 15:24:22+00:00,0.69,0.69,,0.68,16000000.0,191000000.0,330000000.0,285000000.0,45000000.0,330000000.0,,2683000000.0,3782000000.0,-2000000.0,1000000.0,7000000.0,152000000.0,,409000000.0,2683000000.0,1099000000.0,44000000.0,6000000.0,584000000.0,515000000.0,-37000000.0,478000000.0,3782000000.0,478300000.0,478000000.0,482000000.0
TE Connectivity Ltd,TEL,,1385157,2009.0,Q4,2009-06-27,2009-09-25,,0.2,0.2,0.64,0.2,46000000.0,10000000.0,87000000.0,77000000.0,10000000.0,84000000.0,3000000.0,2007000000.0,2698000000.0,2000000.0,-55000000.0,,131000000.0,,338000000.0,2007000000.0,691000000.0,40000000.0,4000000.0,515000000.0,176000000.0,-91000000.0,85000000.0,2698000000.0,459200000.0,459000000.0,459000000.0
TE Connectivity Ltd,TEL,,1385157,2009.0,FY,2008-09-27,2009-09-25,2011-11-18 15:08:02+00:00,-7.11,-7.11,0.64,-7.11,3922000000.0,-567000000.0,-3259000000.0,-3103000000.0,-156000000.0,-3265000000.0,6000000.0,7720000000.0,10256000000.0,,-48000000.0,144000000.0,536000000.0,,1408000000.0,7720000000.0,2536000000.0,165000000.0,17000000.0,6010000000.0,-3474000000.0,-196000000.0,-3670000000.0,10256000000.0,459200000.0,459000000.0,459000000.0
TE Connectivity Ltd,TEL,,1385157,2009.0,Q3,2009-03-28,2009-06-26,2009-07-31 15:24:22+00:00,-0.16,-0.16,,-0.16,63000000.0,3000000.0,-74000000.0,26000000.0,-100000000.0,-74000000.0,,1921000000.0,2508000000.0,-2000000.0,5000000.0,,130000000.0,,330000000.0,1921000000.0,587000000.0,42000000.0,4000000.0,523000000.0,64000000.0,-33000000.0,31000000.0,2508000000.0,462500000.0,458000000.0,459000000.0
TE Connectivity Ltd,TEL,,1385157,2009.0,Q3YTD,2008-09-27,2009-06-26,,-7.31,-7.31,,-7.31,3876000000.0,-577000000.0,-3346000000.0,-3180000000.0,-166000000.0,-3349000000.0,3000000.0,5713000000.0,7558000000.0,-2000000.0,7000000.0,144000000.0,405000000.0,,1070000000.0,5713000000.0,1845000000.0,125000000.0,13000000.0,5495000000.0,-3650000000.0,-105000000.0,-3755000000.0,7558000000.0,462500000.0,458000000.0,459000000.0
TE Connectivity Ltd,TEL,,1385157,2009.0,Q2YTD,2008-09-27,2009-03-27,,-7.15,-7.15,,-7.15,3813000000.0,-580000000.0,-3272000000.0,-3206000000.0,-66000000.0,-3275000000.0,3000000.0,3792000000.0,5050000000.0,,2000000.0,144000000.0,275000000.0,,740000000.0,3792000000.0,1258000000.0,83000000.0,9000000.0,4972000000.0,-3714000000.0,-72000000.0,-3786000000.0,5050000000.0,458000000.0,458000000.0,458000000.0
TE Connectivity Ltd,TEL,,1385157,2009.0,Q2,2008-12-27,2009-03-27,2010-04-29 12:29:02+00:00,-7.07,-7.07,,-7.07,3736000000.0,-594000000.0,-3237000000.0,-3238000000.0,1000000.0,-3238000000.0,1000000.0,1803000000.0,2337000000.0,,3000000.0,135000000.0,131000000.0,,329000000.0,1803000000.0,534000000.0,41000000.0,3000000.0,4331000000.0,-3797000000.0,-35000000.0,-3832000000.0,2337000000.0,458000000.0,458000000.0,458000000.0
TE Connectivity Ltd,TEL,,1385157,2009.0,Q1,2008-09-27,2008-12-26,2010-01-28 12:31:37+00:00,-0.08,-0.08,,-0.08,77000000.0,14000000.0,-35000000.0,32000000.0,-67000000.0,-37000000.0,2000000.0,1989000000.0,2713000000.0,,-1000000.0,9000000.0,144000000.0,,411000000.0,1989000000.0,724000000.0,42000000.0,6000000.0,641000000.0,83000000.0,-37000000.0,46000000.0,2713000000.0,462500000.0,459000000.0,461000000.0
TE Connectivity Ltd,TEL,,1385157,2010.0,Q4,2010-06-26,2010-09-24,,0.66,0.66,0.48,0.66,56000000.0,128000000.0,299000000.0,208000000.0,91000000.0,297000000.0,2000000.0,1889000000.0,2748000000.0,,52000000.0,8000000.0,136000000.0,,341000000.0,1889000000.0,859000000.0,40000000.0,6000000.0,541000000.0,318000000.0,18000000.0,336000000.0,2748000000.0,453900000.0,453000000.0,457000000.0
