company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
TE Connectivity Ltd,TEL,,1385157,2008.0,FY,,2008-09-26,2009-07-31 15:24:22+00:00,1433000000.0,2656000000.0,1558000000.0,929000000.0,1090000000.0,0.0,10206000000.0,207000000.0,204000000.0,6749000000.0,454000000.0,3161000000.0,2159000000.0,3342000000.0,10000000.0,1915000000.0,289000000.0,721000000.0,,,770000000.0,169000000.0,61000000.0,1505000000.0,2959000000.0,,,756000000.0,1141000000.0,20000000.0,21600000000.0,11073000000.0,7635000000.0,3387000000.0,11073000000.0,11083000000.0,10517000000.0,21600000000.0,10623000000.0,7130000000.0,0.0,-1264000000.0
TE Connectivity Ltd,TEL,,1385157,2009.0,FY,,2009-09-25,2010-11-10 15:38:29+00:00,1068000000.0,1975000000.0,1243000000.0,455000000.0,1521000000.0,,9154000000.0,203000000.0,161000000.0,3160000000.0,407000000.0,2316000000.0,1435000000.0,3111000000.0,10000000.0,2397000000.0,188000000.0,1129000000.0,,,,,,1364000000.0,2764000000.0,,,487000000.0,-2264000000.0,101000000.0,16018000000.0,6996000000.0,5579000000.0,2615000000.0,6996000000.0,7006000000.0,9012000000.0,16018000000.0,7328000000.0,6397000000.0,,-349000000.0
TE Connectivity Ltd,TEL,,1385157,2009.0,Q3,,2009-06-26,2009-07-31 15:24:22+00:00,951000000.0,1795000000.0,1505000000.0,598000000.0,1258000000.0,0.0,9205000000.0,168000000.0,203000000.0,3152000000.0,415000000.0,2578000000.0,1640000000.0,3106000000.0,10000000.0,2577000000.0,285000000.0,706000000.0,,,,,,1484000000.0,3017000000.0,,,662000000.0,-2361000000.0,1000000.0,16292000000.0,7071000000.0,5558000000.0,2625000000.0,7071000000.0,7081000000.0,9211000000.0,16292000000.0,7628000000.0,6586000000.0,0.0,-371000000.0
TE Connectivity Ltd,TEL,,1385157,2010.0,FY,,2010-09-24,2011-11-18 15:08:02+00:00,1386000000.0,2259000000.0,,246000000.0,1990000000.0,0.0,8684000000.0,164000000.0,248000000.0,3211000000.0,392000000.0,2307000000.0,1583000000.0,2867000000.0,8000000.0,2447000000.0,285000000.0,1280000000.0,,1804000000.0,,,,1344000000.0,2604000000.0,,,651000000.0,-1161000000.0,106000000.0,16992000000.0,7048000000.0,6731000000.0,3460000000.0,7048000000.0,7056000000.0,9936000000.0,16992000000.0,7394000000.0,6476000000.0,,-721000000.0
TE Connectivity Ltd,TEL,,1385157,2010.0,Q3,,2010-06-25,2010-07-23 16:26:51+00:00,1394000000.0,2216000000.0,1671000000.0,207000000.0,1815000000.0,,8689000000.0,165000000.0,153000000.0,3155000000.0,398000000.0,2308000000.0,1586000000.0,2787000000.0,8000000.0,2419000000.0,237000000.0,1077000000.0,,,,,,1377000000.0,2710000000.0,,,563000000.0,-1459000000.0,107000000.0,16469000000.0,6792000000.0,6333000000.0,3337000000.0,6792000000.0,6800000000.0,9669000000.0,16469000000.0,7349000000.0,6332000000.0,,-645000000.0
TE Connectivity Ltd,TEL,,1385157,2010.0,Q2,,2010-03-26,2010-04-29 12:29:02+00:00,1304000000.0,2042000000.0,1713000000.0,317000000.0,1839000000.0,,8736000000.0,162000000.0,153000000.0,3175000000.0,397000000.0,2313000000.0,1550000000.0,2896000000.0,8000000.0,2539000000.0,174000000.0,1089000000.0,,,,,,1434000000.0,2900000000.0,,,527000000.0,-1798000000.0,101000000.0,16552000000.0,6788000000.0,6111000000.0,3280000000.0,6788000000.0,6796000000.0,9756000000.0,16552000000.0,7545000000.0,6476000000.0,,-467000000.0
TE Connectivity Ltd,TEL,,1385157,2010.0,Q1,,2009-12-25,2010-01-28 12:31:37+00:00,1221000000.0,2033000000.0,,413000000.0,1695000000.0,,9015000000.0,174000000.0,153000000.0,3153000000.0,388000000.0,2314000000.0,1458000000.0,3008000000.0,9000000.0,2486000000.0,174000000.0,1106000000.0,481000000.0,1265000000.0,,,,1428000000.0,2921000000.0,,,,-2102000000.0,101000000.0,16283000000.0,6998000000.0,5820000000.0,2761000000.0,6998000000.0,7007000000.0,9276000000.0,16283000000.0,7455000000.0,6515000000.0,,-328000000.0
TE Connectivity Ltd,TEL,,1385157,2011.0,FY,,2011-09-30,2012-11-13 14:35:56+00:00,1454000000.0,2341000000.0,,428000000.0,1218000000.0,0.0,8197000000.0,143000000.0,402000000.0,3288000000.0,631000000.0,2667000000.0,1878000000.0,3140000000.0,10000000.0,2364000000.0,333000000.0,1202000000.0,,1733000000.0,508000000.0,80000000.0,,1319000000.0,2627000000.0,,,634000000.0,84000000.0,,17723000000.0,7474000000.0,6981000000.0,3410000000.0,7474000000.0,7484000000.0,10239000000.0,17723000000.0,7602000000.0,6829000000.0,,-1235000000.0
TE Connectivity Ltd,TEL,,1385157,2011.0,Q3,,2011-06-24,2011-07-22 11:57:44+00:00,1612000000.0,2614000000.0,,576000000.0,1212000000.0,0.0,8200000000.0,104000000.0,263000000.0,3600000000.0,673000000.0,2654000000.0,1996000000.0,3147000000.0,11000000.0,2447000000.0,290000000.0,1205000000.0,,1974000000.0,,,,1305000000.0,2606000000.0,,,775000000.0,-242000000.0,1000000.0,18032000000.0,7575000000.0,6860000000.0,3691000000.0,7575000000.0,7586000000.0,10446000000.0,18032000000.0,8025000000.0,6755000000.0,,-959000000.0
TE Connectivity Ltd,TEL,,1385157,2011.0,Q2,,2011-03-25,2011-04-26 11:47:18+00:00,1558000000.0,2495000000.0,1875000000.0,447000000.0,1239000000.0,,8325000000.0,132000000.0,263000000.0,3602000000.0,670000000.0,2559000000.0,1912000000.0,3129000000.0,11000000.0,2547000000.0,285000000.0,1387000000.0,,,,,,1389000000.0,2763000000.0,,,834000000.0,-596000000.0,185000000.0,18080000000.0,7325000000.0,6743000000.0,3750000000.0,7325000000.0,7336000000.0,10744000000.0,18080000000.0,8208000000.0,6994000000.0,,-851000000.0
