company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2009.0,FY,,2009-12-31,2011-02-28 17:02:55+00:00,194969000.0,602559000.0,,1423580000.0,-21253000.0,,9180000.0,,970000.0,51336000.0,25241000.0,157509000.0,5791000.0,732685000.0,3738818000.0,956429000.0,84272000.0,2315238000.0,41323000.0,,60091000.0,27270000.0,196734000.0,21580000.0,0.0,120343000.0,375580000.0,,197152000.0,1771354000.0,2573000.0,3964463000.0,1751071000.0,796197000.0,582817000.0,1751071000.0,1792394000.0,1974917000.0,3964463000.0,853028000.0,1392100000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2010.0,FY,,2010-12-31,2012-02-27 17:02:54+00:00,252487000.0,837820000.0,268083000.0,1601005000.0,-20139000.0,,29474000.0,0.0,971000.0,120834000.0,35175000.0,249429000.0,,2589914000.0,4853972000.0,3912102000.0,94330000.0,3252967000.0,44999000.0,,173354000.0,130060000.0,,118598000.0,17676000.0,353939000.0,380649000.0,,211761000.0,1997940000.0,3449000.0,7527936000.0,1978772000.0,1331116000.0,826299000.0,1978772000.0,2023771000.0,5292404000.0,7527936000.0,2943853000.0,4466105000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2010.0,Q2,,2010-06-30,2010-08-09 06:08:36+00:00,552794000.0,618855000.0,,1510592000.0,,,12337000.0,,1887365000.0,51109000.0,3298000.0,,,732754000.0,3818209000.0,881344000.0,84683000.0,2307617000.0,42765000.0,,68386000.0,38985000.0,,16250000.0,,127167000.0,346310000.0,,205463000.0,,2032000.0,3989757000.0,1887365000.0,822219000.0,558124000.0,1887365000.0,1930130000.0,1854164000.0,3989757000.0,859921000.0,1296040000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2011.0,FY,,2011-12-31,2013-02-28 17:02:17+00:00,228043000.0,969802000.0,314518000.0,1818180000.0,-51175000.0,,41229000.0,0.0,966000.0,108324000.0,0.0,233583000.0,,2627602000.0,5106160000.0,3651428000.0,96775000.0,3287980000.0,50766000.0,,209592000.0,99859000.0,,48916000.0,12951000.0,384758000.0,401908000.0,45359000.0,218266000.0,2346561000.0,2479000.0,7665245000.0,2296352000.0,1364905000.0,836933000.0,2296352000.0,2347118000.0,5099861000.0,7665245000.0,3012360000.0,4262928000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2011.0,Q3,,2011-09-30,2011-11-07 14:46:40+00:00,796041000.0,945193000.0,,1757976000.0,,,39147000.0,,2221382000.0,103031000.0,31472000.0,,,2605951000.0,5008607000.0,3685230000.0,95777000.0,3250631000.0,47638000.0,,177220000.0,95862000.0,,92939000.0,2870000.0,377400000.0,428436000.0,,213131000.0,,2511000.0,7605931000.0,2221382000.0,1371949000.0,832894000.0,2221382000.0,2269020000.0,5123780000.0,7605931000.0,2983351000.0,4290886000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2011.0,Q2,,2011-06-30,2011-08-08 08:07:59+00:00,768997000.0,913742000.0,,1698776000.0,,,34816000.0,,2186107000.0,121441000.0,8983000.0,,,2607283000.0,4917119000.0,3750928000.0,95550000.0,3218343000.0,47059000.0,,179708000.0,91223000.0,,111334000.0,4014000.0,372021000.0,402737000.0,,214679000.0,,2541000.0,7565753000.0,2186107000.0,1368106000.0,784535000.0,2186107000.0,2233166000.0,5117908000.0,7565753000.0,2979304000.0,4333373000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2011.0,Q1,,2011-03-31,2011-05-06 11:03:50+00:00,821413000.0,940803000.0,,1640993000.0,,,52076000.0,,2094393000.0,118671000.0,9155000.0,,,2596292000.0,4880795000.0,3850859000.0,95129000.0,3239802000.0,44710000.0,,185267000.0,81079000.0,,113426000.0,3581000.0,375796000.0,376844000.0,,223819000.0,,3033000.0,7613074000.0,2094393000.0,1401184000.0,837182000.0,2094393000.0,2139103000.0,5250152000.0,7613074000.0,2972088000.0,4412970000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2012.0,FY,,2012-12-31,2014-02-27 17:05:57+00:00,247033000.0,1067197000.0,322275000.0,1986110000.0,-44154000.0,,23471000.0,0.0,976000.0,104461000.0,1062000.0,259646000.0,,3036765000.0,5368345000.0,3727431000.0,99000000.0,3382235000.0,52604000.0,,183747000.0,87936000.0,,25431000.0,11624000.0,374347000.0,395355000.0,49829000.0,234303000.0,2756523000.0,2589000.0,8200843000.0,2713345000.0,1407496000.0,894058000.0,2713345000.0,2765949000.0,5200591000.0,8200843000.0,3411112000.0,4306533000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2012.0,Q3,,2012-09-30,2012-11-08 08:05:16+00:00,810963000.0,1042535000.0,,1924833000.0,,,25652000.0,,2608782000.0,123131000.0,6774000.0,,,2594740000.0,5240909000.0,3440962000.0,97013000.0,3316076000.0,54691000.0,,195692000.0,93022000.0,,107071000.0,18112000.0,381826000.0,408535000.0,,234056000.0,,2499000.0,7781066000.0,2608782000.0,1488424000.0,838348000.0,2608782000.0,2663473000.0,4883537000.0,7781066000.0,2976566000.0,4045189000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2012.0,Q2,,2012-06-30,2012-08-08 06:17:54+00:00,852256000.0,1019929000.0,,1875492000.0,,,32941000.0,,2536884000.0,122795000.0,12893000.0,,,2610637000.0,5172407000.0,3458509000.0,96882000.0,3296915000.0,52775000.0,,206403000.0,99534000.0,,84365000.0,15966000.0,394650000.0,393928000.0,,226537000.0,,2497000.0,7758648000.0,2536884000.0,1456446000.0,883612000.0,2536884000.0,2589659000.0,4942452000.0,7758648000.0,3005287000.0,4058840000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2012.0,Q1,,2012-03-31,2012-05-08 16:05:41+00:00,814173000.0,1116634000.0,,1881538000.0,,,41999000.0,,2427312000.0,115916000.0,75305000.0,,,2629765000.0,5185774000.0,3581844000.0,96974000.0,3304236000.0,51491000.0,,198645000.0,91622000.0,,0.0,0.0,386135000.0,403071000.0,,228928000.0,,2512000.0,7783281000.0,2427312000.0,1463145000.0,891990000.0,2427312000.0,2478803000.0,5075550000.0,7783281000.0,3015900000.0,4183560000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2013.0,FY,,2013-12-31,2015-02-26 17:03:31+00:00,276911000.0,1116961000.0,329282000.0,2249733000.0,-24810000.0,,17238000.0,0.0,983000.0,119903000.0,7127000.0,278206000.0,,3049016000.0,5691902000.0,3209762000.0,101781000.0,3442169000.0,50250000.0,,239148000.0,76446000.0,,,9577000.0,388209000.0,284589000.0,59473000.0,218107000.0,3273806000.0,99312000.0,8311723000.0,3249979000.0,1432329000.0,1059888000.0,3249979000.0,3300229000.0,4793387000.0,8311723000.0,3437225000.0,3733499000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2013.0,Q3,,2013-09-30,2013-11-07 06:32:00+00:00,926768000.0,1166514000.0,,2185175000.0,,,12122000.0,,3110778000.0,132624000.0,9257000.0,,,3039169000.0,5610076000.0,3411635000.0,101249000.0,3424901000.0,51693000.0,,215026000.0,90771000.0,,0.0,0.0,384393000.0,320214000.0,,218080000.0,,88292000.0,8351743000.0,3110778000.0,1503280000.0,1024317000.0,3110778000.0,3162471000.0,4971192000.0,8351743000.0,3423562000.0,3946875000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2013.0,Q2,,2013-06-30,2013-08-08 06:19:37+00:00,958952000.0,1149477000.0,,2116414000.0,,,12558000.0,,2991457000.0,134888000.0,16619000.0,,,3041346000.0,5519819000.0,3473106000.0,100324000.0,3403405000.0,52357000.0,,206818000.0,86733000.0,,0.0,0.0,388522000.0,310948000.0,,233417000.0,,73579000.0,8317253000.0,2991457000.0,1483980000.0,1049150000.0,2991457000.0,3043814000.0,5040022000.0,8317253000.0,3429868000.0,3990872000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2013.0,Q1,,2013-03-31,2013-05-08 08:29:50+00:00,886434000.0,1149402000.0,,2051441000.0,,,17395000.0,,2834907000.0,120691000.0,75087000.0,,,3041326000.0,5447227000.0,3668762000.0,98974000.0,3395786000.0,51748000.0,,182575000.0,94147000.0,,20742000.0,836000.0,378045000.0,379723000.0,,234724000.0,,1712000.0,8316508000.0,2834907000.0,1501351000.0,964069000.0,2834907000.0,2886655000.0,5195129000.0,8316508000.0,3419371000.0,4231060000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2014.0,FY,,2014-12-31,2016-02-25 16:20:05+00:00,336447000.0,1282735000.0,327094000.0,2532341000.0,-25232000.0,,32069000.0,0.0,987000.0,114565000.0,1446000.0,323425000.0,,3291213000.0,6212030000.0,3210215000.0,108115000.0,3679689000.0,55134000.0,,282214000.0,77654000.0,,,13977000.0,388403000.0,268555000.0,112119000.0,239552000.0,3760191000.0,68319000.0,8974443000.0,3735946000.0,1615138000.0,1182827000.0,3735946000.0,3791080000.0,4943811000.0,8974443000.0,3679616000.0,3760984000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2014.0,Q3,,2014-09-30,2014-11-07 06:08:40+00:00,1083987000.0,1239478000.0,,2456116000.0,,,39711000.0,,3603204000.0,95204000.0,0.0,,,3296358000.0,6105090000.0,3373341000.0,104390000.0,3648974000.0,54122000.0,,253191000.0,143311000.0,,,,394166000.0,280797000.0,,231473000.0,,81477000.0,8961592000.0,3603204000.0,1622094000.0,1165464000.0,3603204000.0,3657326000.0,5072793000.0,8961592000.0,3690524000.0,3907329000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2014.0,Q2,,2014-06-30,2014-08-08 06:06:01+00:00,1038187000.0,1186012000.0,,2386484000.0,,,14732000.0,,3546134000.0,107359000.0,0.0,,,3089172000.0,5901163000.0,3070311000.0,104280000.0,3514679000.0,53174000.0,,254573000.0,117498000.0,,,,414340000.0,276462000.0,,231545000.0,,77686000.0,8548072000.0,3546134000.0,1529881000.0,1115873000.0,3546134000.0,3599308000.0,4717219000.0,8548072000.0,3503512000.0,3601346000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2014.0,Q1,,2014-03-31,2014-05-07 06:33:03+00:00,954902000.0,1212594000.0,,2321221000.0,,,16261000.0,,3392119000.0,114297000.0,51905000.0,,,3053666000.0,5789393000.0,3109158000.0,102276000.0,3468172000.0,52036000.0,,257344000.0,97685000.0,,,,366434000.0,282173000.0,,228107000.0,,103641000.0,8431385000.0,3392119000.0,1543113000.0,1110448000.0,3392119000.0,3444155000.0,4759123000.0,8431385000.0,3420100000.0,3648675000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2015.0,FY,,2015-12-31,2017-02-28 16:18:15+00:00,366238000.0,1302429000.0,348803000.0,2694591000.0,-23129000.0,,61228000.0,0.0,983000.0,135120000.0,3987000.0,245117000.0,,3596114000.0,6530569000.0,3368634000.0,116037000.0,3835978000.0,59514000.0,0.0,315900000.0,103490000.0,,,13284000.0,465048000.0,278834000.0,60255000.0,242509000.0,4271793000.0,62722000.0,9615444000.0,4249647000.0,1718304000.0,1100406000.0,4249647000.0,4309161000.0,5063774000.0,9615444000.0,4061162000.0,3963368000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2015.0,Q3,,2015-09-30,2015-11-06 06:09:16+00:00,1102616000.0,1328300000.0,,2739822000.0,,,39523000.0,,,134554000.0,8697000.0,,,3388378000.0,6515914000.0,3009954000.0,112718000.0,3776092000.0,4193716000.0,,264358000.0,81459000.0,,,,345854000.0,292441000.0,,250213000.0,,84883000.0,9206878000.0,,1696554000.0,1196196000.0,,4193716000.0,4762949000.0,9206878000.0,3734232000.0,3566753000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2015.0,Q2,,2015-06-30,2015-08-07 06:03:57+00:00,1096081000.0,1360973000.0,,2685730000.0,,,42464000.0,,,124857000.0,24423000.0,,,3316945000.0,6371767000.0,2961515000.0,109117000.0,3686037000.0,4121810000.0,,271109000.0,71548000.0,,,,366618000.0,279281000.0,,250533000.0,,73807000.0,9078559000.0,,1708959000.0,1194311000.0,,4121810000.0,4706216000.0,9078559000.0,3683563000.0,3511905000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2015.0,Q1,,2015-03-31,2015-05-08 06:32:42+00:00,1101143000.0,1383964000.0,,2610630000.0,,,35078000.0,,,109402000.0,65106000.0,,,3297436000.0,6301410000.0,3051571000.0,108269000.0,3690780000.0,3964390000.0,,280662000.0,80524000.0,,,,378902000.0,277617000.0,,254843000.0,,89023000.0,9084355000.0,,1717237000.0,1255272000.0,,3964390000.0,4865122000.0,9084355000.0,3676338000.0,3609850000.0
Universal Health Services Inc,UHS,549300YGMGQDO0NMJD09,352915,2016.0,FY,,2016-12-31,2018-02-28 16:19:04+00:00,439672000.0,1439553000.0,403120000.0,2983481000.0,-25417000.0,,33747000.0,0.0,966000.0,,2149000.0,275288000.0,,3784106000.0,7314437000.0,4030230000.0,125365000.0,4330956000.0,64374000.0,1234000.0,88119000.0,82706000.0,,,23050000.0,520135000.0,275167000.0,68199000.0,9319000.0,4557671000.0,105895000.0,10317802000.0,4533220000.0,1681371000.0,1317373000.0,4533220000.0,4597594000.0,5710889000.0,10317802000.0,4305475000.0,4393516000.0
