company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 13:04:44+00:00,-697000000.0,1202000000.0,,-385000000.0,277000000.0,3995000000.0,-2668000000.0,-1992000000.0,5401000000.0,-2668000000.0,-1992000000.0,5401000000.0,741000000.0,3078000000.0,3078000000.0,1506000000.0,,24000000.0,,-5579000000.0,-1267000000.0,-1840000000.0,-5100000000.0,5527000000.0,
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2008.0,Q4,2008-10-01,2008-12-31,,-6000000.0,274000000.0,,-111000000.0,41000000.0,48000000.0,-1598000000.0,-547000000.0,1397000000.0,-1598000000.0,-547000000.0,1397000000.0,-748000000.0,925000000.0,925000000.0,309000000.0,,35000000.0,,-2551000000.0,-178000000.0,-987000000.0,-700000000.0,2153000000.0,
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:38:48+00:00,-56000000.0,1073000000.0,,290000000.0,155000000.0,1040000000.0,-3073000000.0,-3165000000.0,5988000000.0,-3073000000.0,-3165000000.0,5988000000.0,-250000000.0,4052000000.0,4052000000.0,573000000.0,,128000000.0,,-10345000000.0,-672000000.0,-2000000000.0,-2268000000.0,7780000000.0,
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2008.0,Q3,2008-07-01,2008-09-30,,-2000000.0,268000000.0,,-94000000.0,81000000.0,,65000000.0,-2325000000.0,1390000000.0,65000000.0,-2325000000.0,1390000000.0,-870000000.0,1121000000.0,1121000000.0,95000000.0,,32000000.0,,-4372000000.0,-159000000.0,3000000.0,-19000000.0,2176000000.0,
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 17:10:11+00:00,-50000000.0,799000000.0,,401000000.0,114000000.0,992000000.0,-1475000000.0,-2618000000.0,4591000000.0,-1475000000.0,-2618000000.0,4591000000.0,498000000.0,3127000000.0,3127000000.0,264000000.0,,93000000.0,,-7794000000.0,-494000000.0,-1013000000.0,-1568000000.0,5627000000.0,
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 19:09:42+00:00,-48000000.0,531000000.0,,495000000.0,33000000.0,992000000.0,-1540000000.0,-293000000.0,3201000000.0,-1540000000.0,-293000000.0,3201000000.0,1368000000.0,2006000000.0,2006000000.0,169000000.0,,61000000.0,,-3422000000.0,-335000000.0,-1016000000.0,-1549000000.0,3451000000.0,
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2009.0,Q4,2009-10-01,2009-12-31,,,257000000.0,,464000000.0,-146000000.0,180000000.0,-2177000000.0,-339000000.0,1823000000.0,-2177000000.0,-339000000.0,1823000000.0,-693000000.0,931000000.0,931000000.0,171000000.0,,5000000.0,,-1529000000.0,-144000000.0,-1000000000.0,-1211000000.0,1329000000.0,
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 06:02:52+00:00,0.0,1049000000.0,,156000000.0,,2184000000.0,-2024000000.0,-3202000000.0,6336000000.0,-2024000000.0,-3202000000.0,6336000000.0,1110000000.0,4605000000.0,4605000000.0,526000000.0,,51000000.0,0.0,-12418000000.0,-530000000.0,-1000000000.0,-3208000000.0,9695000000.0,
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 15:23:00+00:00,,792000000.0,,-308000000.0,146000000.0,2004000000.0,153000000.0,-2863000000.0,4513000000.0,153000000.0,-2863000000.0,4513000000.0,1803000000.0,3674000000.0,3674000000.0,355000000.0,,46000000.0,,-10889000000.0,-386000000.0,,-1997000000.0,8366000000.0,
Amgen Inc,AMGN,62QBXGPJ34PQ72Z12S66,318154,2009.0,Q3TTM,2008-10-01,2009-09-30,,-6000000.0,1066000000.0,,-419000000.0,187000000.0,2052000000.0,-1445000000.0,-3410000000.0,5910000000.0,-1445000000.0,-3410000000.0,5910000000.0,1055000000.0,4599000000.0,4599000000.0,664000000.0,,81000000.0,,-13440000000.0,-564000000.0,-987000000.0,-2697000000.0,10519000000.0,
