company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 10:05:13+00:00,-6500000.0,2.87,2.87,1.0,327900000.0,2.83,215900000.0,335600000.0,335700000.0,-100000.0,335600000.0,,3183300000.0,4131900000.0,48900000.0,,,,3183300000.0,948600000.0,167600000.0,43100000.0,321400000.0,627200000.0,-75600000.0,551600000.0,4131900000.0,116900000.0,116900000.0,118500000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 11:08:30+00:00,-488100000.0,3.07,3.07,1.08,323600000.0,3.04,215100000.0,359100000.0,355100000.0,4000000.0,359100000.0,,3805200000.0,4295900000.0,16900000.0,,,,3805200000.0,490700000.0,153700000.0,51800000.0,-164500000.0,655200000.0,-85000000.0,570200000.0,4295900000.0,117000000.0,116900000.0,118200000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2008.0,Q3,2008-07-01,2008-09-30,2009-10-29 17:39:04+00:00,-157400000.0,0.66,0.66,0.27,84000000.0,0.65,44500000.0,77500000.0,76600000.0,900000.0,77500000.0,,759800000.0,824800000.0,7100000.0,,,,759800000.0,65000000.0,38800000.0,14400000.0,-73400000.0,138400000.0,-17300000.0,121100000.0,824800000.0,117400000.0,116900000.0,118200000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2008.0,Q2,2008-04-01,2008-06-30,2009-08-04 09:56:02+00:00,-87000000.0,0.5,0.5,0.27,80400000.0,0.49,34300000.0,58000000.0,58200000.0,-200000.0,58000000.0,,816900000.0,918200000.0,7900000.0,,,,816900000.0,101300000.0,35400000.0,12100000.0,-6600000.0,107900000.0,-15400000.0,92500000.0,918200000.0,116000000.0,116900000.0,118300000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 11:15:52+00:00,-230700000.0,1.64,1.64,0.675,343000000.0,1.62,215500000.0,382400000.0,375700000.0,6700000.0,382400000.0,,3217800000.0,3990400000.0,28500000.0,,,,3217800000.0,772600000.0,156700000.0,59100000.0,112300000.0,660300000.0,-69100000.0,591200000.0,3990400000.0,233200000.0,233800000.0,235900000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,Q4,2009-10-01,2009-12-31,,-53500000.0,0.51,0.51,0.17,85100000.0,0.51,63900000.0,118700000.0,113000000.0,5700000.0,118700000.0,,800200000.0,1026300000.0,4600000.0,,,,800200000.0,226100000.0,37700000.0,15500000.0,31600000.0,194500000.0,-17600000.0,176900000.0,1026300000.0,233200000.0,233800000.0,235900000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,Q3YTD,2009-01-01,2009-09-30,,-177200000.0,2.26,2.26,1.01,257900000.0,2.26,151600000.0,263700000.0,262700000.0,1000000.0,263700000.0,,2417600000.0,2964100000.0,23900000.0,,,,2417600000.0,546500000.0,119000000.0,43600000.0,80700000.0,465800000.0,-51500000.0,414300000.0,2964100000.0,117000000.0,116900000.0,118000000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,Q3,2009-07-01,2009-09-30,2010-10-26 17:41:58+00:00,-57900000.0,0.5,0.5,0.3375,86500000.0,0.5,32900000.0,58500000.0,58200000.0,300000.0,58500000.0,,655000000.0,788000000.0,10200000.0,,,,655000000.0,133000000.0,38400000.0,14900000.0,28600000.0,104400000.0,-13300000.0,91100000.0,788000000.0,117000000.0,116900000.0,118000000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,Q2YTD,2009-01-01,2009-06-30,,-119300000.0,1.76,1.76,0.67,171400000.0,1.76,118700000.0,205200000.0,204500000.0,700000.0,205200000.0,,1762600000.0,2176100000.0,13700000.0,,,,1762600000.0,413500000.0,80600000.0,28700000.0,52100000.0,361400000.0,-38200000.0,323200000.0,2176100000.0,118000000.0,116900000.0,117800000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 10:58:45+00:00,-55100000.0,0.54,0.54,0.3375,85600000.0,0.54,37400000.0,63700000.0,63000000.0,700000.0,63700000.0,,659100000.0,808000000.0,7400000.0,,,,659100000.0,148900000.0,39800000.0,14400000.0,30500000.0,118400000.0,-18000000.0,100400000.0,808000000.0,118000000.0,116900000.0,117800000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 12:34:53+00:00,-64200000.0,1.21,1.21,0.3375,85800000.0,1.2,81300000.0,141500000.0,141500000.0,,141500000.0,,1103500000.0,1368100000.0,6300000.0,,,,1103500000.0,264600000.0,40800000.0,14300000.0,21600000.0,243000000.0,-20200000.0,222800000.0,1368100000.0,116900000.0,116900000.0,118000000.0
