company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Jack Henry & Associates Inc,JKHY,,779152,2009.0,FY,2008-07-01,2009-06-30,2011-09-01 09:31:50+00:00,-3027000.0,25288000.0,,,38859000.0,,36136000.0,1889000.0,76692000.0,-94675000.0,-59227000.0,206588000.0,-94675000.0,-59227000.0,206588000.0,52686000.0,103102000.0,103102000.0,3203000.0,2233000.0,-2996000.0,-26903000.0,,-56246000.0,-90181000.0,-58405000.0,3000000.0,42000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q4,2010-04-01,2010-06-30,,-300789000.0,10360000.0,-32158000.0,-400000.0,9119000.0,,76149000.0,555000.0,376450000.0,287166000.0,-324294000.0,126867000.0,287166000.0,-324294000.0,126867000.0,89739000.0,29984000.0,29984000.0,1255000.0,-984000.0,2999000.0,-8109000.0,-3999000.0,-24441000.0,-84898000.0,4152000.0,1000000.0,936000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,FY,2009-07-01,2010-06-30,2012-08-27 16:38:02+00:00,-426653000.0,34919000.0,,,36589000.0,,25205000.0,1953000.0,448647000.0,294284000.0,-505715000.0,218698000.0,294284000.0,-505715000.0,218698000.0,7267000.0,117870000.0,117870000.0,4115000.0,27230000.0,,-30461000.0,-3999000.0,-80095000.0,-153085000.0,0.0,4000000.0,1032000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q3,2010-01-01,2010-03-31,,,9294000.0,2497000.0,182000.0,9080000.0,,-35253000.0,511000.0,10576000.0,11653000.0,-16792000.0,15975000.0,11653000.0,-16792000.0,15975000.0,10836000.0,31635000.0,31635000.0,1219000.0,13876000.0,-999000.0,-8039000.0,,-16864000.0,-3373000.0,-1898000.0,1000000.0,71000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q3YTD,2009-07-01,2010-03-31,2011-05-06 16:15:53+00:00,-125864000.0,24559000.0,32158000.0,400000.0,27470000.0,,-50944000.0,1398000.0,72197000.0,7118000.0,-181421000.0,91831000.0,7118000.0,-181421000.0,91831000.0,-82472000.0,87886000.0,87886000.0,2860000.0,28214000.0,-2999000.0,-22352000.0,,-55654000.0,-68187000.0,-4152000.0,3000000.0,96000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q2YTD,2009-07-01,2009-12-31,2011-02-04 16:27:48+00:00,-125864000.0,15265000.0,29661000.0,218000.0,18390000.0,,-15691000.0,887000.0,61621000.0,-4535000.0,-164629000.0,75856000.0,-4535000.0,-164629000.0,75856000.0,-93308000.0,56251000.0,56251000.0,1641000.0,14338000.0,-2000000.0,-14313000.0,,-38790000.0,-64814000.0,-2254000.0,2000000.0,25000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q1,2009-07-01,2009-09-30,2010-11-05 12:01:12+00:00,,6862000.0,5746000.0,135000.0,8967000.0,,22775000.0,484000.0,1621000.0,-58591000.0,-17299000.0,65657000.0,-58591000.0,-17299000.0,65657000.0,-10233000.0,26274000.0,26274000.0,779000.0,10235000.0,-1000000.0,-7143000.0,,-17324000.0,-62166000.0,-1622000.0,1000000.0,25000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q4,2011-04-01,2011-06-30,,,12392000.0,-41627000.0,-5458000.0,10505000.0,,63642000.0,739000.0,,-100688000.0,-15544000.0,124974000.0,-100688000.0,-15544000.0,124974000.0,8742000.0,36574000.0,36574000.0,1861000.0,573000.0,,-9067000.0,-1000000.0,-15544000.0,-92933000.0,,1000000.0,
Jack Henry & Associates Inc,JKHY,,779152,2011.0,FY,2010-07-01,2011-06-30,2013-08-27 15:49:43+00:00,0.0,48602000.0,,,41912000.0,,6399000.0,2457000.0,399000.0,-243487000.0,-59038000.0,240132000.0,-243487000.0,-59038000.0,240132000.0,-62393000.0,137471000.0,137471000.0,5748000.0,17902000.0,,-34391000.0,-3999000.0,-59039000.0,-229854000.0,0.0,4000000.0,0.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q3TTM,2010-04-01,2011-03-31,,-300789000.0,46570000.0,9469000.0,5058000.0,40526000.0,,18906000.0,2273000.0,376849000.0,144367000.0,-367788000.0,242025000.0,144367000.0,-367788000.0,242025000.0,18604000.0,130881000.0,130881000.0,5142000.0,16345000.0,2999000.0,-33433000.0,-6998000.0,-67936000.0,-221819000.0,4152000.0,4000000.0,936000.0
