company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Jack Henry & Associates Inc,JKHY,,779152,2009.0,FY,2008-07-01,2009-06-30,2011-09-01 09:31:50+00:00,1.23,1.23,0.32,1.22,54208000.0,54931000.0,103102000.0,103102000.0,103102000.0,446194000.0,745593000.0,,,42901000.0,43681000.0,446194000.0,299399000.0,1357000.0,781000.0,141513000.0,157886000.0,-576000.0,157310000.0,745593000.0,83800000.0,84118000.0,84830000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q4,2010-04-01,2010-06-30,,0.71,0.35,0.09,0.35,18218000.0,17119000.0,29984000.0,29984000.0,29984000.0,132709000.0,227845000.0,,,14332000.0,14391000.0,132709000.0,95136000.0,1379000.0,107000.0,45842000.0,49294000.0,-1272000.0,48202000.0,227845000.0,84800000.0,84558000.0,85381000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,FY,2009-07-01,2010-06-30,2012-08-27 16:38:02+00:00,1.39,1.39,0.36,1.38,62926000.0,60875000.0,117870000.0,117870000.0,117870000.0,491466000.0,836586000.0,,,50820000.0,51172000.0,491466000.0,345120000.0,1618000.0,161000.0,162867000.0,182253000.0,-1457000.0,180796000.0,836586000.0,84800000.0,84558000.0,85381000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q3YTD,2009-07-01,2010-03-31,,0.68,1.04,0.27,1.03,44708000.0,43756000.0,87886000.0,87886000.0,87886000.0,358757000.0,608741000.0,,,36488000.0,36781000.0,358757000.0,249984000.0,239000.0,54000.0,117025000.0,132959000.0,-185000.0,132594000.0,608741000.0,85500000.0,84694000.0,85480000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q3,2010-01-01,2010-03-31,2011-05-06 16:15:53+00:00,0.37,0.37,0.095,0.37,11847000.0,16765000.0,31635000.0,31635000.0,31635000.0,129036000.0,215549000.0,,,14001000.0,12088000.0,129036000.0,86513000.0,186000.0,9000.0,42854000.0,43659000.0,-177000.0,43482000.0,215549000.0,85500000.0,84694000.0,85480000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q2YTD,2009-07-01,2009-12-31,,0.31,0.67,0.17,0.66,32861000.0,26991000.0,56251000.0,56251000.0,56251000.0,229721000.0,393192000.0,,,22487000.0,24693000.0,229721000.0,163471000.0,53000.0,45000.0,74171000.0,89300000.0,-8000.0,89112000.0,393192000.0,,84341000.0,85224000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q2,2009-10-01,2009-12-31,2011-02-04 16:27:48+00:00,,0.36,0.085,0.35,17247000.0,14866000.0,29977000.0,29977000.0,29977000.0,121781000.0,210861000.0,,,12339000.0,14512000.0,121781000.0,89080000.0,143000.0,4000.0,41717000.0,47363000.0,-139000.0,47224000.0,210861000.0,,84341000.0,85224000.0
Jack Henry & Associates Inc,JKHY,,779152,2010.0,Q1,2009-07-01,2009-09-30,2010-11-05 12:01:12+00:00,0.31,0.31,0.085,0.31,15614000.0,12125000.0,26274000.0,26274000.0,26274000.0,107940000.0,182331000.0,,,10148000.0,10181000.0,107940000.0,74391000.0,-90000.0,41000.0,32454000.0,41937000.0,131000.0,41888000.0,182331000.0,84800000.0,83870000.0,84823000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q4,2011-04-01,2011-06-30,,0.43,0.43,0.11,0.42,19650000.0,17791000.0,36574000.0,36574000.0,36574000.0,145063000.0,249255000.0,,,16452000.0,11899000.0,145063000.0,104192000.0,1841000.0,15000.0,46142000.0,58050000.0,-1826000.0,56224000.0,249255000.0,85900000.0,85948000.0,86687000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,FY,2010-07-01,2011-06-30,2013-08-27 15:49:43+00:00,1.6,1.6,0.4,1.59,70041000.0,68061000.0,137471000.0,137471000.0,137471000.0,567563000.0,966897000.0,,,63395000.0,51561000.0,567563000.0,399334000.0,8930000.0,125000.0,183017000.0,216317000.0,-8805000.0,207512000.0,966897000.0,85900000.0,85948000.0,86687000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q3TTM,2010-04-01,2011-03-31,,1.88,1.52,0.39,1.52,68609000.0,67389000.0,130881000.0,130881000.0,130881000.0,555209000.0,945487000.0,,,61275000.0,54053000.0,555209000.0,390278000.0,8468000.0,217000.0,182717000.0,207561000.0,-8251000.0,199490000.0,945487000.0,87100000.0,86218000.0,86972000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q3YTD,2010-07-01,2011-03-31,,1.17,1.17,0.3,1.17,50391000.0,50270000.0,100897000.0,100897000.0,100897000.0,422500000.0,717642000.0,,,46943000.0,39662000.0,422500000.0,295142000.0,7089000.0,110000.0,136875000.0,158267000.0,-6979000.0,151288000.0,717642000.0,87100000.0,86218000.0,86972000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q3,2011-01-01,2011-03-31,2012-05-04 12:06:57+00:00,0.38,0.38,0.105,0.38,15773000.0,16929000.0,33081000.0,33081000.0,33081000.0,144895000.0,240185000.0,,,15716000.0,12142000.0,144895000.0,95290000.0,1710000.0,61000.0,44787000.0,50503000.0,-1649000.0,48854000.0,240185000.0,87100000.0,86218000.0,86972000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q2TTM,2010-01-01,2010-12-31,,1.87,1.51,0.38,1.51,64683000.0,67225000.0,129435000.0,129435000.0,129435000.0,539350000.0,920851000.0,,,59560000.0,53999000.0,539350000.0,381501000.0,6944000.0,165000.0,180784000.0,200717000.0,-6779000.0,194118000.0,920851000.0,85800000.0,85770000.0,86523000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q2YTD,2010-07-01,2010-12-31,,0.79,0.79,0.19,0.79,34618000.0,33341000.0,67816000.0,67816000.0,67816000.0,277605000.0,477457000.0,,,31227000.0,27520000.0,277605000.0,199852000.0,5379000.0,49000.0,92088000.0,107764000.0,-5330000.0,102434000.0,477457000.0,85800000.0,85770000.0,86523000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q2,2010-10-01,2010-12-31,2012-02-06 16:34:20+00:00,0.42,0.42,0.095,0.42,16489000.0,16979000.0,36045000.0,36045000.0,36045000.0,139816000.0,242635000.0,,,15837000.0,15014000.0,139816000.0,102819000.0,2487000.0,32000.0,47830000.0,54989000.0,-2455000.0,52534000.0,242635000.0,85800000.0,85770000.0,86523000.0
