company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 07:32:50+00:00,-92000000.0,15000000.0,-4000000.0,391000000.0,371000000.0,160000000.0,-748000000.0,,9000000.0,0.0,1000000.0,-274000000.0,190000000.0,,18000000.0,1000000.0,-274000000.0,208000000.0,-65000000.0,32000000.0,84000000.0,-52000000.0,468000000.0,,-76000000.0,-3000000.0,-26000000.0,-472000000.0,-5000000.0,,,232000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2009.0,Q4,2009-10-01,2009-12-31,,,27000000.0,-58000000.0,-99000000.0,95000000.0,,-190000000.0,,5000000.0,,-2000000.0,-180000000.0,132000000.0,,9000000.0,-2000000.0,-180000000.0,141000000.0,-41000000.0,29000000.0,20000000.0,9000000.0,180000000.0,,-11000000.0,-2000000.0,,-181000000.0,-5000000.0,,,12000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 07:41:50+00:00,0.0,27000000.0,-43000000.0,-439000000.0,386000000.0,221000000.0,-727000000.0,,893000000.0,334000000.0,-117000000.0,-125000000.0,385000000.0,,40000000.0,-117000000.0,-125000000.0,425000000.0,183000000.0,197000000.0,220000000.0,-23000000.0,479000000.0,,-47000000.0,-7000000.0,-17000000.0,-398000000.0,-1337000000.0,0.0,,116000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2009.0,Q3,2009-07-01,2009-09-30,,,,-7000000.0,-100000000.0,97000000.0,,-107000000.0,,1000000.0,334000000.0,-52000000.0,-95000000.0,117000000.0,,3000000.0,-52000000.0,-95000000.0,120000000.0,-27000000.0,-1000000.0,2000000.0,-3000000.0,125000000.0,,-12000000.0,-2000000.0,-11000000.0,-78000000.0,-385000000.0,,,6000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-02 07:32:08+00:00,0.0,,15000000.0,-340000000.0,291000000.0,221000000.0,-537000000.0,,888000000.0,334000000.0,-115000000.0,55000000.0,253000000.0,,31000000.0,-115000000.0,55000000.0,284000000.0,224000000.0,168000000.0,200000000.0,-32000000.0,299000000.0,,-36000000.0,-5000000.0,-17000000.0,-217000000.0,-1332000000.0,,,104000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-03 07:31:41+00:00,0.0,,22000000.0,-240000000.0,194000000.0,221000000.0,-430000000.0,0.0,887000000.0,,-63000000.0,150000000.0,136000000.0,,28000000.0,-63000000.0,150000000.0,164000000.0,251000000.0,169000000.0,198000000.0,-29000000.0,174000000.0,,-24000000.0,-3000000.0,-6000000.0,-139000000.0,-947000000.0,,,98000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q4,2010-10-01,2010-12-31,,-21000000.0,8000000.0,,-715000000.0,87000000.0,,-192000000.0,,1000000.0,,-19000000.0,-149000000.0,157000000.0,,18000000.0,-19000000.0,-149000000.0,175000000.0,7000000.0,82000000.0,67000000.0,15000000.0,187000000.0,,15000000.0,-8000000.0,,-196000000.0,-12000000.0,,,53000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 07:40:15+00:00,-65000000.0,31000000.0,34000000.0,-402000000.0,380000000.0,19000000.0,-1837000000.0,,608000000.0,,-337000000.0,-420000000.0,456000000.0,,16000000.0,-337000000.0,-420000000.0,472000000.0,-285000000.0,1152000000.0,1142000000.0,10000000.0,740000000.0,,5000000.0,-32000000.0,,-463000000.0,-913000000.0,0.0,0.0,84000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q3TTM,2009-10-01,2010-09-30,,-44000000.0,50000000.0,-24000000.0,214000000.0,388000000.0,19000000.0,-1835000000.0,,612000000.0,,-320000000.0,-451000000.0,431000000.0,,7000000.0,-320000000.0,-451000000.0,438000000.0,-333000000.0,1099000000.0,1095000000.0,4000000.0,733000000.0,,-21000000.0,-26000000.0,,-448000000.0,-906000000.0,,,43000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q3,2010-07-01,2010-09-30,,-42000000.0,8000000.0,,112000000.0,101000000.0,1000000.0,-1143000000.0,,602000000.0,,-296000000.0,-145000000.0,135000000.0,,-7000000.0,-296000000.0,-145000000.0,128000000.0,-313000000.0,940000000.0,945000000.0,-5000000.0,224000000.0,,,-9000000.0,,-119000000.0,-889000000.0,,,15000000.0,
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-01 07:34:27+00:00,-44000000.0,23000000.0,34000000.0,313000000.0,293000000.0,19000000.0,-1645000000.0,,607000000.0,,-318000000.0,-271000000.0,299000000.0,,-2000000.0,-318000000.0,-271000000.0,297000000.0,-292000000.0,1070000000.0,1075000000.0,-5000000.0,553000000.0,,-10000000.0,-24000000.0,,-267000000.0,-901000000.0,0.0,,31000000.0,
