company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2009.0,FY,,2009-12-31,2011-02-25 07:32:50+00:00,739000000.0,1158000000.0,-32000000.0,485000000.0,690000000.0,,4488000000.0,143000000.0,370000000.0,607000000.0,379000000.0,4272000000.0,182000000.0,153000000.0,4313000000.0,51000000.0,0.0,148000000.0,,286000000.0,545000000.0,29000000.0,127000000.0,,568000000.0,,-2665000000.0,2000000.0,13000000.0,7953000000.0,312000000.0,2472000000.0,1783000000.0,646000000.0,697000000.0,7256000000.0,7953000000.0,1168000000.0,5473000000.0,334000000.0,-1479000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,FY,,2010-12-31,2012-02-28 07:41:50+00:00,720000000.0,1143000000.0,-43000000.0,405000000.0,405000000.0,0.0,4476000000.0,304000000.0,363000000.0,652000000.0,442000000.0,3997000000.0,164000000.0,156000000.0,4304000000.0,53000000.0,627000000.0,,,289000000.0,460000000.0,14000000.0,115000000.0,,554000000.0,0.0,-1522000000.0,67000000.0,,8500000000.0,1432000000.0,2311000000.0,1725000000.0,1766000000.0,1819000000.0,6681000000.0,8500000000.0,1885000000.0,4956000000.0,334000000.0,-1479000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q3,,2010-09-30,2010-11-02 07:32:08+00:00,601000000.0,1129000000.0,-30000000.0,447000000.0,398000000.0,,4488000000.0,328000000.0,385000000.0,637000000.0,403000000.0,4057000000.0,176000000.0,152000000.0,4239000000.0,53000000.0,636000000.0,0.0,,415000000.0,598000000.0,20000000.0,110000000.0,,571000000.0,,-1602000000.0,2000000.0,2000000.0,8535000000.0,1377000000.0,2444000000.0,1696000000.0,1711000000.0,1764000000.0,6771000000.0,8535000000.0,1852000000.0,5075000000.0,334000000.0,-1479000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q2,,2010-06-30,2010-08-03 07:31:41+00:00,615000000.0,1160000000.0,-31000000.0,446000000.0,711000000.0,,4488000000.0,120000000.0,343000000.0,609000000.0,399000000.0,4272000000.0,180000000.0,152000000.0,4211000000.0,54000000.0,,160000000.0,,271000000.0,475000000.0,19000000.0,123000000.0,,572000000.0,,-2540000000.0,2000000.0,2000000.0,7834000000.0,438000000.0,2435000000.0,1558000000.0,772000000.0,826000000.0,7008000000.0,7834000000.0,1188000000.0,5450000000.0,334000000.0,-1479000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2011.0,FY,,2011-12-31,2013-02-26 07:40:15+00:00,760000000.0,1278000000.0,-52000000.0,339000000.0,113000000.0,0.0,4434000000.0,425000000.0,376000000.0,736000000.0,489000000.0,4294000000.0,156000000.0,161000000.0,4350000000.0,69000000.0,374000000.0,,,378000000.0,501000000.0,2000000.0,112000000.0,,506000000.0,16000000.0,-1440000000.0,66000000.0,,8462000000.0,1089000000.0,2357000000.0,1815000000.0,1423000000.0,1492000000.0,6954000000.0,8462000000.0,1755000000.0,5139000000.0,334000000.0,-1853000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2011.0,Q3,,2011-09-30,2011-11-01 07:34:27+00:00,629000000.0,1221000000.0,-43000000.0,369000000.0,185000000.0,0.0,4452000000.0,254000000.0,349000000.0,724000000.0,500000000.0,3966000000.0,159000000.0,157000000.0,4201000000.0,63000000.0,533000000.0,,,357000000.0,461000000.0,2000000.0,111000000.0,,502000000.0,16000000.0,-1370000000.0,129000000.0,,8293000000.0,1364000000.0,2176000000.0,1679000000.0,1698000000.0,1761000000.0,6516000000.0,8293000000.0,1916000000.0,4837000000.0,334000000.0,-1675000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2011.0,Q2,,2011-06-30,2011-08-02 07:33:50+00:00,614000000.0,1258000000.0,-43000000.0,391000000.0,264000000.0,0.0,4452000000.0,250000000.0,357000000.0,715000000.0,454000000.0,3989000000.0,171000000.0,156000000.0,4238000000.0,64000000.0,543000000.0,,,375000000.0,446000000.0,11000000.0,117000000.0,,503000000.0,16000000.0,-1382000000.0,128000000.0,,8435000000.0,1476000000.0,2314000000.0,1662000000.0,1810000000.0,1874000000.0,6545000000.0,8435000000.0,1883000000.0,4883000000.0,334000000.0,-1551000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2011.0,Q1,,2011-03-31,2011-05-03 07:33:45+00:00,638000000.0,1237000000.0,-43000000.0,395000000.0,267000000.0,,4475000000.0,305000000.0,368000000.0,677000000.0,441000000.0,4014000000.0,162000000.0,156000000.0,4262000000.0,64000000.0,589000000.0,,,412000000.0,467000000.0,13000000.0,116000000.0,,550000000.0,,-1443000000.0,68000000.0,3000000.0,8524000000.0,1510000000.0,2393000000.0,1657000000.0,1844000000.0,1908000000.0,6616000000.0,8524000000.0,1869000000.0,4959000000.0,334000000.0,-1479000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2012.0,FY,,2012-12-31,2014-02-24 16:51:30+00:00,722000000.0,1345000000.0,-68000000.0,292000000.0,364000000.0,0.0,4478000000.0,361000000.0,415000000.0,916000000.0,650000000.0,5158000000.0,162000000.0,153000000.0,4293000000.0,75000000.0,342000000.0,,292000000.0,458000000.0,407000000.0,,125000000.0,,305000000.0,16000000.0,-1288000000.0,94000000.0,,9044000000.0,1143000000.0,2681000000.0,1763000000.0,1143000000.0,1218000000.0,7810000000.0,9044000000.0,2070000000.0,6047000000.0,,-1979000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2012.0,Q3,,2012-09-30,2012-11-07 08:07:50+00:00,629000000.0,1338000000.0,-49000000.0,324000000.0,83000000.0,0.0,4444000000.0,407000000.0,379000000.0,771000000.0,578000000.0,4508000000.0,126000000.0,154000000.0,4173000000.0,45000000.0,338000000.0,,,502000000.0,468000000.0,0.0,110000000.0,,524000000.0,16000000.0,-1337000000.0,243000000.0,,8470000000.0,1179000000.0,2484000000.0,1829000000.0,1224000000.0,1269000000.0,7185000000.0,8470000000.0,1813000000.0,5356000000.0,45000000.0,-1879000000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2012.0,Q2,,2012-06-30,2012-08-07 08:10:12+00:00,644000000.0,1356000000.0,-49000000.0,338000000.0,82000000.0,0.0,4437000000.0,422000000.0,363000000.0,749000000.0,526000000.0,4511000000.0,120000000.0,154000000.0,4181000000.0,53000000.0,345000000.0,,,509000000.0,507000000.0,41000000.0,121000000.0,,519000000.0,16000000.0,-1378000000.0,237000000.0,,8485000000.0,1131000000.0,2564000000.0,1872000000.0,1176000000.0,1229000000.0,7240000000.0,8485000000.0,1740000000.0,5368000000.0,45000000.0,-1879000000.0
