company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 07:32:50+00:00,0.05,0.05,,371000000.0,0.05,,-25000000.0,32000000.0,79000000.0,-47000000.0,25000000.0,7000000.0,5290000000.0,8585000000.0,628000000.0,,,41000000.0,0.0,16000000.0,1928000000.0,5918000000.0,2667000000.0,418000000.0,161000000.0,2356000000.0,311000000.0,-257000000.0,54000000.0,8585000000.0,500000000.0,476349000.0,478606000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 07:41:50+00:00,0.38,0.38,,386000000.0,0.37,,-23000000.0,197000000.0,228000000.0,-31000000.0,181000000.0,10000000.0,5426000000.0,9014000000.0,696000000.0,,0.0,31000000.0,6000000.0,27000000.0,1910000000.0,6122000000.0,2892000000.0,348000000.0,15000000.0,2354000000.0,538000000.0,-333000000.0,205000000.0,9014000000.0,476300000.0,480240000.0,507277000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2009.0,Q3,2009-07-01,2009-09-30,2010-11-02 07:32:08+00:00,-0.01,-0.01,,97000000.0,-0.01,,3000000.0,-1000000.0,4000000.0,-5000000.0,-3000000.0,2000000.0,1343000000.0,2262000000.0,193000000.0,,,3000000.0,0.0,7000000.0,486000000.0,1536000000.0,726000000.0,128000000.0,2000000.0,593000000.0,133000000.0,-126000000.0,7000000.0,2262000000.0,300000000.0,481008000.0,498084000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2009.0,Q2,2009-04-01,2009-06-30,2010-08-03 07:31:41+00:00,-0.03,-0.03,,98000000.0,-0.03,,4000000.0,-14000000.0,3000000.0,-17000000.0,-15000000.0,1000000.0,1344000000.0,2229000000.0,167000000.0,,,9000000.0,0.0,1000000.0,472000000.0,1511000000.0,718000000.0,141000000.0,10000000.0,580000000.0,138000000.0,-131000000.0,7000000.0,2229000000.0,500000000.0,480447000.0,488244000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q4,2010-10-01,2010-12-31,,0.61,0.61,0.07,87000000.0,0.61,,2000000.0,82000000.0,60000000.0,22000000.0,74000000.0,2000000.0,1256000000.0,2088000000.0,178000000.0,,,6000000.0,6000000.0,9000000.0,387000000.0,1434000000.0,654000000.0,103000000.0,,489000000.0,165000000.0,-103000000.0,62000000.0,2088000000.0,121100000.0,121080000.0,140158000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 07:40:15+00:00,9.24,9.24,,380000000.0,8.16,,-977000000.0,1152000000.0,1135000000.0,17000000.0,1119000000.0,9000000.0,5372000000.0,8992000000.0,727000000.0,,0.0,12000000.0,24000000.0,10000000.0,1857000000.0,6099000000.0,2893000000.0,481000000.0,5000000.0,2259000000.0,634000000.0,-476000000.0,158000000.0,8992000000.0,121100000.0,121080000.0,140158000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.15,2.15,0.05,293000000.0,2.15,,-979000000.0,1070000000.0,1075000000.0,-5000000.0,1045000000.0,7000000.0,4116000000.0,6904000000.0,549000000.0,,,6000000.0,18000000.0,1000000.0,1470000000.0,4665000000.0,2239000000.0,378000000.0,5000000.0,1770000000.0,469000000.0,-373000000.0,96000000.0,6904000000.0,485400000.0,485210000.0,559850000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q3,2010-07-01,2010-09-30,2011-11-01 07:34:27+00:00,1.92,1.92,,101000000.0,1.68,,-1002000000.0,940000000.0,940000000.0,0.0,932000000.0,2000000.0,1367000000.0,2262000000.0,187000000.0,,,2000000.0,6000000.0,3000000.0,505000000.0,1554000000.0,708000000.0,162000000.0,3000000.0,611000000.0,97000000.0,-159000000.0,-62000000.0,2262000000.0,485400000.0,485210000.0,559850000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.23,0.23,0.03,192000000.0,0.23,,23000000.0,130000000.0,135000000.0,-5000000.0,113000000.0,5000000.0,2749000000.0,4642000000.0,362000000.0,,,4000000.0,12000000.0,-2000000.0,965000000.0,3111000000.0,1531000000.0,216000000.0,2000000.0,1159000000.0,372000000.0,-214000000.0,158000000.0,4642000000.0,500000000.0,484610000.0,502549000.0
Tenet Healthcare Corp,THC,0W9AIBT6U6ADJ2I8HK17,70318,2010.0,Q2,2010-04-01,2010-06-30,2011-08-02 07:33:50+00:00,0.05,0.05,,97000000.0,0.05,,20000000.0,35000000.0,45000000.0,-10000000.0,25000000.0,4000000.0,1364000000.0,2303000000.0,173000000.0,,,2000000.0,6000000.0,-2000000.0,498000000.0,1537000000.0,766000000.0,107000000.0,1000000.0,595000000.0,171000000.0,-106000000.0,65000000.0,2303000000.0,500000000.0,484610000.0,502549000.0
