company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
BMC SOFTWARE INC,BMC,,835729,2009.0,FY,,2009-03-31,2010-05-07 14:40:46+00:00,48900000.0,217800000.0,293400000.0,-25500000.0,1023300000.0,,883700000.0,977300000.0,68000000.0,1288700000.0,312500000.0,313600000.0,72300000.0,103000000.0,810600000.0,92100000.0,99300000.0,78500000.0,13700000.0,268400000.0,191500000.0,1985400000.0,73600000.0,3697500000.0,1048500000.0,1560500000.0,1333300000.0,1048500000.0,1048500000.0,2649000000.0,3697500000.0,2034000000.0,1315700000.0,0.0,-1795100000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,FY,,2010-03-31,2011-05-05 20:41:21+00:00,37500000.0,212300000.0,307400000.0,5400000.0,1368600000.0,,967900000.0,975900000.0,53700000.0,1365600000.0,304300000.0,340900000.0,62400000.0,95000000.0,847200000.0,122600000.0,117700000.0,87200000.0,23000000.0,282700000.0,218000000.0,2389300000.0,65500000.0,4137600000.0,1387700000.0,1905000000.0,1343800000.0,1387700000.0,1387700000.0,2749900000.0,4137600000.0,2137600000.0,1406100000.0,0.0,-1974900000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q3,,2009-12-31,2010-01-28 14:24:47+00:00,34100000.0,208900000.0,282800000.0,9200000.0,1079500000.0,,946500000.0,922600000.0,63800000.0,1368700000.0,323800000.0,340900000.0,62300000.0,97900000.0,804500000.0,123800000.0,121700000.0,83800000.0,15100000.0,252400000.0,210000000.0,2270600000.0,128000000.0,3914600000.0,1304600000.0,1685700000.0,1254600000.0,1304600000.0,1304600000.0,2610000000.0,3914600000.0,2131000000.0,1355400000.0,0.0,-1921700000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q2,,2009-09-30,2009-10-30 13:20:42+00:00,50100000.0,174600000.0,236200000.0,11300000.0,1137800000.0,,920800000.0,934100000.0,71200000.0,1322000000.0,304300000.0,309800000.0,76300000.0,104300000.0,762500000.0,52500000.0,85300000.0,77000000.0,13900000.0,267300000.0,215700000.0,2159800000.0,74700000.0,3747300000.0,1225000000.0,1620600000.0,1234300000.0,1225000000.0,1225000000.0,2522300000.0,3747300000.0,2022400000.0,1288000000.0,0.0,-1866900000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q1,,2009-06-30,2009-08-05 14:02:07+00:00,55200000.0,134600000.0,201900000.0,-4800000.0,997000000.0,0.0,893800000.0,968000000.0,72400000.0,1298000000.0,292700000.0,311700000.0,74300000.0,106700000.0,759800000.0,44900000.0,62500000.0,77000000.0,8000000.0,263000000.0,196300000.0,2066900000.0,213800000.0,3636900000.0,1136000000.0,1557300000.0,1233100000.0,1136000000.0,1136000000.0,2500900000.0,3636900000.0,1972900000.0,1267800000.0,0.0,-1819900000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,FY,,2011-03-31,2012-05-10 14:06:40+00:00,30800000.0,284100000.0,316000000.0,32000000.0,1660900000.0,0.0,1079900000.0,1026900000.0,65100000.0,1407000000.0,294700000.0,335600000.0,67800000.0,94200000.0,928600000.0,110800000.0,112600000.0,116900000.0,16600000.0,243500000.0,168000000.0,2845200000.0,27800000.0,4485400000.0,1662900000.0,2267400000.0,1390300000.0,1662900000.0,1662900000.0,2822500000.0,4485400000.0,2123800000.0,1432200000.0,0.0,-2294200000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q3,,2010-12-31,2011-02-02 20:20:06+00:00,36400000.0,321000000.0,311300000.0,19300000.0,1544100000.0,,1044200000.0,970000000.0,38500000.0,1404000000.0,306100000.0,337200000.0,53500000.0,97000000.0,839800000.0,74700000.0,63900000.0,88300000.0,6600000.0,276700000.0,161500000.0,2722700000.0,2800000.0,4270600000.0,1607800000.0,2058600000.0,1324300000.0,1607800000.0,1607800000.0,2662800000.0,4270600000.0,2115000000.0,1338500000.0,0.0,-2178400000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q2,,2010-09-30,2010-10-29 12:07:45+00:00,35600000.0,215400000.0,264700000.0,12100000.0,1477500000.0,,1011700000.0,948800000.0,38100000.0,1365300000.0,290500000.0,347200000.0,51100000.0,100200000.0,806800000.0,82300000.0,66700000.0,87000000.0,9600000.0,279500000.0,162600000.0,2613600000.0,0.0,4053600000.0,1478300000.0,1884700000.0,1258700000.0,1478300000.0,1478300000.0,2575300000.0,4053600000.0,2068700000.0,1316600000.0,0.0,-2159100000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q1,,2010-06-30,2010-07-29 12:18:49+00:00,37000000.0,168400000.0,227200000.0,-12700000.0,1410000000.0,,981600000.0,985100000.0,42700000.0,1354900000.0,298100000.0,348400000.0,51000000.0,99000000.0,820000000.0,75500000.0,71500000.0,86000000.0,10500000.0,272200000.0,169400000.0,2481800000.0,10300000.0,3939600000.0,1342000000.0,1788900000.0,1259800000.0,1342000000.0,1342000000.0,2597600000.0,3939600000.0,2051700000.0,1337800000.0,0.0,-2108700000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,FY,,2012-03-31,2013-05-09 14:56:48+00:00,31500000.0,296700000.0,319400000.0,31900000.0,1496900000.0,0.0,1182000000.0,1059500000.0,71000000.0,1700100000.0,502200000.0,821600000.0,52600000.0,87800000.0,934400000.0,80100000.0,108000000.0,124100000.0,1200000.0,240200000.0,232400000.0,3245300000.0,86100000.0,4845800000.0,1445800000.0,2182800000.0,1411600000.0,1445800000.0,1445800000.0,3400000000.0,4845800000.0,2575200000.0,1988400000.0,0.0,-3013400000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q3,,2011-12-31,2012-02-01 19:05:01+00:00,31800000.0,239400000.0,248500000.0,15500000.0,1319500000.0,0.0,1152100000.0,1001900000.0,58500000.0,1512800000.0,323600000.0,325400000.0,57400000.0,84400000.0,868500000.0,55700000.0,74200000.0,107100000.0,2200000.0,218500000.0,144600000.0,3174800000.0,37100000.0,4088200000.0,1465300000.0,1835800000.0,1284400000.0,1465300000.0,1465300000.0,2622900000.0,4088200000.0,2168000000.0,1338500000.0,0.0,-2877100000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q2,,2011-09-30,2011-10-26 19:31:39+00:00,32100000.0,219600000.0,256600000.0,-2100000.0,1459700000.0,0.0,1134300000.0,990500000.0,58100000.0,1503300000.0,323200000.0,336900000.0,61900000.0,86300000.0,903700000.0,59000000.0,52500000.0,112300000.0,400000.0,222800000.0,146200000.0,3055400000.0,30900000.0,4189600000.0,1523200000.0,1933100000.0,1279600000.0,1523200000.0,1523200000.0,2666400000.0,4189600000.0,2170200000.0,1386800000.0,0.0,-2664400000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q1,,2011-06-30,2011-07-27 19:24:47+00:00,33300000.0,176200000.0,204000000.0,40100000.0,1582900000.0,,1101700000.0,1065800000.0,64100000.0,1511600000.0,338500000.0,333900000.0,64100000.0,90900000.0,1002700000.0,132800000.0,99000000.0,109200000.0,1000000.0,236500000.0,163300000.0,2940900000.0,31900000.0,4437700000.0,1633700000.0,2063300000.0,1304100000.0,1633700000.0,1633700000.0,2804000000.0,4437700000.0,2283500000.0,1499900000.0,0.0,-2449000000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,FY,,2013-03-31,2013-08-05 16:40:15+00:00,31600000.0,265500000.0,326400000.0,32000000.0,1379200000.0,0.0,1063300000.0,1038600000.0,81300000.0,1705900000.0,461200000.0,1306000000.0,71500000.0,85200000.0,936700000.0,67800000.0,110400000.0,131800000.0,10500000.0,229300000.0,252000000.0,3576300000.0,131200000.0,4720300000.0,818500000.0,2099400000.0,1407100000.0,818500000.0,818500000.0,3901800000.0,4720300000.0,2535700000.0,2494700000.0,0.0,-3853100000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q3,,2012-12-31,2013-01-28 18:36:20+00:00,38100000.0,265800000.0,270400000.0,23300000.0,1057900000.0,0.0,1032000000.0,979200000.0,79800000.0,1720600000.0,477300000.0,1308600000.0,71600000.0,89600000.0,796900000.0,42900000.0,69500000.0,116900000.0,10700000.0,213300000.0,244800000.0,3503400000.0,123600000.0,4328800000.0,680100000.0,1713500000.0,1298400000.0,680100000.0,680100000.0,3648700000.0,4328800000.0,2525700000.0,2350300000.0,0.0,-3878600000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q2,,2012-09-30,2012-10-31 19:09:11+00:00,44500000.0,216900000.0,249000000.0,7400000.0,1311200000.0,0.0,1240000000.0,1004700000.0,74600000.0,1708300000.0,492100000.0,824800000.0,45900000.0,92300000.0,837300000.0,56200000.0,68500000.0,105300000.0,7700000.0,236200000.0,246300000.0,3397400000.0,128200000.0,4535700000.0,1321400000.0,1904700000.0,1305900000.0,1321400000.0,1321400000.0,3214300000.0,4535700000.0,2538700000.0,1908400000.0,0.0,-3323400000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q1,,2012-06-30,2012-07-31 18:30:15+00:00,46600000.0,192100000.0,221800000.0,2300000.0,1465500000.0,0.0,1202900000.0,1060600000.0,72100000.0,1705700000.0,494200000.0,823300000.0,44600000.0,88000000.0,899200000.0,51400000.0,64200000.0,109200000.0,1900000.0,239700000.0,247600000.0,3299500000.0,138100000.0,4664800000.0,1363800000.0,2041200000.0,1330900000.0,1363800000.0,1363800000.0,3301000000.0,4664800000.0,2535600000.0,1970100000.0,0.0,-3140900000.0
BMC SOFTWARE INC,BMC,,835729,2014.0,Q1,,2013-06-30,2013-08-05 16:40:15+00:00,38800000.0,148100000.0,218900000.0,31000000.0,1642400000.0,0.0,1303000000.0,1039300000.0,79300000.0,1709000000.0,450000000.0,1304100000.0,60600000.0,80700000.0,949300000.0,73500000.0,53300000.0,100000000.0,10600000.0,229500000.0,248100000.0,3628800000.0,101100000.0,4727500000.0,918400000.0,2124200000.0,1307600000.0,918400000.0,918400000.0,3809100000.0,4727500000.0,2522600000.0,2501500000.0,0.0,-4044400000.0
