company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:24:52+00:00,0.0,230000000.0,4800000.0,-9700000.0,149800000.0,0.0,-399500000.0,-491500000.0,1084400000.0,-399500000.0,-491500000.0,1084400000.0,198200000.0,773200000.0,773200000.0,90900000.0,27000000.0,-298800000.0,,,0.0,-192700000.0,0.0,-576300000.0,0.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 15:03:02+00:00,-491200000.0,275100000.0,-21700000.0,-168200000.0,57000000.0,330000000.0,-343500000.0,-924200000.0,1038100000.0,-343500000.0,-924200000.0,1038100000.0,-251300000.0,848600000.0,848600000.0,82600000.0,6500000.0,-237900000.0,,,,-250000000.0,,-737000000.0,54900000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2008.0,Q4,2008-10-01,2008-12-31,,-491200000.0,79100000.0,-16600000.0,-103400000.0,2800000.0,110000000.0,64700000.0,-584800000.0,206900000.0,64700000.0,-584800000.0,206900000.0,-329800000.0,167500000.0,167500000.0,63700000.0,,-32800000.0,,,,-60800000.0,,-48100000.0,,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-04 16:39:15+00:00,0.0,196000000.0,-5100000.0,-64800000.0,54200000.0,220000000.0,-408200000.0,-339400000.0,831200000.0,-408200000.0,-339400000.0,831200000.0,78500000.0,681100000.0,681100000.0,18900000.0,6500000.0,-205100000.0,,,,-189200000.0,,-688900000.0,54900000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,Q4,2009-10-01,2009-12-31,,-42400000.0,87800000.0,-2400000.0,46800000.0,1900000.0,857800000.0,2200000.0,-133300000.0,385500000.0,2200000.0,-133300000.0,385500000.0,252000000.0,155200000.0,155200000.0,95700000.0,300000.0,3800000.0,,,-66400000.0,-28300000.0,-338500000.0,-519300000.0,,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 18:16:31+00:00,-75300000.0,337400000.0,4900000.0,-69100000.0,9500000.0,998800000.0,-262100000.0,-381200000.0,1117500000.0,-262100000.0,-381200000.0,1117500000.0,479100000.0,717400000.0,717400000.0,131800000.0,-8200000.0,-134400000.0,,,-66400000.0,-105100000.0,-338500000.0,-923700000.0,,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,Q3TTM,2008-10-01,2009-09-30,,-524100000.0,328700000.0,-9300000.0,-219300000.0,10400000.0,251000000.0,-199600000.0,-832700000.0,938900000.0,-199600000.0,-832700000.0,938900000.0,-102700000.0,729700000.0,729700000.0,99800000.0,-8500000.0,-171000000.0,,,,-137600000.0,,-452500000.0,,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,Q3,2009-07-01,2009-09-30,,-7000000.0,88200000.0,5800000.0,93300000.0,4000000.0,-59000000.0,-122300000.0,-73600000.0,352300000.0,-122300000.0,-73600000.0,352300000.0,162200000.0,149900000.0,149900000.0,20900000.0,-700000.0,-44500000.0,,,,-22100000.0,,-66600000.0,,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 14:48:41+00:00,-32900000.0,249600000.0,7300000.0,-115900000.0,7600000.0,141000000.0,-264300000.0,-247900000.0,732000000.0,-264300000.0,-247900000.0,732000000.0,227100000.0,562200000.0,562200000.0,36100000.0,-8500000.0,-138200000.0,,,,-76800000.0,,-404400000.0,,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,Q2,2009-04-01,2009-06-30,,-18300000.0,81800000.0,5600000.0,-90600000.0,300000.0,-10000000.0,-46100000.0,-89900000.0,195100000.0,-46100000.0,-89900000.0,195100000.0,64700000.0,210100000.0,210100000.0,-6200000.0,,-47800000.0,,,,-23800000.0,,-36400000.0,,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 16:35:18+00:00,-25900000.0,161400000.0,1500000.0,-209200000.0,3600000.0,200000000.0,-142000000.0,-174300000.0,379700000.0,-142000000.0,-174300000.0,379700000.0,64900000.0,412300000.0,412300000.0,15200000.0,-7800000.0,-93700000.0,,,,-54700000.0,,-337800000.0,,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 18:06:43+00:00,-7600000.0,79600000.0,-4100000.0,-118600000.0,3300000.0,210000000.0,-95900000.0,-84400000.0,184600000.0,-95900000.0,-84400000.0,184600000.0,200000.0,202200000.0,202200000.0,21400000.0,-7800000.0,-45900000.0,,,,-30900000.0,,-301400000.0,,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q4,2010-10-01,2010-12-31,,-91100000.0,90700000.0,-200000.0,-5900000.0,4000000.0,,-99000000.0,-491500000.0,341000000.0,-99000000.0,-491500000.0,341000000.0,-249700000.0,34900000.0,34900000.0,221300000.0,200000.0,-60100000.0,,,-312700000.0,-38600000.0,-2200000.0,-101000000.0,11000000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 15:54:50+00:00,-91100000.0,340200000.0,200000.0,-13900000.0,16900000.0,,-489600000.0,-726900000.0,1193500000.0,-489600000.0,-726900000.0,1193500000.0,-22800000.0,596900000.0,596900000.0,270300000.0,1300000.0,-210800000.0,,,-413300000.0,-79200000.0,-2200000.0,-505600000.0,67500000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q3TTM,2009-10-01,2010-09-30,,-42400000.0,337300000.0,-2000000.0,38800000.0,14800000.0,857800000.0,-388400000.0,-368700000.0,1238000000.0,-388400000.0,-368700000.0,1238000000.0,478900000.0,717200000.0,717200000.0,144700000.0,1400000.0,-146900000.0,,,-167000000.0,-68900000.0,-338500000.0,-923900000.0,56500000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q3,2010-07-01,2010-09-30,,,83700000.0,8900000.0,30300000.0,4800000.0,,-220800000.0,-143500000.0,320300000.0,-220800000.0,-143500000.0,320300000.0,-35100000.0,191100000.0,191100000.0,15200000.0,100000.0,-52500000.0,,,-96600000.0,-13900000.0,,-225700000.0,19500000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-02 15:11:31+00:00,,249500000.0,400000.0,-8000000.0,12900000.0,,-390600000.0,-235400000.0,852500000.0,-390600000.0,-235400000.0,852500000.0,226900000.0,562000000.0,562000000.0,49000000.0,1100000.0,-150700000.0,,,-100600000.0,-40600000.0,,-404600000.0,56500000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q2TTM,2009-07-01,2010-06-30,,-49400000.0,341800000.0,-5100000.0,101800000.0,14000000.0,798800000.0,-289900000.0,-298800000.0,1270000000.0,-289900000.0,-298800000.0,1270000000.0,676200000.0,676000000.0,676000000.0,150400000.0,600000.0,-138900000.0,,,-70400000.0,-77100000.0,-338500000.0,-764800000.0,37000000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q2,2010-04-01,2010-06-30,,,80900000.0,-4200000.0,7500000.0,3200000.0,,-81900000.0,-54100000.0,272700000.0,-81900000.0,-54100000.0,272700000.0,132500000.0,165500000.0,165500000.0,18800000.0,300000.0,-56000000.0,,,,-15100000.0,,-85400000.0,17000000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-08 15:24:47+00:00,,165800000.0,-8500000.0,-38300000.0,8100000.0,,-169800000.0,-91900000.0,532200000.0,-169800000.0,-91900000.0,532200000.0,262000000.0,370900000.0,370900000.0,33800000.0,1000000.0,-98200000.0,,,-4000000.0,-26700000.0,,-178900000.0,37000000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q1TTM,2009-04-01,2010-03-31,,-67700000.0,342700000.0,4700000.0,3700000.0,11100000.0,788800000.0,-254100000.0,-334600000.0,1192400000.0,-254100000.0,-334600000.0,1192400000.0,608400000.0,720600000.0,720600000.0,125400000.0,300000.0,-130700000.0,,,-70400000.0,-85800000.0,-338500000.0,-715800000.0,20000000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 19:30:41+00:00,,84900000.0,-4300000.0,-45800000.0,4900000.0,,-87900000.0,-37800000.0,259500000.0,-87900000.0,-37800000.0,259500000.0,129500000.0,205400000.0,205400000.0,15000000.0,700000.0,-42200000.0,,,-4000000.0,-11600000.0,,-93500000.0,20000000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q4,2011-10-01,2011-12-31,,-56800000.0,94300000.0,-2000000.0,125200000.0,9400000.0,174600000.0,37500000.0,-213300000.0,393100000.0,37500000.0,-213300000.0,393100000.0,215300000.0,156100000.0,156100000.0,17500000.0,1000000.0,-22000000.0,,,-258300000.0,-46000000.0,-4000000.0,-143500000.0,169800000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 14:37:43+00:00,-56800000.0,359900000.0,2700000.0,-22800000.0,43400000.0,549800000.0,-455800000.0,-624400000.0,1176900000.0,-455800000.0,-624400000.0,1176900000.0,99400000.0,760000000.0,760000000.0,79800000.0,5000000.0,-186500000.0,,,-662100000.0,-113800000.0,-4000000.0,-1050000000.0,394800000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q3TTM,2010-10-01,2011-09-30,,-91100000.0,356300000.0,4500000.0,-153900000.0,38000000.0,375200000.0,-592300000.0,-902600000.0,1124800000.0,-592300000.0,-902600000.0,1124800000.0,-365600000.0,638800000.0,638800000.0,283600000.0,4200000.0,-224600000.0,,,-716500000.0,-106400000.0,-2200000.0,-1007500000.0,236000000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q3,2011-07-01,2011-09-30,,,90900000.0,-4100000.0,51600000.0,4900000.0,375000000.0,-169000000.0,-248600000.0,350600000.0,-169000000.0,-248600000.0,350600000.0,-71100000.0,191200000.0,191200000.0,16900000.0,400000.0,-52900000.0,,,-217100000.0,-33800000.0,,-549300000.0,55200000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 17:14:08+00:00,,265600000.0,4700000.0,-148000000.0,34000000.0,375200000.0,-493300000.0,-411100000.0,783800000.0,-493300000.0,-411100000.0,783800000.0,-115900000.0,603900000.0,603900000.0,62300000.0,4000000.0,-164500000.0,,,-403800000.0,-67800000.0,,-906500000.0,225000000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q2TTM,2010-07-01,2011-06-30,,-91100000.0,349100000.0,17500000.0,-175200000.0,37900000.0,200000.0,-644100000.0,-797500000.0,1094500000.0,-644100000.0,-797500000.0,1094500000.0,-329600000.0,638700000.0,638700000.0,281900000.0,3900000.0,-224200000.0,,,-596000000.0,-86500000.0,-2200000.0,-683900000.0,200300000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q2,2011-04-01,2011-06-30,,,88600000.0,900000.0,-64300000.0,12100000.0,,-107800000.0,-95600000.0,251000000.0,-107800000.0,-95600000.0,251000000.0,48500000.0,203800000.0,203800000.0,22900000.0,1200000.0,-52100000.0,,,-121400000.0,-16900000.0,,-121100000.0,94800000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-07 09:28:45+00:00,,174700000.0,8800000.0,-199600000.0,29100000.0,200000.0,-324300000.0,-162500000.0,433200000.0,-324300000.0,-162500000.0,433200000.0,-44800000.0,412700000.0,412700000.0,45400000.0,3600000.0,-111600000.0,,,-186700000.0,-34000000.0,,-357200000.0,169800000.0,
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q1TTM,2010-04-01,2011-03-31,,-91100000.0,341400000.0,12400000.0,-103400000.0,29000000.0,200000.0,-618200000.0,-756000000.0,1116200000.0,-618200000.0,-756000000.0,1116200000.0,-245600000.0,600400000.0,600400000.0,277800000.0,3000000.0,-228100000.0,,,-474600000.0,-84700000.0,-2200000.0,-648200000.0,122500000.0,
