company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2007.0,FY,2007-01-01,2007-12-31,2010-02-12 08:42:40+00:00,11725000.0,281179000.0,,,-48195000.0,618854000.0,4320621000.0,2472928000.0,-2888115000.0,453051000.0,2472928000.0,-2888115000.0,453051000.0,37864000.0,614115000.0,614115000.0,-405387000.0,-23462000.0,478485000.0,,-393566000.0,-386000.0,-4361975000.0,-49669000.0,-2049519000.0,,,1045044000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2008.0,Q4,2008-10-01,2008-12-31,,40000.0,81484000.0,,,-29289000.0,302000.0,200479000.0,-143492000.0,-29312000.0,113314000.0,-143492000.0,-29312000.0,113314000.0,-59490000.0,45219000.0,45219000.0,15860000.0,-9562000.0,644353000.0,,-120546000.0,,-31204000.0,-15257000.0,-214165000.0,,,-627204000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2008.0,FY,2008-01-01,2008-12-31,2011-02-15 08:40:59+00:00,1429000.0,321236000.0,2855000.0,,-37120000.0,1060538000.0,779557000.0,-1034731000.0,427327000.0,568697000.0,-1034731000.0,427327000.0,568697000.0,-38707000.0,470983000.0,470983000.0,-187831000.0,-47510000.0,649334000.0,,-457643000.0,,-192361000.0,-59991000.0,-2369673000.0,,,27490000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2008.0,Q3,2008-07-01,2008-09-30,,-744000.0,77706000.0,,,-622000.0,487263000.0,320352000.0,-309829000.0,27403000.0,182689000.0,-309829000.0,27403000.0,182689000.0,-99737000.0,131556000.0,131556000.0,-25207000.0,-29287000.0,-3051000.0,,-120078000.0,,-85447000.0,-12375000.0,-968079000.0,,,128276000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-03 08:33:03+00:00,1389000.0,239752000.0,2855000.0,,-7831000.0,1060236000.0,579078000.0,-891239000.0,456639000.0,455383000.0,-891239000.0,456639000.0,455383000.0,20783000.0,425764000.0,425764000.0,-203691000.0,-37948000.0,4981000.0,,-337097000.0,,-161157000.0,-44734000.0,-2155508000.0,,,654694000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-04 08:08:44+00:00,2133000.0,162046000.0,2855000.0,,-7209000.0,572973000.0,258726000.0,-581410000.0,429236000.0,272694000.0,-581410000.0,429236000.0,272694000.0,120520000.0,294208000.0,294208000.0,-178484000.0,-8661000.0,8032000.0,,-217019000.0,,-75710000.0,-32359000.0,-1187429000.0,,,526418000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q4,2009-10-01,2009-12-31,,18000.0,77541000.0,,,-25910000.0,6777000.0,,-165269000.0,7248000.0,125914000.0,-165269000.0,7248000.0,125914000.0,-32107000.0,35484000.0,35484000.0,38781000.0,-3879000.0,14308000.0,,-140274000.0,,-33434000.0,-13381000.0,-27893000.0,,,39755000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,FY,2009-01-01,2009-12-31,2012-02-14 08:41:07+00:00,-6452000.0,320125000.0,,,34642000.0,852912000.0,1942000.0,-399531000.0,-61406000.0,515634000.0,-399531000.0,-61406000.0,515634000.0,54697000.0,146151000.0,146151000.0,21168000.0,-24638000.0,81219000.0,,-517072000.0,,-269997000.0,-40702000.0,-712675000.0,,,168074000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q3TTM,2008-10-01,2009-09-30,,-6430000.0,324068000.0,,,31263000.0,846437000.0,202421000.0,-377754000.0,-97966000.0,503034000.0,-377754000.0,-97966000.0,503034000.0,27314000.0,155886000.0,155886000.0,-1753000.0,-30321000.0,711264000.0,,-497344000.0,,-267767000.0,-42578000.0,-898947000.0,,,-498885000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q3,2009-07-01,2009-09-30,,197000.0,82357000.0,,,97556000.0,424682000.0,1942000.0,34715000.0,-79456000.0,139623000.0,34715000.0,-79456000.0,139623000.0,94882000.0,-43220000.0,-43220000.0,2733000.0,-3822000.0,59756000.0,,-132100000.0,,-197228000.0,-8495000.0,-255987000.0,,,66511000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-02 08:36:06+00:00,-6470000.0,242584000.0,,,60552000.0,846135000.0,1942000.0,-234262000.0,-68654000.0,389720000.0,-234262000.0,-68654000.0,389720000.0,86804000.0,110667000.0,110667000.0,-17613000.0,-20759000.0,66911000.0,,-376798000.0,,-236563000.0,-27321000.0,-684782000.0,,,128319000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q2TTM,2008-07-01,2009-06-30,,-7371000.0,319417000.0,,,-66915000.0,909018000.0,520831000.0,-722298000.0,8893000.0,546100000.0,-722298000.0,8893000.0,546100000.0,-167305000.0,330662000.0,330662000.0,-29693000.0,-55786000.0,648457000.0,,-485322000.0,,-155986000.0,-46458000.0,-1611039000.0,,,-437120000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q2,2009-04-01,2009-06-30,,-6208000.0,79629000.0,,,-28988000.0,421453000.0,-85000000.0,-178638000.0,28661000.0,133139000.0,-178638000.0,28661000.0,133085000.0,-16892000.0,101178000.0,101178000.0,-12472000.0,-3713000.0,3336000.0,,-122524000.0,,-19050000.0,-9184000.0,-390332000.0,1478000.0,,53559000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-03 08:37:00+00:00,-6667000.0,160227000.0,,,-37004000.0,421453000.0,,-268977000.0,10802000.0,250097000.0,-268977000.0,10802000.0,250097000.0,-8078000.0,153887000.0,153887000.0,-20346000.0,-16937000.0,7155000.0,,-244698000.0,,-39335000.0,-18826000.0,-428795000.0,,,61808000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q1,2009-01-01,2009-03-31,2010-04-27 08:35:54+00:00,-459000.0,80598000.0,,,-8016000.0,,85000000.0,-90339000.0,-17859000.0,116958000.0,-90339000.0,-17859000.0,117012000.0,8814000.0,52709000.0,52709000.0,-7874000.0,-13224000.0,3819000.0,,-122174000.0,,-20285000.0,-9642000.0,-38463000.0,-1478000.0,,8249000.0,
