company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 10:45:54+00:00,1436200000.0,392700000.0,1214100000.0,841600000.0,123300000.0,-75300000.0,2218100000.0,-3996300000.0,-1150100000.0,4876300000.0,-3996300000.0,-1150100000.0,4876300000.0,-146800000.0,2395100000.0,2395100000.0,1342400000.0,1341400000.0,-181000000.0,-1765600000.0,-2175400000.0,-1847200000.0,-3943000000.0,364700000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 11:12:02+00:00,1294700000.0,507800000.0,1207800000.0,229400000.0,-95900000.0,347300000.0,3744200000.0,-4114500000.0,-1624700000.0,5917200000.0,-4114500000.0,-1624700000.0,5917200000.0,82100000.0,4313200000.0,4313200000.0,48900000.0,672300000.0,-50200000.0,-1823400000.0,-2282700000.0,-2788300000.0,-3919300000.0,478800000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2008.0,Q4,2008-10-01,2008-12-31,,1294700000.0,507800000.0,277800000.0,,-66200000.0,152700000.0,3006600000.0,-192200000.0,-635700000.0,1470300000.0,-192200000.0,-635700000.0,1470300000.0,576200000.0,985300000.0,985300000.0,54500000.0,105500000.0,-27400000.0,-557700000.0,-860700000.0,-2648600000.0,-98000000.0,252400000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2008.0,Q3,2008-07-01,2008-09-30,,,,311000000.0,,-96400000.0,163000000.0,-782300000.0,-1968200000.0,-497100000.0,1706400000.0,-1968200000.0,-497100000.0,1706400000.0,-855300000.0,1191300000.0,1191300000.0,41100000.0,257700000.0,-7200000.0,-417700000.0,-534900000.0,-3000000.0,-1022900000.0,45000000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 10:42:26+00:00,,,930000000.0,229400000.0,-29700000.0,194600000.0,737600000.0,-3922300000.0,-989000000.0,4446900000.0,-3922300000.0,-989000000.0,4446900000.0,-494100000.0,3327900000.0,3327900000.0,-5600000.0,566800000.0,-22800000.0,-1265700000.0,-1422000000.0,-139700000.0,-3821300000.0,226400000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 11:12:45+00:00,,,619000000.0,229400000.0,66700000.0,31600000.0,1519900000.0,-1954100000.0,-491900000.0,2740500000.0,-1954100000.0,-491900000.0,2740500000.0,361200000.0,2136600000.0,2136600000.0,-46700000.0,309100000.0,-15600000.0,-848000000.0,-887100000.0,-136700000.0,-2798400000.0,181400000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2009.0,FY,2009-01-01,2009-12-31,2011-02-25 11:12:02+00:00,1683500000.0,468700000.0,1216200000.0,144900000.0,57900000.0,374000000.0,1169300000.0,-4421000000.0,-1655300000.0,5751000000.0,-4421000000.0,-1655300000.0,5751000000.0,-267400000.0,4551000000.0,4551000000.0,-390200000.0,405700000.0,-108400000.0,-2235500000.0,-2097800000.0,-963100000.0,-2797400000.0,406000000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2009.0,Q4,2009-10-01,2009-12-31,,1683500000.0,468700000.0,317700000.0,,-33200000.0,267000000.0,524300000.0,-1207300000.0,-542500000.0,1378000000.0,-1207300000.0,-542500000.0,1378000000.0,-405000000.0,1216800000.0,1216800000.0,-423500000.0,212300000.0,-49200000.0,-593100000.0,-778900000.0,-927100000.0,-423700000.0,285600000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-11-05 10:42:26+00:00,,,898500000.0,144900000.0,91100000.0,107000000.0,645000000.0,-3213700000.0,-1112800000.0,4373000000.0,-3213700000.0,-1112800000.0,4373000000.0,137600000.0,3334200000.0,3334200000.0,33300000.0,193400000.0,-59200000.0,-1642400000.0,-1318900000.0,-36000000.0,-2373700000.0,120400000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2009.0,Q3TTM,2008-10-01,2009-09-30,,1294700000.0,507800000.0,1176300000.0,144900000.0,24900000.0,259700000.0,3651600000.0,-3405900000.0,-1748500000.0,5843300000.0,-3405900000.0,-1748500000.0,5843300000.0,713800000.0,4319500000.0,4319500000.0,87800000.0,298900000.0,-86600000.0,-2200100000.0,-2179600000.0,-2684600000.0,-2471700000.0,372800000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2009.0,Q3,2009-07-01,2009-09-30,,,,311900000.0,9800000.0,47600000.0,254700000.0,-99000000.0,-1388100000.0,-441300000.0,1822200000.0,-1388100000.0,-441300000.0,1822200000.0,40400000.0,1261000000.0,1261000000.0,-5400000.0,48400000.0,-22400000.0,-541200000.0,-470800000.0,-27600000.0,-768700000.0,42100000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-08-06 11:12:45+00:00,,,586600000.0,135100000.0,43500000.0,-147700000.0,744000000.0,-1825600000.0,-671500000.0,2550800000.0,-1825600000.0,-671500000.0,2550800000.0,97200000.0,2073200000.0,2073200000.0,38700000.0,145000000.0,-36800000.0,-1101200000.0,-848100000.0,-8400000.0,-1605000000.0,78300000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2009.0,Q2TTM,2008-07-01,2009-06-30,,1294700000.0,507800000.0,1175400000.0,135100000.0,-119100000.0,168000000.0,2968300000.0,-3986000000.0,-1804300000.0,5727500000.0,-3986000000.0,-1804300000.0,5727500000.0,-181900000.0,4249800000.0,4249800000.0,134300000.0,508200000.0,-71400000.0,-2076600000.0,-2243700000.0,-2660000000.0,-2725900000.0,375700000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2009.0,Q2,2009-04-01,2009-06-30,,,,304400000.0,125300000.0,70600000.0,18200000.0,250800000.0,-1005900000.0,-302900000.0,1420100000.0,-1005900000.0,-302900000.0,1420100000.0,181900000.0,1093700000.0,1093700000.0,3800000.0,92000000.0,-18000000.0,-547800000.0,-434400000.0,-8400000.0,-792500000.0,24200000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 10:56:54+00:00,,,282200000.0,9800000.0,-27100000.0,-165900000.0,493200000.0,-819700000.0,-368600000.0,1130700000.0,-819700000.0,-368600000.0,1130700000.0,-84700000.0,979500000.0,979500000.0,34900000.0,53000000.0,-18800000.0,-553400000.0,-413700000.0,,-812500000.0,54100000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2010.0,Q4,2010-10-01,2010-12-31,,1708500000.0,457900000.0,334100000.0,,5200000.0,107200000.0,1182800000.0,-1010100000.0,-828900000.0,1725800000.0,-1010100000.0,-828900000.0,1725800000.0,-108000000.0,1242300000.0,1242300000.0,42200000.0,136200000.0,-50300000.0,-643500000.0,-999500000.0,-1143600000.0,-542000000.0,220900000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2010.0,FY,2010-01-01,2010-12-31,2013-02-25 11:19:42+00:00,1708500000.0,457900000.0,1276200000.0,,34100000.0,-204700000.0,1934900000.0,-3728700000.0,-2056000000.0,6341600000.0,-3728700000.0,-2056000000.0,6341600000.0,591000000.0,4946300000.0,4946300000.0,323800000.0,591800000.0,-115000000.0,-2408100000.0,-2318900000.0,-1148800000.0,-2698500000.0,377900000.0
McDonald's Corp,MCD,UE2136O97NLB5BYP9H04,63908,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-05 09:01:08+00:00,,,942100000.0,,28900000.0,-311900000.0,752100000.0,-2718600000.0,-1227100000.0,4615800000.0,-2718600000.0,-1227100000.0,4615800000.0,699000000.0,3704000000.0,3704000000.0,281600000.0,455600000.0,-64700000.0,-1764600000.0,-1319400000.0,-5200000.0,-2156500000.0,157000000.0
