company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2008.0,FY,,2008-12-27,2010-02-23 17:15:01+00:00,2878900000.0,3539400000.0,660400000.0,-63800000.0,938400000.0,,7795400000.0,372600000.0,6331400000.0,2666400000.0,4002900000.0,1856500000.0,854100000.0,1065300000.0,1658700000.0,61500000.0,186800000.0,326600000.0,3929300000.0,600000000.0,64000000.0,17010900000.0,5957900000.0,7097500000.0,5798000000.0,5957900000.0,5957900000.0,11053000000.0,17010900000.0,9059300000.0,5255000000.0,0.0,-5703000000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,FY,,2009-12-26,2011-02-22 16:25:01+00:00,3506400000.0,3828800000.0,718600000.0,-44200000.0,2528200000.0,,8163300000.0,429100000.0,6333000000.0,2428800000.0,4000100000.0,1285300000.0,912500000.0,958800000.0,2106900000.0,82600000.0,221700000.0,67100000.0,5209600000.0,15800000.0,20100000.0,17915500000.0,6387200000.0,8158600000.0,6347700000.0,6387200000.0,6387200000.0,11528300000.0,17915500000.0,8844400000.0,5180600000.0,0.0,-6941500000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q3,,2009-09-26,2009-11-03 16:16:36+00:00,2768800000.0,3456900000.0,620800000.0,-55700000.0,2020300000.0,,8060200000.0,420300000.0,6335200000.0,2500600000.0,3999200000.0,1341400000.0,869100000.0,995800000.0,2146700000.0,60800000.0,206400000.0,59600000.0,4868000000.0,211700000.0,47600000.0,17111800000.0,6162400000.0,7346100000.0,5748000000.0,6162400000.0,6162400000.0,10949400000.0,17111800000.0,8896600000.0,5201400000.0,0.0,-6710100000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,FY,,2010-12-25,2012-02-21 16:41:29+00:00,3495400000.0,4448200000.0,910200000.0,-53500000.0,853400000.0,0.0,8469700000.0,238400000.0,6939500000.0,2409800000.0,5003600000.0,1013200000.0,993600000.0,985100000.0,2453200000.0,68700000.0,239400000.0,75800000.0,6636900000.0,23600000.0,56700000.0,17097300000.0,3986800000.0,6685700000.0,6882400000.0,3986800000.0,3986800000.0,13110500000.0,17097300000.0,9418000000.0,6228100000.0,0.0,-11066300000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q3,,2010-09-25,2010-11-02 16:29:28+00:00,2836400000.0,3939000000.0,731400000.0,-49300000.0,892400000.0,,8347700000.0,230400000.0,6881300000.0,2463700000.0,5004800000.0,998400000.0,962200000.0,985700000.0,2321400000.0,70400000.0,217700000.0,77400000.0,6258500000.0,18800000.0,55000000.0,16570200000.0,4454000000.0,6192600000.0,5908000000.0,4454000000.0,4454000000.0,12116200000.0,16570200000.0,9415400000.0,6208200000.0,0.0,-10102900000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q2,,2010-06-26,2010-07-22 16:55:44+00:00,3158300000.0,3880000000.0,553000000.0,-61100000.0,1183700000.0,,8298800000.0,256300000.0,6345400000.0,2296300000.0,4004800000.0,1162100000.0,923300000.0,897100000.0,2454900000.0,61900000.0,227500000.0,77000000.0,5887000000.0,19100000.0,54000000.0,16240000000.0,4925300000.0,6613100000.0,6185300000.0,4925300000.0,4925300000.0,11314700000.0,16240000000.0,8703600000.0,5129400000.0,0.0,-9199400000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q1,,2010-03-27,2010-04-28 16:22:28+00:00,2839400000.0,3724100000.0,789300000.0,-52700000.0,1562100000.0,,8223300000.0,264900000.0,6352000000.0,2369000000.0,4000700000.0,1250400000.0,910600000.0,918400000.0,2273200000.0,91000000.0,243900000.0,73000000.0,5530100000.0,21100000.0,18200000.0,16615300000.0,5529300000.0,6892700000.0,5923000000.0,5529300000.0,5529300000.0,11086000000.0,16615300000.0,8812000000.0,5163000000.0,0.0,-8171400000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,FY,,2011-12-31,2012-02-21 16:41:29+00:00,3375500000.0,4870300000.0,973400000.0,-57600000.0,229100000.0,0.0,8827300000.0,280000000.0,6953800000.0,2148000000.0,3001600000.0,897800000.0,1108400000.0,988400000.0,2357700000.0,72100000.0,214100000.0,400700000.0,8092600000.0,2042700000.0,2600000.0,16962800000.0,4009400000.0,6680500000.0,8749300000.0,4009400000.0,4009400000.0,12953400000.0,16962800000.0,9173900000.0,4204100000.0,0.0,-12852900000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q3,,2011-09-24,2011-10-26 16:32:08+00:00,2960500000.0,4270500000.0,940000000.0,-31600000.0,161500000.0,0.0,8766700000.0,266900000.0,6957700000.0,2214400000.0,3002200000.0,788100000.0,1027100000.0,972200000.0,2201800000.0,102400000.0,200100000.0,69700000.0,7668200000.0,2036400000.0,5300000.0,15863600000.0,3550400000.0,5562000000.0,8138700000.0,3550400000.0,3550400000.0,12313200000.0,15863600000.0,9274500000.0,4174500000.0,0.0,-12852900000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q2,,2011-06-25,2011-07-25 21:40:20+00:00,3384800000.0,4395400000.0,683600000.0,-25900000.0,92400000.0,,8660200000.0,248300000.0,6956600000.0,2285600000.0,3004200000.0,833000000.0,1001900000.0,980600000.0,2260300000.0,85800000.0,201200000.0,83600000.0,7312800000.0,2031900000.0,8200000.0,15990800000.0,3444200000.0,5660900000.0,8360600000.0,3444200000.0,3444200000.0,12546600000.0,15990800000.0,9328000000.0,4186000000.0,0.0,-12502900000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2011.0,Q1,,2011-03-26,2011-04-28 16:34:19+00:00,2969700000.0,4238400000.0,886900000.0,-26700000.0,127100000.0,,8557000000.0,239800000.0,6963900000.0,2354500000.0,5001600000.0,1108800000.0,986300000.0,1004000000.0,2522400000.0,72700000.0,202300000.0,75700000.0,6970000000.0,26900000.0,44000000.0,16211200000.0,3597400000.0,5833800000.0,6405900000.0,3597400000.0,3597400000.0,12613800000.0,16211200000.0,9391100000.0,6207900000.0,0.0,-11902900000.0
