company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2007.0,FY,2006-12-31,2007-12-29,2010-02-23 17:15:01+00:00,-1530600000.0,228100000.0,668500000.0,123400000.0,168900000.0,-232700000.0,208300000.0,2675000000.0,302400000.0,-1713800000.0,1367000000.0,302400000.0,-1713800000.0,1367000000.0,-44400000.0,912000000.0,912000000.0,290700000.0,69900000.0,-181700000.0,,-177700000.0,-690200000.0,-1960600000.0,176200000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2008.0,Q4,2008-09-28,2008-12-27,,,73900000.0,748900000.0,207100000.0,40000000.0,633200000.0,16100000.0,60000000.0,-211100000.0,-129200000.0,837900000.0,-211100000.0,-129200000.0,837900000.0,497600000.0,274300000.0,274300000.0,-183500000.0,2500000.0,-51800000.0,,-130400000.0,-59900000.0,-229800000.0,53000000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2008.0,FY,2007-12-30,2008-12-27,2010-02-23 17:15:01+00:00,-126500000.0,285100000.0,748900000.0,207100000.0,157700000.0,580600000.0,60600000.0,3295700000.0,-1054600000.0,-416200000.0,1635100000.0,-1054600000.0,-416200000.0,1635100000.0,164300000.0,1102900000.0,1102900000.0,-491200000.0,-3600000.0,-124800000.0,,-286900000.0,-2221200000.0,-2186100000.0,122000000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2008.0,Q3YTD,2007-12-30,2008-09-27,2009-11-03 16:16:36+00:00,-126500000.0,211200000.0,,,117700000.0,-52600000.0,44500000.0,3235700000.0,-843500000.0,-287000000.0,797200000.0,-843500000.0,-287000000.0,797200000.0,-333300000.0,828600000.0,828600000.0,-307700000.0,-6100000.0,-73000000.0,,-156500000.0,-2161300000.0,-1956300000.0,69000000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q4,2009-09-27,2009-12-26,,,75500000.0,913900000.0,168200000.0,43200000.0,2692600000.0,47400000.0,4100000.0,-362000000.0,-87900000.0,957800000.0,-362000000.0,-87900000.0,957800000.0,507900000.0,341600000.0,341600000.0,-2195100000.0,18000000.0,-31000000.0,,-84500000.0,-200100000.0,-231400000.0,27600000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,FY,2008-12-28,2009-12-26,2012-02-21 16:41:29+00:00,,305600000.0,913900000.0,168200000.0,179000000.0,1832300000.0,152200000.0,15800000.0,-1606600000.0,-305000000.0,3501400000.0,-1606600000.0,-305000000.0,3501400000.0,1589800000.0,1280300000.0,1280300000.0,-95800000.0,64300000.0,-153400000.0,,-238800000.0,-600400000.0,-1238500000.0,87200000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q3TTM,2008-09-28,2009-09-26,,,304000000.0,748900000.0,207100000.0,175800000.0,-227100000.0,120900000.0,71700000.0,-1455700000.0,-346300000.0,3381500000.0,-1455700000.0,-346300000.0,3381500000.0,1579500000.0,1213000000.0,1213000000.0,1915800000.0,48800000.0,-174200000.0,,-284700000.0,-460200000.0,-1236900000.0,112600000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q3,2009-06-28,2009-09-26,,,0.0,,,0.0,0.0,0.0,0.0,,-217100000.0,278100000.0,-285400000.0,-217100000.0,278100000.0,-65200000.0,335500000.0,335500000.0,-57400000.0,0.0,-176400000.0,159200000.0,-56200000.0,0.0,0.0,15500000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q3YTD,2008-12-28,2009-09-26,2009-11-03 16:16:36+00:00,0.0,230100000.0,,,135800000.0,-860300000.0,104800000.0,11700000.0,-1244600000.0,-217100000.0,2543600000.0,-1244600000.0,-217100000.0,2543600000.0,1081900000.0,938700000.0,938700000.0,2099300000.0,46300000.0,-122400000.0,,-154300000.0,-400300000.0,-1007100000.0,59600000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q2,2009-03-29,2009-06-27,,,0.0,,,0.0,0.0,0.0,0.0,,96900000.0,1095200000.0,-746900000.0,96900000.0,1095200000.0,286000000.0,312200000.0,312200000.0,783000000.0,0.0,159600000.0,-159200000.0,-62700000.0,,0.0,
