company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2007.0,FY,2006-12-31,2007-12-29,2010-02-23 17:15:01+00:00,228100000.0,1.66,1.66,1.63,591300000.0,912000000.0,912000000.0,912000000.0,41560900000.0,44506200000.0,,34400000.0,,1114100000.0,41560900000.0,2945300000.0,134200000.0,1342200000.0,1603100000.0,-99800000.0,1503300000.0,44506200000.0,549400000.0,550200000.0,560900000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2008.0,FY,2007-12-30,2008-12-27,2010-02-23 17:15:01+00:00,285100000.0,2.17,2.17,2.13,687900000.0,1102900000.0,1102900000.0,1102900000.0,47529600000.0,51258000000.0,,6200000.0,,1425000000.0,47529600000.0,3728400000.0,233700000.0,1710100000.0,2018300000.0,-227500000.0,1790800000.0,51258000000.0,508200000.0,508600000.0,518600000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2008.0,Q3,2008-06-29,2008-09-27,2009-11-03 16:16:36+00:00,71100000.0,0.59,0.59,0.58,152600000.0,295700000.0,295700000.0,295700000.0,11634300000.0,12559100000.0,,3300000.0,,347200000.0,11634300000.0,924800000.0,61500000.0,418300000.0,506500000.0,-58200000.0,448300000.0,12559100000.0,501200000.0,503300000.0,513400000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q4,2009-09-27,2009-12-26,,75400000.0,0.71,0.71,0.7,194700000.0,653700000.0,653700000.0,653700000.0,14218000000.0,15245100000.0,312100000.0,-568400000.0,-569200000.0,375500000.0,14218000000.0,1027100000.0,40700000.0,-118300000.0,1145400000.0,-609100000.0,536300000.0,15245100000.0,481300000.0,481100000.0,490000000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,FY,2008-12-28,2009-12-26,2012-02-21 16:41:29+00:00,305600000.0,2.66,2.66,2.61,823000000.0,1280300000.0,1280300000.0,1280300000.0,55777200000.0,59804200000.0,,9900000.0,,1455500000.0,55777200000.0,4027000000.0,172500000.0,1761100000.0,2265900000.0,-162600000.0,2103300000.0,59804200000.0,481300000.0,481100000.0,490000000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q3YTD,2008-12-28,2009-09-26,,230200000.0,1.95,1.95,1.91,628300000.0,626600000.0,626600000.0,626600000.0,41559200000.0,44559100000.0,-312100000.0,578300000.0,569200000.0,1080000000.0,41559200000.0,2999900000.0,131800000.0,1879400000.0,1120500000.0,446500000.0,1567000000.0,44559100000.0,472700000.0,475400000.0,484700000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q3,2009-06-28,2009-09-26,2009-11-03 16:16:36+00:00,78400000.0,0.71,0.71,0.69,217100000.0,335600000.0,335600000.0,335600000.0,13754800000.0,14794800000.0,,3400000.0,,369000000.0,13754800000.0,1040000000.0,43300000.0,447400000.0,592600000.0,-39900000.0,552700000.0,14794800000.0,472700000.0,475400000.0,484700000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q2YTD,2008-12-28,2009-06-27,,151800000.0,1.24,1.24,1.22,411200000.0,291000000.0,291000000.0,291000000.0,27804400000.0,29764300000.0,-312100000.0,574900000.0,569200000.0,711000000.0,27804400000.0,1959900000.0,88500000.0,1432000000.0,527900000.0,486400000.0,1014300000.0,29764300000.0,0.0,479600000.0,488000000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2009.0,Q1,2008-12-28,2009-03-28,2010-04-28 16:22:28+00:00,75900000.0,0.59,0.59,0.58,195300000.0,291000000.0,291000000.0,291000000.0,13889800000.0,14833900000.0,,3500000.0,,340300000.0,13889800000.0,944100000.0,45100000.0,416200000.0,527900000.0,-41600000.0,486300000.0,14833900000.0,493200000.0,492200000.0,501200000.0
MEDCO HEALTH SOLUTIONS INC,MHS,,1170650,2010.0,Q4,2010-09-26,2010-12-25,,75000000.0,0.88,0.88,0.87,228900000.0,378400000.0,378400000.0,378400000.0,15768900000.0,16930100000.0,,-900000.0,,428400000.0,15768900000.0,1161200000.0,49600000.0,503400000.0,657800000.0,-50500000.0,607300000.0,16930100000.0,443300000.0,443000000.0,451800000.0
