company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2008.0,FY,,2009-01-03,2010-03-02 16:39:24+00:00,238310000.0,1101258000.0,695803000.0,4702000.0,136443000.0,,253574000.0,137042000.0,17608000.0,297287000.0,,1984566000.0,1675979000.0,493535000.0,1126084000.0,546499000.0,980176000.0,,,112231000.0,158821000.0,399801000.0,184164000.0,219759000.0,2977630000.0,75518000.0,5722504000.0,3235906000.0,2080063000.0,1028524000.0,3235906000.0,3235906000.0,2486598000.0,5722504000.0,2662265000.0,1458074000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2009.0,FY,,2010-01-02,2011-03-02 16:38:54+00:00,132543000.0,1170579000.0,796330000.0,94034000.0,392927000.0,,38314000.0,164738000.0,13498000.0,269293000.0,,2005851000.0,1949416000.0,456142000.0,1587615000.0,659960000.0,1153086000.0,,,132392000.0,172002000.0,317192000.0,250526000.0,314940000.0,3191203000.0,334787000.0,6425811000.0,3323551000.0,2560206000.0,1067313000.0,3323551000.0,3323551000.0,3102260000.0,6425811000.0,2712519000.0,2034947000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2009.0,Q3,,2009-10-03,2009-11-10 17:03:14+00:00,177970000.0,1194700000.0,807950000.0,113371000.0,798281000.0,,53542000.0,154949000.0,0.0,287486000.0,,2018182000.0,1925893000.0,472050000.0,1632551000.0,681732000.0,1117943000.0,,,136046000.0,202331000.0,428499000.0,229573000.0,279586000.0,3421095000.0,339595000.0,6869741000.0,3588008000.0,3031993000.0,1233550000.0,3588008000.0,3588008000.0,3281733000.0,6869741000.0,2719805000.0,2048183000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2009.0,Q2,,2009-07-04,2009-08-12 17:01:59+00:00,229243000.0,1177067000.0,762109000.0,42648000.0,486569000.0,,337439000.0,135454000.0,18357000.0,284375000.0,,1985966000.0,1833448000.0,474256000.0,961022000.0,620117000.0,1071339000.0,,,126738000.0,204606000.0,386818000.0,208449000.0,254387000.0,3398271000.0,324525000.0,6363823000.0,3778358000.0,2623813000.0,1243318000.0,3778358000.0,3778358000.0,2585465000.0,6363823000.0,2668671000.0,1342147000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,FY,,2011-01-01,2012-02-29 16:52:26+00:00,297551000.0,1331210000.0,900418000.0,84004000.0,500336000.0,0.0,189028000.0,196599000.0,,320323000.0,,2955602000.0,2224349000.0,987060000.0,2431966000.0,667545000.0,1323931000.0,,,310503000.0,216458000.0,319739000.0,387707000.0,435058000.0,4098639000.0,79637000.0,8566448000.0,4371671000.0,2912148000.0,1017250000.0,4371671000.0,4371671000.0,4194777000.0,8566448000.0,4330369000.0,3177527000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q3,,2010-10-02,2010-11-10 16:53:31+00:00,183501000.0,1261414000.0,895319000.0,85439000.0,851614000.0,,213002000.0,164533000.0,,269801000.0,,2075620000.0,2152548000.0,469550000.0,1988266000.0,688657000.0,1257229000.0,,,120831000.0,251294000.0,276915000.0,365375000.0,355336000.0,3892195000.0,,7385286000.0,4190636000.0,3217512000.0,730217000.0,4190636000.0,4190636000.0,3194650000.0,7385286000.0,2910545000.0,2464433000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q2,,2010-07-03,2010-08-11 16:47:17+00:00,150565000.0,1227404000.0,838172000.0,-21140000.0,667054000.0,,150636000.0,158349000.0,,271427000.0,,1989031000.0,2043325000.0,424316000.0,1961837000.0,662330000.0,1205153000.0,,,138064000.0,312735000.0,246442000.0,279926000.0,344657000.0,3683810000.0,,6926298000.0,3813306000.0,3027872000.0,668434000.0,3813306000.0,3813306000.0,3112992000.0,6926298000.0,2693273000.0,2444558000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2010.0,Q1,,2010-04-03,2010-05-04 16:29:43+00:00,91409000.0,1206599000.0,807125000.0,41601000.0,529874000.0,,103428000.0,164752000.0,64664000.0,240340000.0,,2001568000.0,1989144000.0,441600000.0,1711038000.0,683795000.0,1182019000.0,,,136491000.0,174631000.0,270318000.0,263047000.0,333895000.0,3429772000.0,224929000.0,6647885000.0,3574801000.0,2759651000.0,891660000.0,3574801000.0,3574801000.0,3073084000.0,6647885000.0,2706215000.0,2181424000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,FY,,2011-12-31,2013-02-26 17:18:44+00:00,202000000.0,1367000000.0,1066000000.0,16000000.0,986000000.0,0.0,75000000.0,225000000.0,1000000.0,305000000.0,67000000.0,2953000000.0,4908000000.0,856000000.0,2713000000.0,624000000.0,1388000000.0,,,392000000.0,182000000.0,403000000.0,537000000.0,477000000.0,4384000000.0,83000000.0,9118000000.0,4475000000.0,3384000000.0,1061000000.0,4475000000.0,4475000000.0,4643000000.0,9118000000.0,4346000000.0,3582000000.0,0.0
St. Jude Medical Inc,STJ,549300IBJ0QJU1E0GW56,203077,2011.0,Q3,,2011-10-01,2011-11-09 15:56:37+00:00,177571000.0,1396572000.0,1034979000.0,68412000.0,959526000.0,0.0,40963000.0,214736000.0,8211000.0,301354000.0,66964000.0,2962169000.0,2426224000.0,922122000.0,2917207000.0,658756000.0,1391245000.0,,,305084000.0,165536000.0,348929000.0,431449000.0,456528000.0,4326043000.0,84845000.0,9102111000.0,4435418000.0,3395126000.0,987874000.0,4435418000.0,4435418000.0,4666693000.0,9102111000.0,4315740000.0,3678819000.0,0.0
