company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,treasurystock
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2009.0,FY,,2009-12-31,2011-02-23 16:27:44+00:00,67700000.0,-318700000.0,,103100000.0,,1297400000.0,1943200000.0,1099100000.0,990900000.0,2700000.0,13800000.0,402400000.0,452400000.0,205400000.0,2494200000.0,219100000.0,3550500000.0,1601200000.0,1601200000.0,1615000000.0,1935500000.0,3550500000.0,0.0,-1871700000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2010.0,FY,,2010-12-31,2012-02-23 17:06:26+00:00,61900000.0,-344500000.0,,119400000.0,0.0,1301200000.0,1914700000.0,1005400000.0,978900000.0,-17500000.0,17000000.0,415500000.0,430700000.0,212300000.0,2725700000.0,45300000.0,3437500000.0,1691400000.0,1691400000.0,1708400000.0,1729100000.0,3437500000.0,0.0,-1991000000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2010.0,Q3,,2010-09-30,2010-10-28 16:33:21+00:00,64700000.0,-309700000.0,,115600000.0,,1299300000.0,1871200000.0,990700000.0,986400000.0,-6000000.0,16900000.0,428500000.0,379900000.0,199900000.0,2683500000.0,40700000.0,3400000000.0,1711500000.0,1711500000.0,1728400000.0,1671600000.0,3400000000.0,0.0,-1961600000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2010.0,Q2,,2010-06-30,2010-07-29 17:05:23+00:00,62600000.0,-332200000.0,0.0,70100000.0,,1296400000.0,1855400000.0,999600000.0,979400000.0,7300000.0,15200000.0,499700000.0,404100000.0,193400000.0,2612100000.0,113700000.0,3432100000.0,1663700000.0,1663700000.0,1678900000.0,1753200000.0,3432100000.0,0.0,-1912600000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2010.0,Q1,,2010-03-31,2010-04-29 16:57:27+00:00,62600000.0,-330100000.0,0.0,77100000.0,,1292700000.0,1916200000.0,1043700000.0,990600000.0,7100000.0,15300000.0,461500000.0,422400000.0,183600000.0,2545800000.0,183200000.0,3505600000.0,1647900000.0,1647900000.0,1663200000.0,1842400000.0,3505600000.0,0.0,-1860500000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2011.0,FY,,2011-12-31,2013-02-22 15:17:43+00:00,56300000.0,-391800000.0,,127700000.0,0.0,1348700000.0,1961200000.0,978000000.0,966000000.0,-39300000.0,19700000.0,491100000.0,465700000.0,233900000.0,2879200000.0,74700000.0,3518700000.0,1702400000.0,1702400000.0,1722100000.0,1796600000.0,3518700000.0,0.0,-2133700000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2011.0,Q3,,2011-09-30,2011-10-27 16:11:06+00:00,65700000.0,-321300000.0,,102000000.0,0.0,1307500000.0,1953900000.0,989500000.0,967800000.0,-30500000.0,18000000.0,497600000.0,416400000.0,188900000.0,2824500000.0,89600000.0,3512500000.0,1766100000.0,1766100000.0,1784100000.0,1728400000.0,3512500000.0,0.0,-2044600000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2011.0,Q2,,2011-06-30,2011-07-28 16:45:31+00:00,62300000.0,-295900000.0,,108700000.0,0.0,1306000000.0,1919100000.0,976700000.0,963900000.0,-20300000.0,18300000.0,505100000.0,424100000.0,192100000.0,2777600000.0,44300000.0,3489300000.0,1784300000.0,1784300000.0,1802600000.0,1686700000.0,3489300000.0,0.0,-2003400000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2011.0,Q1,,2011-03-31,2011-04-28 16:21:20+00:00,58700000.0,-331300000.0,,86900000.0,,1299600000.0,1946100000.0,1009700000.0,974800000.0,-21000000.0,19200000.0,447100000.0,420700000.0,181700000.0,2763100000.0,63100000.0,3468800000.0,1750600000.0,1750600000.0,1769800000.0,1699000000.0,3468800000.0,0.0,-1980800000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2012.0,FY,,2012-12-31,2014-02-27 19:45:43+00:00,84900000.0,-362000000.0,,146800000.0,0.0,1370300000.0,2290400000.0,1612100000.0,1447400000.0,-86200000.0,26000000.0,557000000.0,467000000.0,253200000.0,3064600000.0,308400000.0,4520100000.0,1933200000.0,1933200000.0,1959200000.0,2560900000.0,4520100000.0,0.0,-2139700000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2012.0,Q3,,2012-09-30,2012-10-25 16:25:37+00:00,72500000.0,-373000000.0,,267200000.0,0.0,1362300000.0,1974500000.0,944900000.0,951400000.0,-75400000.0,24400000.0,494700000.0,445800000.0,207500000.0,3039900000.0,45500000.0,3605900000.0,1858800000.0,1858800000.0,1883200000.0,1722700000.0,3605900000.0,0.0,-2170400000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2012.0,Q2,,2012-06-30,2012-07-26 16:35:37+00:00,64100000.0,-390900000.0,,183100000.0,0.0,1356400000.0,1961300000.0,951900000.0,951800000.0,-61700000.0,22600000.0,486500000.0,447600000.0,182500000.0,2983600000.0,47200000.0,3521100000.0,1805300000.0,1805300000.0,1827900000.0,1693200000.0,3521100000.0,0.0,-2143800000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2012.0,Q1,,2012-03-31,2012-04-26 16:37:56+00:00,63900000.0,-373500000.0,,132700000.0,0.0,1357700000.0,1969000000.0,967400000.0,965300000.0,-51400000.0,22100000.0,500700000.0,455600000.0,168900000.0,2929100000.0,40100000.0,3518400000.0,1802500000.0,1802500000.0,1824600000.0,1693800000.0,3518400000.0,0.0,-2110800000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2013.0,FY,,2013-12-31,2015-02-25 16:46:53+00:00,95400000.0,-312600000.0,,235900000.0,0.0,1405300000.0,2395100000.0,1456700000.0,1145500000.0,-99100000.0,40300000.0,551300000.0,390900000.0,250700000.0,3309200000.0,316400000.0,4539900000.0,2300700000.0,2300700000.0,2341000000.0,2198900000.0,4539900000.0,0.0,-2101200000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2013.0,Q3,,2013-09-30,2013-11-06 17:13:54+00:00,82600000.0,-370700000.0,,131900000.0,0.0,1397500000.0,2356000000.0,1451500000.0,1427800000.0,-103900000.0,19400000.0,554900000.0,436800000.0,213500000.0,3259400000.0,36300000.0,4390400000.0,2174000000.0,2174000000.0,2193400000.0,2197000000.0,4390400000.0,0.0,-2112200000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2013.0,Q2,,2013-06-30,2013-07-25 16:24:56+00:00,83800000.0,-379800000.0,,104900000.0,0.0,1387100000.0,2248300000.0,1552800000.0,1429100000.0,-100800000.0,23700000.0,568400000.0,448700000.0,197700000.0,3202800000.0,94300000.0,4373600000.0,2096300000.0,2096300000.0,2120000000.0,2253600000.0,4373600000.0,0.0,-2113800000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2013.0,Q1,,2013-03-31,2013-04-25 16:20:12+00:00,80000000.0,-368600000.0,,107600000.0,0.0,1380300000.0,2253500000.0,1572000000.0,1445600000.0,-90800000.0,26000000.0,544900000.0,447400000.0,164800000.0,3139100000.0,204900000.0,4387200000.0,2018500000.0,2018500000.0,2044500000.0,2342700000.0,4387200000.0,0.0,-2132300000.0
Equifax Inc,EFX,5493004MCF8JDC86VS77,33185,2014.0,FY,,2014-12-31,2016-02-24 16:54:16+00:00,85500000.0,-435400000.0,,128300000.0,0.0,1432400000.0,2606800000.0,1306400000.0,1145700000.0,43300000.0,34500000.0,576200000.0,457600000.0,336900000.0,3554800000.0,400700000.0,4661000000.0,2200100000.0,2200100000.0,2234600000.0,2426400000.0,4661000000.0,0.0,-2351700000.0
