id,ticker,name,lei,legal_name,stock_exchange,sic,short_description,long_description,ceo,company_url,business_address,mailing_address,business_phone_no,hq_address1,hq_address2,hq_address_city,hq_address_postal_code,entity_legal_form,cik,latest_filing_date,hq_state,hq_country,inc_state,inc_country,employees,entity_status,sector,industry_category,industry_group,template,standardized_active,first_fundamental_date,last_fundamental_date,first_stock_price_date,last_stock_price_date
com_NX6GzO,AAPL,Apple Inc,HWUPKR0MPOU8FGXBT394,APPLE INC,NASDAQ,3571,"Apple, Inc. engages in the design, manufacture, and marketing of mobile communication, media devices, personal computers, and portable digital music players. It operates through the following geographical segments: Americas, Europe, Greater China, Japan, and Rest of Asia Pacific. The Americas segment includes both North and South America. The Europe segment consists of European countries, as well as India, the Middle East, and Africa. The Greater China segment comprises of China, Hong Kong, and Taiwan. The Rest of Asia Pacific segment includes Australia and Asian countries not included in the reportable operating segments of the company. The company was founded by Steven Paul Jobs, Ronald Gerald Wayne, and Stephen G. Wozniak on April 1, 1976 and is headquartered in Cupertino, CA.","Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide. The company also sells related software, services, accessories, networking solutions, and third-party digital content and applications. It offers iPhone, a line of smartphones; iPad, a line of multi-purpose tablets; and Mac, a line of desktop and portable personal computers. The company also provides iLife, a consumer-oriented digital lifestyle software application suite; iWork, an integrated productivity suite that helps users create, present, and publish documents, presentations, and spreadsheets; and other application software, such as Final Cut Pro, Logic Pro X, and FileMaker Pro. In addition, it offers Apple TV that connects to consumers' TV and enables them to access digital content directly for streaming high definition video, playing music and games, and viewing photos; Apple Watch, a personal electronic device; and iPod, a line of portable digital music and media players. Further, the company sells Apple-branded and third-party Mac-compatible, and iOS-compatible accessories, such as headphones, displays, storage devices, Beats products, and other connectivity and computing products and supplies. Additionally, it offers iCloud, a cloud service; AppleCare that offers support options for its customers; and Apple Pay, a mobile payment service. The company sells and delivers digital content and applications through the iTunes Store, App Store, Mac App Store, TV App Store, iBooks Store, and Apple Music. It also sells its products through its retail and online stores, and direct sales force, as well as through third-party cellular network carriers, wholesalers, retailers, and value-added resellers. Apple Inc. was founded in 1977 and is headquartered in Cupertino, California.",Tim Cook,www.apple.com,"ONE APPLE PARK WAY, CUPERTINO, CA 95014","ONE APPLE PARK WAY, CUPERTINO, CA 95014",(408) 996-1010,1 Infinite Loop,,Cupertino,95014,INCORPORATED,0000320193,2020-05-01,California,United States of America,California,United States of America,132000.0,ACTIVE,Consumer Goods,Consumer Durables,Electronic Equipment,indu,True,2007-09-29,2020-03-28,1980-12-12,2020-07-30
com_2zvNzA,XOM,Exxon Mobil Corp,J3WHBG0MTS7O8ZVMDC91,EXXON MOBIL CORP,NYSE,2911,"Exxon Mobil Corp. engages in the exploration, development, and distribution of oil, gas, and petroleum products. It operates through the following segments: Upstream, Downstream, and Chemical. The Upstream segment produces crude oil and natural gas. The Downstream segment manufactures and trades petroleum products. The Chemical segment offers petrochemicals. The company was founded by John D. Rockefeller in 1882 and is headquartered in Irving, TX.","Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/South America, Europe, Africa, Asia, and Australia/Oceania. The company operates through Upstream, Downstream, and Chemical segments. It also manufactures petroleum products; manufactures and markets commodity petrochemicals, including olefins, aromatics, polyethylene, and polypropylene plastics, as well as various specialty product; and transports and sells crude oil, natural gas, and petroleum products. The company has approximately 35,047 gross and 29,375 net operated wells. Exxon Mobil Corporation was founded in 1870 and is headquartered in Irving, Texas.",Darren W. Woods,www.exxonmobil.com,"5959 LAS COLINAS BLVD, IRVING, TX 75039-2298","5959 LAS COLINAS BLVD, IRVING, TX 75039-2298",9729406000,5959 Las Colinas Boulevard,Las Colinas,Irving,75039,CORPORATION,0000034088,2020-05-06,Texas,United States of America,New Jersey,United States of America,71000.0,ACTIVE,Basic Materials,Energy,Major Integrated Oil & Gas,indu,True,2007-12-31,2020-03-31,1970-01-02,2020-07-30
com_0XLDXx,ORCL,Oracle Corp,1Z4GXXU7ZHVWFCD8TV52,ORACLE CORP,NYSE,7372,"Oracle Corp. provides enterprise software and computer hardware products and services. The company is organized into the following businesses: Software and Cloud, Hardware Systems and Services. The Software and Cloud business operates through the following segments: New Software Licenses and Cloud Software Subscriptions, Cloud Infrastructure-As-A-Service and Software License Updates and Product Support. The New Software Licenses and Cloud Software Subscriptions segment includes database, middleware and application software licenses, as well as its Oracle cloud software-as-a-service and platform-as-a-service offerings. The cloud infrastructure-as-a-service segment provides deployment and management offerings for its software and hardware and related IT infrastructure. The Software License Updates and Product Support segment provide customers with rights to software product upgrades and maintenance releases and patches released during the term of the support period. The Hardware Systems business operates through the following segments: Hardware Systems Products and Hardware Systems Support. The Hardware Systems Products segment provides a broad selection of hardware systems and related services including servers, storage, networking, virtualization software, operating systems and management software to support diverse IT environments, including cloud computing environments. The Hardware Systems Support segment provides customers with software updates for software components that are essential to the functionality of its server and storage products, such as Oracle Solaris and certain other software products, and can include product repairs, maintenance services and technical support services. The Services business offer services solutions to help customers and partners maximize the performance of their investments in Oracle technology. Oracle Corp. was founded on June 16, 1977 by Lawrence Joseph Ellison, Robert Nimrod Miner and Edward A. Oates and is headquartered in Redwood City, CA.","Oracle Corporation develops, manufactures, markets, sells, hosts, and supports database and middleware software, application software, cloud infrastructure, hardware systems, and related services worldwide. It offers services in three primary layers of the cloud: Software as a Service, Platform as a Service, and Infrastructure as a Service. The company licenses its Oracle Database software, which enables storage, retrieval, and manipulation of various forms of data; and Oracle Fusion Middleware software to build, deploy, secure, access, and integrate business applications, as well as automate their business processes. It also provides a range of software for mobile computing to address the development needs of businesses; and Java, a software development language. In addition, the company offers application software, such as human capital and talent management, customer experience and customer relationship management, financial management and governance, risk and compliance, procurement, project portfolio management, supply chain management, business analytics and enterprise performance management, and industry-specific application software. Further, it offers hardware systems products, such as Oracle Engineered Systems, servers, storage, networking, industry specific hardware, virtualization software, operating systems, management software, and related hardware services. Additionally, the company offers customers with rights to software product upgrades and maintenance releases, patches released, and Internet access to technical content, as well as Internet and telephone access to technical support personnel. The company also provides consulting services, such as IT strategy alignment, enterprise architecture planning and design, initial product implementation and integration, and ongoing product enhancement and upgrade; customer support services; and education services. Oracle Corporation was founded in 1977 and is headquartered in Redwood City, California.",Larry Ellison,www.oracle.com,"500 ORACLE PARKWAY, MAIL STOP 5 OP 7, REDWOOD CITY, CA 94065","500 ORACLE PARKWAY, MAIL STOP 5 OP 7, REDWOOD CITY, CA 94065",6505067000,C/O Corporation Service Company,2711 Centerville Road,Wilmington,19808,CORPORATION,0001341439,2020-06-22,California,United States of America,Delaware,United States of America,136000.0,ACTIVE,Technology,Computer Software & Services,Application Software,indu,True,2008-05-31,2020-05-31,1986-03-12,2020-07-30
com_VXWJgv,KO,Coca-Cola Co,UWJKFUJFZ02DKWI3RY53,COCA COLA CO,NYSE,2080,"The Coca-Cola Co. operates as a beverage company. It manufactures, markets, and sells non-alcoholic beverages which include sparkling beverages and still beverages such as waters; enhanced waters; juices and juice drinks; ready-to-drink teas and coffees; and energy and sports drinks. Its brands include Coca-Cola, Diet Coke, Coca-Cola Zero, Fanta, Sprite, Minute Maid, Georgia, Powerade, Del Valle, Schweppes, Aquarius, Minute Maid Pulpy, Dasani, Simply, Glaceau Vitaminwater, Bonaqua, Gold Peak, Fuze Tea, Glaceau Smartwater, and Ice Dew. It operates through the following segments: Eurasia and Africa, Europe, Latin America, North America, Asia Pacific, Bottling Investments, and Corporate. The company was founded by Asa Griggs Candler in 1886 and is headquartered in Atlanta, GA.","The Coca-Cola Company, a beverage company, manufactures and distributes various nonalcoholic beverages worldwide. The company primarily offers sparkling beverages and still beverages. Its sparkling beverages include nonalcoholic ready-to-drink beverages with carbonation, such as carbonated energy drinks, and carbonated waters and flavored waters. The company's still beverages comprise nonalcoholic beverages without carbonation, including noncarbonated waters, flavored and enhanced waters, noncarbonated energy drinks, juices and juice drinks, ready-to-drink teas and coffees, and sports drinks. It also provides flavoring ingredients, sweeteners, beverage ingredients, and fountain syrups, as well as powders for purified water products. The Coca-Cola Company sells its products primarily under the Coca-Cola, Diet Coke/Coca-Cola Light, Coca-Cola Zero, Fanta, Sprite, Minute Maid, Georgia, Powerade, Del Valle, Schweppes, Aquarius, Minute Maid Pulpy, Dasani, Simply, Glaceau Vitaminwater, Gold Peak, FUZE TEA, Glaceau Smartwater, Ice Dew, I LOHAS, and Ayataka brand names. The company offers its beverage products through a network of company-owned or controlled bottling and distribution operators, as well as through independent bottling partners, distributors, wholesalers, and retailers. The Coca-Cola Company was founded in 1886 and is headquartered in Atlanta, Georgia.",Ahmet Muhtar Kent,www.coca-colacompany.com,"ONE COCA COLA PLAZA, ATLANTA, GA 30313","ONE COCA COLA PLAZA, ATLANTA, GA 30313",404-676-2121,One Coca-Cola Plaza,,Atlanta,30313,CORPORATION,0000021344,2020-07-22,Georgia,United States of America,Delaware,United States of America,62600.0,ACTIVE,Consumer Goods,Food & Beverage,Beverages - Soft Drinks,indu,True,2007-12-31,2020-06-26,1962-01-02,2020-07-30
com_NgYGzd,INTC,Intel Corp,KNX4USFCNGPY45LOCE31,INTEL CORP,NASDAQ,3674,"Intel Corp. designs, manufactures and sells computer components and related products. The company also engages in the designing and manufacturing of computing and communication components, such as microprocessors, chipsets, motherboards, and wireless and wired connectivity products. It develops advanced integrated digital technology products, primarily integrated circuits, for industries such as computing and communications. The company operates its business through the following segments: Client computing Group, Data Center Group, Internet of Things Group, Software & Services and All Other. The Client Computing Group segment includes platforms designed for the notebook, desktop, tablets, phones, wireless and wired connectivity products, and mobile communication components. The Data Center Group segment includes platforms designed for the enterprise, cloud, communications infrastructure, and technical computing segments. The Internet of Things Group segment offers platforms designed for Internet of Things market segments, including retail, transportation, industrial, and buildings and home use, along with other market segments. The Software & Services Operating segment includes software products designed to deliver innovative solutions that secure computers, mobile devices, networks, and software products and services that promote Intel architecture as the platform of choice for software development. Intel was founded by Robert Norton Noyce and Gordon Earle Moore on July 18, 1968 and is headquartered in Santa Clara, CA.","Intel Corporation designs, manufactures, and sells computer, networking, and communications platforms worldwide. It operates through Client Computing Group, Data Center Group, Internet of Things Group, Non-Volatile Memory Solutions Group, Intel Security Group, Programmable Solutions Group, and All Other segments. The company's platforms are used in notebooks, 2 in 1 systems, desktops, servers, tablets, smartphones, wireless and wired connectivity products, and mobile communication components; enterprise, cloud, and communication infrastructure; and retail, transportation, industrial, video, buildings, and other market segments. It offers microprocessors that processes system data and controls other devices in the system; chipsets, which send data between the microprocessor and input, display, and storage devices, such as keyboard, mouse, monitor, hard drive or solid-state drive, and optical disc drives; and system-on-chip and multichip packaging products that integrate its central processing units with other system components onto a single chip. The company also NAND flash memory products primarily used in solid-state drives; security software products that secure computers, mobile devices, and networks; programmable semiconductors and related products for communications, data center, industrial, military, and automotive market segments. It serves original equipment manufacturers, original design manufacturers, cloud and communications service providers, and industrial, communications, and automotive equipment manufacturers. The company was founded in 1968 and is based in Santa Clara, California.",Brian M. Krzanich,www.intel.com,"2200 MISSION COLLEGE BLVD, RNB-4-151, SANTA CLARA, CA 95054","2200 MISSION COLLEGE BLVD, RNB-4-151, SANTA CLARA, CA 95054",4087658080,2200 Mission College Boulevard,RNB-4-151,Santa Clara,95054,CORPORATION,0000050863,2020-07-24,California,United States of America,Delaware,United States of America,107400.0,ACTIVE,Technology,Electronics,Semiconductor - Broad Line,indu,True,2007-12-29,2020-06-27,1980-03-17,2020-07-30
com_NgPvzd,WMT,Walmart Inc,Y87794H0US1R65VBXU25,Walmart Inc.,NYSE,5331,"Wal-Mart Stores, Inc. engages in retail and wholesale business. It operates through the following business segments: Walmart U.S., Walmart International, and Sam's Club. The Walmart U.S. segment includes retail store and digital retail operations in the U.S. It also offers financial services and related products such as money orders, prepaid cards, wire transfers, check cashing, and bill payment. The Walmart International segment is categorized into retail, wholesale, and other formats operations outside the U.S. These categories include supercenters, supermarkets, hypermarkets, warehouse clubs, Sam's Clubs, cash and carry, home improvement, specialty electronics, apparel store, drug stores, convenience stores, and digital retail. The Sam's Club segment comprises membership-only warehouse clubs and samsclubs.com. It offers specialty services, auto buying, pharmacy, optical, hearing aid centers, tire and battery centers, and business operations support services. The company was founded by Samuel Moore Walton and James Lawrence Walton on July 2, 1962 and is headquartered in Bentonville, AR.","Wal-Mart Stores, Inc. operates retail stores in various formats worldwide. It operates through three segments: Walmart U.S., Walmart International, and Sam's Club. The company operates discount stores, supermarkets, supercenters, hypermarkets, warehouse clubs, cash and carry stores, home improvement stores, specialty electronics stores, apparel stores, drug stores, convenience stores, and membership-only warehouse clubs; and retail Websites, such as walmart.com and samsclub.com, as well as mobile commerce applications. It offers grocery products, including meat, produce, natural and organics, deli and bakery, dairy, frozen foods, alcoholic and nonalcoholic beverages, floral and dry grocery, as well as consumables, such as health and beauty aids, baby products, household chemicals, paper goods, and pet supplies; and health and wellness products, which include pharmacy, optical services, clinical services, over-the-counter drugs, and other medical products. The company also provides electronics, cameras and supplies, photo processing services, cellular phones, cellular service plan contracts and prepaid service, movies, music, video games, and books; stationery, automotive, hardware and paint, sporting goods, and outdoor living and horticulture, as well as fabrics, crafts, and seasonal merchandise; apparel for women, girls, men, boys, and infants, as well as shoes, jewelry, and accessories; and home furnishings, housewares and small appliances, bedding, home decor, and toys. In addition, it offers fuel and financial services and related products, including money orders, prepaid cards, wire transfers, money transfers, check cashing, and bill payment. In addition, it offers brand name merchandise, including hardgoods, softgoods, and selected private-label items, such as Member's Mark. It operates 11,695 stores under 59 banners in 28 countries and e-commerce Websites in 11 countries. Wal-Mart Stores, Inc. was founded in 1945 and is headquartered in Bentonville, Arkansas.",C. Douglas McMillon,corporate.walmart.com,"702 SOUTHWEST 8TH ST, BENTONVILLE, AR 72716","702 SOUTHWEST 8TH STREET, BENTONVILLE, AR 72716",5012734000,702 South West 8th Street,,Bentonville,72712,INCORPORATED,0000104169,2020-06-03,Arkansas,United States of America,Delaware,United States of America,2200000.0,ACTIVE,Services,Retail,"Discount, Variety Stores",indu,True,2008-01-31,2020-04-30,1972-08-25,2020-07-30
com_qzEByJ,MSFT,Microsoft Corp,INR2EJN1ERAN0W5ZP974,MICROSOFT CORP,NASDAQ,7372,"Microsoft Corp. engages in the provision of developing and marketing software and hardware services. Its products include operating systems for computing devices, servers, phones and intelligent devices. It also offers server applications for distributed computing environments, productivity applications, business solution applications, desktop and server management tools, software development tools, video games, and online advertising. It operates through the following segments: Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Productivity and Business Processes segment consists of products and cloud services in portfolio of productivity, communication, and information services. It comprises of office commercial, office consumer, and microsoft dynamics business solutions. The Intelligent Cloud segment offers hybrid server products and cloud services. It comprises of server products and cloud services and enterprise services. The More Personal Computing segment comprises of windows, devices, gaming, and search advertising. The company was founded by William Henry Gates III in 1975 and is headquartered in Redmond, WA.","Microsoft Corporation, a technology company, develops, licenses, and supports software products, services, and devices worldwide. The company's Productivity and Business Processes segment offers Office 365 commercial products and services for businesses, including Office, Exchange, SharePoint, and Skype, as well as related Client Access Licenses (CALs); Office 365 consumer services, such as Skype, Outlook.com, and OneDrive; Dynamics business solutions, such as financial management, customer relationship management, supply chain management, and analytics applications for small and mid-size businesses, large organizations, and divisions of enterprises; and LinkedIn online professional network. Its Intelligent Cloud segment licenses server products and cloud services, such as SQL Server, Windows Server, Visual Studio, System Center, and related CALs, as well as Azure, a cloud platform with computing, networking, storage, database, and management services; and enterprise services, such as Premier Support and Microsoft Consulting that assist in developing, deploying, and managing Microsoft server and desktop solutions, as well as provide training and certification to developers and IT professionals on Microsoft products. The company's More Personal Computing segment comprises Windows OEM, volume, and other non-volume licensing of the Windows operating system, as well as patent licensing, Windows Embedded, MSN display advertising, and Windows Phone licensing system; devices, including Microsoft Surface, phones, and PC accessories; and search advertising, including Bing and Bing Ads. This segment also provides gaming platforms, including Xbox hardware, Xbox Live, video games, and third-party video games. The company markets and distributes its products through original equipment manufacturers (OEM), distributors, and resellers, as well as through online and Microsoft retail stores. Microsoft Corporation was founded in 1975 and is headquartered in Redmond, Washington.",Satya Nadella,www.microsoft.com,"ONE MICROSOFT WAY, REDMOND, WA 98052-6399","ONE MICROSOFT WAY, REDMOND, WA 98052-6399",425-882-8080,1 Microsoft Way,,Redmond,98052,CORPORATION,0000789019,2020-04-29,Washington,United States of America,Washington,United States of America,144000.0,ACTIVE,Technology,Computer Software & Services,Business Software & Services,indu,True,2008-06-30,2020-03-31,1986-03-13,2020-07-30
com_dXOKXo,IBM,International Business Machines Corp,VGRQXHF3J8VDLUA7XE92,INTERNATIONAL BUSINESS MACHINES CORP,NYSE,3570,"International Business Machines Corp. is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes. It operates through the following segments: Global Technology Services, Global Business Services, Software, Systems Hardware, Global Financing, and Other. The Global Technology Services segment provides information technology infrastructure services ranging from strategic outsourcing, integrated technology services, cloud, and technology support services or the maintenance services. The Global Business Services segment delivers a range of solutions including consulting, and systems integration, application management services, and global process services. The Software segment consists primarily of middleware and operating systems software which supports information management, Tivoli, workforce solutions, and others. The Systems Hardware segment  refers to infrastructure technologies such as server, and storage. The Global Financing segment relates to the acquisition of information technology systems, software and services by providing financing solutions such as client financing, commercial financing, and remanufacturing and remarketing. The company was founded by Charles Ranlett Flint and Thomas J. Watson Sr. on June 16, 1911 and is headquartered in Armonk, NY.","International Business Machines Corporation provides information technology (IT) products and services worldwide. Its Cognitive Solutions segment includes Watson, a cognitive computing platform that interacts in natural language, processes big data, and learns from interactions with people and computers. The company's Cognitive Solutions segment also offers data and analytics solutions, including analytics and data management platforms, cloud data services, enterprise social software, talent management solutions, and solutions tailored by industry; and transaction processing software that runs mission-critical systems in banking, airlines, and retail industries. The company's Global Business Services segment offers business consulting services; delivers system integration, application management, maintenance, and support services for packaged software applications; and business process outsourcing services. Its Technology Services & Cloud Platforms segment provides cloud, project-based, outsourcing, and other managed services for enterprise IT infrastructure environments. This segment also offers technical support, and software and solution support; and integration software solutions. The company's Systems segment offers servers for businesses, cloud service providers, and scientific computing organizations; data storage products and solutions; and z/OS, an enterprise operating system for z systems. Its Global Financing segment provides lease, installment payment plans, and loan financing services to end users and internal clients; short-term inventory and accounts receivable financing to suppliers, distributors, and remarketers; and remanufacturing and remarketing services. The company was formerly known as Computing-Tabulating-Recording Co. and changed its name to International Business Machines Corporation in 1924. The company was founded in 1910 and is headquartered in Armonk, New York.",Ginni Rometty,www.ibm.com,"1 NEW ORCHARD ROAD, ARMONK, NY 10504","1 NEW ORCHARD RD, ARMONK, NY 10504",9144991900,1 New Orchard Road,,Armonk,10504-1722,CORPORATION,0000051143,2020-07-28,New York,United States of America,New York,United States of America,350600.0,ACTIVE,Technology,Computer Software & Services,Information Technology Services,indu,True,2007-12-31,2020-06-30,1962-01-02,2020-07-30
com_DzonXe,CVX,Chevron Corp,,CHEVRON CORP,NYSE,2911,"Chevron Corp. engages in the business of integrated energy and chemical operations. It operates through the Upstream and Downstream segments. The Upstream segment consists primarily of exploring for, developing and producing crude oil and natural gas; processing, liquefaction, transportation, and regasification associated with liquefied natural gas; transporting crude oil by major international oil export pipelines; transporting, storage and marketing of natural gas; and a gas-to-liquids project. The Downstream segment consists primarily of refining crude oil into petroleum products; marketing of crude oil and refined products; transporting crude oil and refined products by pipeline, marine vessel, motor equipment and rail car; and manufacturing and marketing of commodity petrochemicals, plastics for industrial uses and fuel and lubricant additives. The company was founded in 1906 and is headquartered in San Ramon, CA.","Chevron Corporation, through its subsidiaries, engages in integrated energy, chemicals, and petroleum operations worldwide. The company operates in two segments, Upstream and Downstream. The Upstream segment is involved in the exploration, development, and production of crude oil and natural gas; processing, liquefaction, transportation, and regasification associated with liquefied natural gas; transportation of crude oil through pipelines; and transportation, storage, and marketing of natural gas, as well as operates a gas-to-liquids plant. The Downstream segment engages in refining crude oil into petroleum products; marketing crude oil and refined products; transporting crude oil and refined products through pipeline, marine vessel, motor equipment, and rail car; and manufacturing and marketing commodity petrochemicals, and fuel and lubricant additives, as well as plastics for industrial uses. It is also involved in the cash management and debt financing activities; insurance operations; real estate activities; and technology businesses. Further, the company holds interests in power plants, as well as operates geothermal plants; and engages in the transportation of refined products primarily in the coastal waters of the United States. The company was formerly known as ChevronTexaco Corporation and changed its name to Chevron Corporation in 2005. Chevron Corporation was founded in 1879 and is headquartered in San Ramon, California.",John S. Watson,www.chevron.com,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA 94583","6001 BOLLINGER CANYON ROAD, SAN RAMON, CA 94583",925-842-1000,6001 BOLLINGER CANYON ROAD,,SAN RAMON,94583,,0000093410,2020-05-06,California,United States of America,Delaware,United States of America,48600.0,,Basic Materials,Energy,Major Integrated Oil & Gas,indu,True,2006-12-31,2020-03-31,1970-01-02,2020-07-30
com_nzJNzB,JNJ,Johnson & Johnson,549300G0CFPGEF6X2043,JOHNSON & JOHNSON,NYSE,2834,"Johnson & Johnson is an investment holding company with interests in health care products. It engages in research and development, manufacture and sale of personal care hygienic products, pharmaceuticals and surgical equipment. The company operates through the following business segments: Consumer, Pharmaceutical and Medical Devices. The Consumer segment includes products used in the baby care, skin care, oral care, wound care and women's health care fields, as well as nutritional and over-the-counter pharmaceutical products, and wellness and prevention platforms. The baby care franchise includes the JOHNSON'S Baby line of products. The Pharmaceutical segment includes products in the anti-infective, antipsychotic, contraceptive, gastrointestinal, hematology, immunology, infectious diseases, neurology, oncology, pain management, thrombosis and vaccines. The Medical Devices segment includes products distributed to wholesalers, hospitals and retailers, used principally in the professional fields by physicians, nurses, hospitals, and clinics. These include products to treat cardiovascular disease; orthopaedic and neurological products; blood glucose monitoring and insulin delivery products; general surgery, biosurgical, and energy products; professional diagnostic products; infection prevention products; and disposable contact lenses. Johnson & Johnson was founded by Robert Wood Johnson I, James Wood Johnson and Edward Mead Johnson Sr. in 1886 and is headquartered in New Brunswick, NJ.","Johnson & Johnson, together with its subsidiaries, researches and develops, manufactures, and sells various products in the health care field worldwide. It operates through three segments: Consumer, Pharmaceutical, and Medical Devices. The Consumer segment offers baby care products under the JOHNSON'S brand; oral care products under the LISTERINE brand; beauty products under the AVEENO, CLEAN & CLEAR, DABAO, JOHNSON'S Adult, LE PETITE MARSEILLAIS, NEUTROGENA, RoC, and OGX brands; over-the-counter medicines, including acetaminophen products under the TYLENOL brand; cold, flu, and allergy products under the SUDAFED brand; allergy products under the BENADRYL and ZYRTEC brands; ibuprofen products under the MOTRIN IB brand; and acid reflux products under the PEPCID brand. This segment also provides women's health products, such as sanitary pads under the STAYFREE and CAREFREE brands, and tampons under the o.b. brand; wound care products comprising brand adhesive bandages under the BAND-AID brand and first aid products under the NEOSPORIN brand. The Pharmaceutical segment offers various products in the areas of immunology, infectious diseases and vaccines, neuroscience, oncology, and cardiovascular and metabolic diseases. The Medical Devices segment provides orthopaedic products; general surgery, biosurgical, endomechanical, and energy products; electrophysiology products to treat cardiovascular disease; sterilization and disinfection products to reduce surgical infection; diabetes care products that include blood glucose monitoring and insulin delivery products; and disposable contact lenses. The company markets its products to general public, retail outlets and distributors, wholesalers, hospitals, and health care professionals for prescription use, as well as for use in the professional fields by physicians, nurses, hospitals, eye care professionals, and clinics. Johnson & Johnson was founded in 1885 and is based in New Brunswick, New Jersey.",Alex Gorsky,www.jnj.com,"ONE JOHNSON & JOHNSON PLZ, NEW BRUNSWICK, NJ 08933","ONE JOHNSON & JOHNSON PLZ, NEW BRUNSWICK, NJ 08933",732-524-2455,One Johnson & Johnson Plaza,,New Brunswick,08901,CORPORATION,0000200406,2020-07-24,New Jersey,United States of America,New Jersey,United States of America,135100.0,ACTIVE,Healthcare,Drugs,Drug Manufacturers - Major,indu,True,2007-12-30,2020-06-28,1970-01-02,2020-07-30
