company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
American Airlines Group Inc,AAL,,6201,2008.0,FY,2008-01-01,2008-12-31,2011-02-16 16:29:46+00:00,-8.16,-8.16,,1207000000.0,-8.16,0.0,,-2118000000.0,-2118000000.0,-2118000000.0,17398000000.0,21594000000.0,360000000.0,1816000000.0,2172000000.0,,1213000000.0,4021000000.0,17398000000.0,6368000000.0,770000000.0,181000000.0,8257000000.0,-1889000000.0,-229000000.0,-2118000000.0,23766000000.0,259600000.0,259600000.0,259600000.0
American Airlines Group Inc,AAL,,6201,2009.0,FY,2009-01-01,2009-12-31,2012-02-15 16:50:27+00:00,-4.99,-4.99,,1104000000.0,-4.99,-284000000.0,,-1468000000.0,-1468000000.0,-1468000000.0,15498000000.0,17627000000.0,-80000000.0,3295000000.0,2290000000.0,171000000.0,,853000000.0,15498000000.0,4419000000.0,702000000.0,34000000.0,5423000000.0,-1004000000.0,-748000000.0,-1752000000.0,19917000000.0,294000000.0,294000000.0,294000000.0
American Airlines Group Inc,AAL,,6201,2009.0,Q3,2009-07-01,2009-09-30,2010-10-20 17:02:04+00:00,-1.26,-1.26,,272000000.0,-1.26,-30000000.0,,-359000000.0,-359000000.0,-359000000.0,3953000000.0,4541000000.0,-31000000.0,128000000.0,586000000.0,,64000000.0,904000000.0,3953000000.0,1174000000.0,171000000.0,7000000.0,1368000000.0,-194000000.0,-195000000.0,-389000000.0,5127000000.0,284900000.0,284900000.0,284900000.0
American Airlines Group Inc,AAL,,6201,2009.0,Q2,2009-04-01,2009-06-30,2010-07-21 16:58:28+00:00,-1.39,-1.39,,282000000.0,-1.39,0.0,,-390000000.0,-390000000.0,-390000000.0,3472000000.0,4324000000.0,-16000000.0,461000000.0,565000000.0,,23000000.0,877000000.0,3472000000.0,1417000000.0,157000000.0,9000000.0,1643000000.0,-226000000.0,-164000000.0,-390000000.0,4889000000.0,280600000.0,280600000.0,280600000.0
American Airlines Group Inc,AAL,,6201,2010.0,Q4,2010-10-01,2010-12-31,,-0.29,-0.29,,285000000.0,-0.25,-35000000.0,,-98000000.0,-98000000.0,-98000000.0,4175000000.0,4987000000.0,-13000000.0,2854000000.0,599000000.0,,,-1796000000.0,4175000000.0,1411000000.0,195000000.0,7000000.0,1343000000.0,68000000.0,-201000000.0,-133000000.0,5586000000.0,333000000.0,333000000.0,333000000.0
American Airlines Group Inc,AAL,,6201,2010.0,FY,2010-01-01,2010-12-31,2013-04-15 21:21:16+00:00,-1.41,-1.41,,1093000000.0,-1.41,-35000000.0,,-471000000.0,-471000000.0,-471000000.0,16574000000.0,19759000000.0,-48000000.0,3219000000.0,2411000000.0,0.0,,976000000.0,16574000000.0,5596000000.0,792000000.0,26000000.0,5288000000.0,308000000.0,-814000000.0,-506000000.0,22170000000.0,333000000.0,333000000.0,333000000.0
American Airlines Group Inc,AAL,,6201,2010.0,Q3,2010-07-01,2010-09-30,2011-10-19 16:34:39+00:00,0.43,0.43,,274000000.0,0.39,0.0,,143000000.0,143000000.0,143000000.0,4182000000.0,5240000000.0,-10000000.0,129000000.0,602000000.0,,,915000000.0,4182000000.0,1660000000.0,197000000.0,8000000.0,1318000000.0,342000000.0,-199000000.0,143000000.0,5842000000.0,332600000.0,332600000.0,366700000.0
American Airlines Group Inc,AAL,,6201,2010.0,Q3YTD,2010-01-01,2010-09-30,,-1.12,-1.12,,808000000.0,-1.16,,,-373000000.0,-373000000.0,-373000000.0,12399000000.0,14772000000.0,-35000000.0,365000000.0,1812000000.0,,,2772000000.0,12399000000.0,4185000000.0,597000000.0,19000000.0,3945000000.0,240000000.0,-613000000.0,-373000000.0,16584000000.0,332600000.0,332600000.0,366700000.0
American Airlines Group Inc,AAL,,6201,2010.0,Q2,2010-04-01,2010-06-30,2011-07-20 16:10:58+00:00,-0.03,-0.03,,267000000.0,-0.03,0.0,,-11000000.0,-11000000.0,-11000000.0,4206000000.0,5049000000.0,-12000000.0,121000000.0,625000000.0,,,884000000.0,4206000000.0,1468000000.0,201000000.0,6000000.0,1272000000.0,196000000.0,-207000000.0,-11000000.0,5674000000.0,366700000.0,366700000.0,366700000.0
American Airlines Group Inc,AAL,,6201,2010.0,Q2YTD,2010-01-01,2010-06-30,,-1.55,-1.55,,534000000.0,-1.55,,,-516000000.0,-516000000.0,-516000000.0,8217000000.0,9532000000.0,-25000000.0,236000000.0,1210000000.0,,,1857000000.0,8217000000.0,2525000000.0,400000000.0,11000000.0,2627000000.0,-102000000.0,-414000000.0,-516000000.0,10742000000.0,366700000.0,366700000.0,366700000.0
American Airlines Group Inc,AAL,,6201,2010.0,Q1,2010-01-01,2010-03-31,2011-04-20 16:38:41+00:00,-1.52,-1.52,,267000000.0,-1.52,0.0,,-505000000.0,-505000000.0,-505000000.0,4011000000.0,4483000000.0,-13000000.0,115000000.0,585000000.0,,,973000000.0,4011000000.0,1057000000.0,199000000.0,5000000.0,1355000000.0,-298000000.0,-207000000.0,-505000000.0,5068000000.0,332200000.0,332200000.0,332200000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q4,2011-10-01,2011-12-31,,-13.19,-13.19,,100000000.0,-13.19,,,-1095000000.0,-1095000000.0,-1095000000.0,2499000000.0,5318000000.0,-122000000.0,5255000000.0,638000000.0,756000000.0,,-1888000000.0,2499000000.0,3457000000.0,213000000.0,6000000.0,4223000000.0,-766000000.0,-329000000.0,-1095000000.0,5956000000.0,125000000.0,124985000.0,124985000.0
American Airlines Group Inc,AAL,,6201,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 07:52:16+00:00,-15.83,-15.83,,915000000.0,-15.83,0.0,,-1979000000.0,-1979000000.0,-1979000000.0,16597000000.0,21380000000.0,-157000000.0,5646000000.0,2599000000.0,756000000.0,,1102000000.0,16597000000.0,7382000000.0,811000000.0,26000000.0,8419000000.0,-1037000000.0,-942000000.0,-1979000000.0,23979000000.0,125000000.0,124985000.0,124985000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q3,2011-07-01,2011-09-30,2012-10-17 08:16:20+00:00,-0.48,-0.48,,273000000.0,-0.48,0.0,,-162000000.0,-162000000.0,-162000000.0,4904000000.0,5727000000.0,-7000000.0,137000000.0,649000000.0,0.0,,1023000000.0,4904000000.0,1472000000.0,200000000.0,6000000.0,1433000000.0,39000000.0,-201000000.0,-162000000.0,6376000000.0,337500000.0,337500000.0,337500000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q3YTD,2011-01-01,2011-09-30,,-2.64,-2.64,,815000000.0,-2.64,,,-884000000.0,-884000000.0,-884000000.0,14098000000.0,16062000000.0,-35000000.0,391000000.0,1961000000.0,,,2990000000.0,14098000000.0,3925000000.0,598000000.0,20000000.0,4196000000.0,-271000000.0,-613000000.0,-884000000.0,18023000000.0,337500000.0,337500000.0,337500000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q3TTM,2010-10-01,2011-09-30,,-2.93,-2.93,,1100000000.0,-2.89,-35000000.0,,-982000000.0,-982000000.0,-982000000.0,18273000000.0,21049000000.0,-48000000.0,3245000000.0,2560000000.0,,,1194000000.0,18273000000.0,5336000000.0,793000000.0,27000000.0,5539000000.0,-203000000.0,-814000000.0,-1017000000.0,23609000000.0,337500000.0,337500000.0,337500000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q2,2011-04-01,2011-06-30,2012-07-18 16:47:18+00:00,-0.85,-0.85,,266000000.0,-0.85,0.0,,-286000000.0,-286000000.0,-286000000.0,4813000000.0,5455000000.0,-10000000.0,133000000.0,659000000.0,0.0,,980000000.0,4813000000.0,1301000000.0,205000000.0,7000000.0,1379000000.0,-78000000.0,-208000000.0,-286000000.0,6114000000.0,336500000.0,336500000.0,336500000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q2YTD,2011-01-01,2011-06-30,,-2.16,-2.16,,542000000.0,-2.16,,,-722000000.0,-722000000.0,-722000000.0,9194000000.0,10335000000.0,-28000000.0,254000000.0,1312000000.0,,,1967000000.0,9194000000.0,2453000000.0,398000000.0,14000000.0,2763000000.0,-310000000.0,-412000000.0,-722000000.0,11647000000.0,336500000.0,336500000.0,336500000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q2TTM,2010-07-01,2011-06-30,,-2.02,-2.02,,1101000000.0,-2.02,-35000000.0,,-677000000.0,-677000000.0,-677000000.0,17551000000.0,20562000000.0,-51000000.0,3237000000.0,2513000000.0,,,1086000000.0,17551000000.0,5524000000.0,790000000.0,29000000.0,5424000000.0,100000000.0,-812000000.0,-712000000.0,23075000000.0,336500000.0,336500000.0,336500000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q1,2011-01-01,2011-03-31,2012-04-19 09:01:21+00:00,-1.31,-1.31,,276000000.0,-1.31,0.0,,-436000000.0,-436000000.0,-436000000.0,4381000000.0,4880000000.0,-18000000.0,121000000.0,653000000.0,0.0,,987000000.0,4381000000.0,1152000000.0,193000000.0,7000000.0,1384000000.0,-232000000.0,-204000000.0,-436000000.0,5533000000.0,332800000.0,332800000.0,332800000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q1TTM,2010-04-01,2011-03-31,,-1.2,-1.2,,1102000000.0,-1.2,-35000000.0,,-402000000.0,-402000000.0,-402000000.0,16944000000.0,20156000000.0,-53000000.0,3225000000.0,2479000000.0,,,990000000.0,16944000000.0,5691000000.0,786000000.0,28000000.0,5317000000.0,374000000.0,-811000000.0,-437000000.0,22635000000.0,332800000.0,332800000.0,332800000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q4,2012-10-01,2012-12-31,,-1.14,-1.14,,68000000.0,-1.14,-569000000.0,1058000000.0,263000000.0,263000000.0,263000000.0,5400000000.0,5322000000.0,-190000000.0,2666000000.0,615000000.0,-328000000.0,,-2971000000.0,5400000000.0,537000000.0,166000000.0,6000000.0,493000000.0,44000000.0,-350000000.0,-306000000.0,5937000000.0,249500000.0,249490000.0,249490000.0
American Airlines Group Inc,AAL,,6201,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 08:02:34+00:00,-7.52,-7.52,,845000000.0,-7.52,-569000000.0,1058000000.0,-1876000000.0,-1876000000.0,-1876000000.0,19744000000.0,22332000000.0,-1987000000.0,3060000000.0,2523000000.0,,,,19744000000.0,5111000000.0,632000000.0,26000000.0,4963000000.0,148000000.0,-2593000000.0,-2445000000.0,24855000000.0,249500000.0,249490000.0,249490000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q3,2012-07-01,2012-09-30,2012-10-17 08:16:20+00:00,-0.71,-0.71,,256000000.0,-0.71,0.0,,-238000000.0,-238000000.0,-238000000.0,4776000000.0,5813000000.0,-148000000.0,139000000.0,616000000.0,211000000.0,,996000000.0,4776000000.0,1653000000.0,148000000.0,7000000.0,1602000000.0,51000000.0,-289000000.0,-238000000.0,6429000000.0,335200000.0,335200000.0,335200000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q3YTD,2012-01-01,2012-09-30,,-6.38,-6.38,,777000000.0,-6.38,,,-2139000000.0,-2139000000.0,-2139000000.0,14344000000.0,17010000000.0,-1797000000.0,394000000.0,1908000000.0,328000000.0,,2971000000.0,14344000000.0,4574000000.0,466000000.0,20000000.0,4470000000.0,104000000.0,-2243000000.0,-2139000000.0,18918000000.0,335200000.0,335200000.0,335200000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q3TTM,2011-10-01,2012-09-30,,-19.57,-19.57,,877000000.0,-19.57,,,-3234000000.0,-3234000000.0,-3234000000.0,16843000000.0,22328000000.0,-1919000000.0,5649000000.0,2546000000.0,1084000000.0,,1083000000.0,16843000000.0,8031000000.0,679000000.0,26000000.0,8693000000.0,-662000000.0,-2572000000.0,-3234000000.0,24874000000.0,335200000.0,335200000.0,335200000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q2,2012-04-01,2012-06-30,2013-07-18 16:02:33+00:00,-0.72,-0.72,,261000000.0,-0.72,0.0,,-241000000.0,-241000000.0,-241000000.0,4807000000.0,5802000000.0,-238000000.0,130000000.0,650000000.0,106000000.0,,1006000000.0,4807000000.0,1645000000.0,152000000.0,7000000.0,1503000000.0,142000000.0,-383000000.0,-241000000.0,6452000000.0,334700000.0,334700000.0,334700000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q2YTD,2012-01-01,2012-06-30,,-5.67,-5.67,,521000000.0,-5.67,,,-1901000000.0,-1901000000.0,-1901000000.0,9568000000.0,11197000000.0,-1649000000.0,255000000.0,1292000000.0,117000000.0,,1975000000.0,9568000000.0,2921000000.0,318000000.0,13000000.0,2868000000.0,53000000.0,-1954000000.0,-1901000000.0,12489000000.0,334700000.0,334700000.0,334700000.0
