company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,FY,,2009-06-30,2010-08-13 16:02:12+00:00,5980000000.0,5836000000.0,8601000000.0,17189000000.0,-3358000000.0,4781000000.0,65125000000.0,1209000000.0,56512000000.0,36651000000.0,32606000000.0,20652000000.0,6880000000.0,19462000000.0,283000000.0,10752000000.0,,,-1340000000.0,4348000000.0,9146000000.0,,,3199000000.0,,57309000000.0,16320000000.0,,134833000000.0,61775000000.0,21905000000.0,30901000000.0,63099000000.0,63382000000.0,71451000000.0,134833000000.0,93466000000.0,40550000000.0,1324000000.0,-55961000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2010.0,FY,,2010-06-30,2011-08-10 06:53:53+00:00,7251000000.0,5335000000.0,8559000000.0,17768000000.0,-7822000000.0,2879000000.0,65705000000.0,990000000.0,54012000000.0,37012000000.0,31636000000.0,21360000000.0,6384000000.0,19244000000.0,324000000.0,10902000000.0,,,-1350000000.0,4498000000.0,10189000000.0,,,3194000000.0,,64614000000.0,8472000000.0,,128172000000.0,59838000000.0,18782000000.0,24282000000.0,61115000000.0,61439000000.0,66733000000.0,128172000000.0,90146000000.0,42451000000.0,1277000000.0,-61309000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2010.0,Q3,,2010-03-31,2010-04-30 16:00:50+00:00,5785000000.0,5860000000.0,10449000000.0,18031000000.0,-4049000000.0,4899000000.0,65543000000.0,1231000000.0,55538000000.0,37458000000.0,32201000000.0,22938000000.0,6750000000.0,19427000000.0,343000000.0,11407000000.0,,,-1348000000.0,4330000000.0,8596000000.0,,,2750000000.0,,63879000000.0,7038000000.0,,132986000000.0,65146000000.0,21490000000.0,23272000000.0,66430000000.0,66773000000.0,66213000000.0,132986000000.0,92069000000.0,42941000000.0,1284000000.0,-58879000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2010.0,Q2,,2009-12-31,2010-01-28 07:26:48+00:00,5433000000.0,6544000000.0,10463000000.0,18041000000.0,-2236000000.0,4130000000.0,65377000000.0,1217000000.0,56979000000.0,37687000000.0,32624000000.0,22309000000.0,6864000000.0,19646000000.0,310000000.0,11045000000.0,,,-1347000000.0,4283000000.0,9316000000.0,,,3006000000.0,,62616000000.0,7780000000.0,,135293000000.0,67336000000.0,21761000000.0,23676000000.0,68637000000.0,68947000000.0,66346000000.0,135293000000.0,93886000000.0,42670000000.0,1301000000.0,-57074000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2010.0,Q1,,2009-09-30,2009-10-29 10:30:53+00:00,5581000000.0,6239000000.0,9610000000.0,17703000000.0,-1963000000.0,6294000000.0,65263000000.0,1254000000.0,57011000000.0,37294000000.0,32686000000.0,22439000000.0,7050000000.0,19591000000.0,313000000.0,10917000000.0,989000000.0,526000000.0,-1344000000.0,4576000000.0,9324000000.0,,,2691000000.0,,59287000000.0,12957000000.0,,138381000000.0,65406000000.0,24517000000.0,28674000000.0,66714000000.0,67027000000.0,71354000000.0,138381000000.0,94273000000.0,42680000000.0,1308000000.0,-55837000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2011.0,FY,,2011-06-30,2012-08-08 16:16:27+00:00,8022000000.0,6275000000.0,9290000000.0,20214000000.0,-2054000000.0,2768000000.0,66413000000.0,1140000000.0,57562000000.0,41507000000.0,32620000000.0,22033000000.0,7379000000.0,21293000000.0,361000000.0,11070000000.0,,,-1357000000.0,4909000000.0,9957000000.0,,,4408000000.0,,70682000000.0,9981000000.0,,138354000000.0,66406000000.0,21970000000.0,27293000000.0,67640000000.0,68001000000.0,70353000000.0,138354000000.0,95091000000.0,43060000000.0,1234000000.0,-67278000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2011.0,Q3,,2011-03-31,2011-04-29 08:21:55+00:00,6458000000.0,6264000000.0,9996000000.0,19763000000.0,-3495000000.0,2946000000.0,66188000000.0,1099000000.0,57030000000.0,40284000000.0,32598000000.0,21699000000.0,7619000000.0,20521000000.0,363000000.0,10923000000.0,,,-1355000000.0,4575000000.0,10309000000.0,,,3886000000.0,,69692000000.0,9721000000.0,,136538000000.0,65828000000.0,21814000000.0,26175000000.0,67069000000.0,67432000000.0,69106000000.0,136538000000.0,94203000000.0,42931000000.0,1241000000.0,-65202000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2011.0,Q2,,2010-12-31,2011-01-28 16:02:47+00:00,6267000000.0,6551000000.0,9816000000.0,19082000000.0,-5356000000.0,3249000000.0,65993000000.0,963000000.0,55760000000.0,39034000000.0,32251000000.0,21317000000.0,7423000000.0,19952000000.0,349000000.0,10867000000.0,,,-1355000000.0,4480000000.0,10135000000.0,,,3644000000.0,,68212000000.0,11158000000.0,,134273000000.0,63111000000.0,21830000000.0,27241000000.0,64364000000.0,64713000000.0,69560000000.0,134273000000.0,92491000000.0,42319000000.0,1253000000.0,-64383000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2011.0,Q1,,2010-09-30,2010-10-28 08:44:46+00:00,6716000000.0,6082000000.0,9412000000.0,18796000000.0,-5007000000.0,2603000000.0,65847000000.0,968000000.0,56171000000.0,38673000000.0,32369000000.0,21464000000.0,7277000000.0,19877000000.0,346000000.0,10709000000.0,,,-1353000000.0,4779000000.0,10678000000.0,,,3566000000.0,,66282000000.0,11512000000.0,,133692000000.0,61595000000.0,20496000000.0,27640000000.0,62855000000.0,63201000000.0,70491000000.0,133692000000.0,93319000000.0,42851000000.0,1260000000.0,-64174000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2012.0,FY,,2012-06-30,2013-08-08 06:24:28+00:00,7920000000.0,6068000000.0,8289000000.0,,-9333000000.0,4436000000.0,67189000000.0,1001000000.0,53773000000.0,,30988000000.0,21080000000.0,6721000000.0,20377000000.0,596000000.0,10132000000.0,,,-1357000000.0,5196000000.0,12090000000.0,,,3684000000.0,,75349000000.0,8698000000.0,,132244000000.0,62244000000.0,21910000000.0,24907000000.0,63439000000.0,64035000000.0,68209000000.0,132244000000.0,89957000000.0,43302000000.0,1195000000.0,-69604000000.0
