company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2008.0,FY,2007-07-01,2008-06-30,2010-08-13 16:02:12+00:00,3.86,3.86,1.45,3.64,,3594000000.0,12075000000.0,11291000000.0,784000000.0,12075000000.0,,39261000000.0,79257000000.0,373000000.0,,24017000000.0,39261000000.0,39996000000.0,1467000000.0,,24017000000.0,15979000000.0,-1094000000.0,14885000000.0,79257000000.0,3080800000.0,3080800000.0,3317300000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q4,2009-04-01,2009-06-30,,0.83,0.83,0.44,0.81,,745000000.0,2471000000.0,2323000000.0,148000000.0,2471000000.0,,9216000000.0,18084000000.0,16000000.0,,5488000000.0,9216000000.0,8868000000.0,328000000.0,,5488000000.0,3380000000.0,-312000000.0,3068000000.0,18084000000.0,2952200000.0,2952200000.0,3154000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,FY,2008-07-01,2009-06-30,2011-08-10 06:53:53+00:00,4.49,4.49,1.64,4.26,,3733000000.0,13436000000.0,10680000000.0,2756000000.0,13436000000.0,,38690000000.0,76694000000.0,397000000.0,,22630000000.0,38690000000.0,38004000000.0,1358000000.0,,22630000000.0,15374000000.0,-961000000.0,14413000000.0,76694000000.0,2952200000.0,2952200000.0,3154000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q3YTD,2008-07-01,2009-03-31,,3.66,3.66,1.2,3.45,,2988000000.0,10965000000.0,8357000000.0,2608000000.0,10965000000.0,,29474000000.0,58610000000.0,381000000.0,,17142000000.0,29474000000.0,29136000000.0,1030000000.0,,17142000000.0,11994000000.0,-649000000.0,11345000000.0,58610000000.0,2969300000.0,2969300000.0,3104600000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q3,2009-01-01,2009-03-31,2010-04-30 16:00:50+00:00,0.88,0.88,0.4,0.84,,821000000.0,2613000000.0,2429000000.0,184000000.0,2613000000.0,,9117000000.0,17864000000.0,34000000.0,,5194000000.0,9117000000.0,8747000000.0,337000000.0,,5194000000.0,3553000000.0,-303000000.0,3250000000.0,17864000000.0,2969300000.0,2969300000.0,3104600000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q2YTD,2008-07-01,2008-12-31,,2.78,2.78,0.8,2.61,,2167000000.0,8352000000.0,5928000000.0,2424000000.0,8352000000.0,,20357000000.0,40746000000.0,347000000.0,,11948000000.0,20357000000.0,20389000000.0,693000000.0,,11948000000.0,8441000000.0,-346000000.0,8095000000.0,40746000000.0,2978600000.0,2978600000.0,3170800000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q2,2008-10-01,2008-12-31,2010-01-28 07:26:48+00:00,1.68,1.68,0.4,1.58,,955000000.0,5004000000.0,2813000000.0,2191000000.0,5004000000.0,,9799000000.0,19763000000.0,67000000.0,,5909000000.0,9799000000.0,9964000000.0,354000000.0,,5909000000.0,4055000000.0,-287000000.0,3768000000.0,19763000000.0,2978600000.0,2978600000.0,3170800000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q1,2008-07-01,2008-09-30,2009-10-29 10:30:53+00:00,1.1,1.1,0.4,1.03,,1212000000.0,3348000000.0,3115000000.0,233000000.0,3348000000.0,,10558000000.0,20983000000.0,280000000.0,,6039000000.0,10558000000.0,10425000000.0,339000000.0,,6039000000.0,4386000000.0,-59000000.0,4327000000.0,20983000000.0,3043600000.0,3043600000.0,3239500000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2010.0,Q4,2010-04-01,2010-06-30,,0.75,0.75,0.48,0.73,,348000000.0,2295000000.0,2090000000.0,205000000.0,2185000000.0,110000000.0,8683000000.0,17555000000.0,-11000000.0,,6211000000.0,8683000000.0,8872000000.0,212000000.0,,6211000000.0,2661000000.0,-223000000.0,2438000000.0,17555000000.0,2900800000.0,2900800000.0,3098800000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2010.0,FY,2009-07-01,2010-06-30,2012-08-08 16:16:27+00:00,4.32,4.32,1.8,4.11,0.0,4017000000.0,12846000000.0,10851000000.0,1995000000.0,12736000000.0,110000000.0,37042000000.0,77567000000.0,82000000.0,,24793000000.0,37042000000.0,40525000000.0,946000000.0,,24793000000.0,15732000000.0,-864000000.0,14868000000.0,77567000000.0,2900800000.0,2900800000.0,3098800000.0
