company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2008.0,FY,2007-07-01,2008-06-30,2010-08-13 16:02:12+00:00,,3499000000.0,1373000000.0,3166000000.0,,344000000.0,-377000000.0,9738000000.0,-14844000000.0,-2549000000.0,15008000000.0,,-14844000000.0,-2549000000.0,15008000000.0,-2041000000.0,12075000000.0,12075000000.0,144000000.0,1867000000.0,-381000000.0,-4655000000.0,-50000000.0,-3046000000.0,-11747000000.0,-10047000000.0,,928000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q4,2009-04-01,2009-06-30,,-368000000.0,3248000000.0,1226000000.0,854000000.0,,59000000.0,1456000000.0,,-3616000000.0,-1092000000.0,4996000000.0,,-3616000000.0,-1092000000.0,4996000000.0,347000000.0,2471000000.0,2471000000.0,215000000.0,98000000.0,315000000.0,-1336000000.0,,-1080000000.0,-2373000000.0,-5000000.0,50000000.0,-9000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,FY,2008-07-01,2009-06-30,2011-08-10 06:53:53+00:00,-368000000.0,3248000000.0,1226000000.0,3082000000.0,,-284000000.0,232000000.0,4926000000.0,-10814000000.0,-2353000000.0,14919000000.0,,-10814000000.0,-2353000000.0,14919000000.0,1468000000.0,13436000000.0,13436000000.0,-1831000000.0,681000000.0,,-5044000000.0,,-3238000000.0,-5007000000.0,-6370000000.0,166000000.0,1087000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q3,2009-01-01,2009-03-31,,,,,725000000.0,,-78000000.0,1002000000.0,-2082000000.0,-4838000000.0,-586000000.0,4283000000.0,,-4838000000.0,-586000000.0,4283000000.0,-1219000000.0,2613000000.0,2613000000.0,-57000000.0,32000000.0,8000000.0,-1215000000.0,,-737000000.0,-451000000.0,-1122000000.0,64000000.0,79000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q3YTD,2008-07-01,2009-03-31,2010-04-30 16:00:50+00:00,,,,2228000000.0,,-343000000.0,-1224000000.0,4926000000.0,-7198000000.0,-1261000000.0,9923000000.0,,-7198000000.0,-1261000000.0,9923000000.0,1121000000.0,10965000000.0,10965000000.0,-2046000000.0,583000000.0,-315000000.0,-3708000000.0,,-2158000000.0,-2634000000.0,-6365000000.0,116000000.0,1096000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q2,2008-10-01,2008-12-31,,,,,693000000.0,,-155000000.0,-1697000000.0,2694000000.0,-627000000.0,-263000000.0,2196000000.0,,-627000000.0,-263000000.0,2196000000.0,1151000000.0,5004000000.0,5004000000.0,-1804000000.0,146000000.0,-31000000.0,-1239000000.0,,-722000000.0,-896000000.0,-1332000000.0,18000000.0,472000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q2YTD,2008-07-01,2008-12-31,2010-01-28 07:26:48+00:00,,,,1503000000.0,,-265000000.0,-2226000000.0,7008000000.0,-2360000000.0,-675000000.0,5640000000.0,,-2360000000.0,-675000000.0,5640000000.0,2340000000.0,8352000000.0,8352000000.0,-1989000000.0,551000000.0,-323000000.0,-2493000000.0,,-1421000000.0,-2183000000.0,-5243000000.0,52000000.0,1017000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2009.0,Q1,2008-07-01,2008-09-30,2009-10-29 10:30:53+00:00,,,,810000000.0,,-110000000.0,-529000000.0,4314000000.0,-1733000000.0,-412000000.0,3444000000.0,,-1733000000.0,-412000000.0,3444000000.0,1189000000.0,3348000000.0,3348000000.0,-185000000.0,405000000.0,-292000000.0,-1254000000.0,,-699000000.0,-1287000000.0,-3911000000.0,34000000.0,545000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2010.0,Q4,2010-04-01,2010-06-30,,-425000000.0,4175000000.0,1184000000.0,780000000.0,,-49000000.0,221000000.0,1078000000.0,-3776000000.0,-1567000000.0,3372000000.0,,-3776000000.0,-1567000000.0,3372000000.0,-2020000000.0,2295000000.0,2295000000.0,76000000.0,131000000.0,65000000.0,-1457000000.0,-141000000.0,-1087000000.0,-941000000.0,-2587000000.0,,21000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2010.0,FY,2009-07-01,2010-06-30,2012-08-08 16:16:27+00:00,-425000000.0,4175000000.0,1184000000.0,3108000000.0,,-122000000.0,2198000000.0,3830000000.0,-17314000000.0,-597000000.0,16131000000.0,,-17314000000.0,-597000000.0,16131000000.0,-1902000000.0,12846000000.0,12846000000.0,-2021000000.0,662000000.0,,-5458000000.0,-173000000.0,-3067000000.0,-10344000000.0,-6004000000.0,,3068000000.0
Procter & Gamble Co,PG,2572IBTT8CCZW6AU4141,80424,2010.0,Q3TTM,2009-04-01,2010-03-31,,-368000000.0,3248000000.0,1226000000.0,3182000000.0,,-14000000.0,3433000000.0,2752000000.0,-17154000000.0,-122000000.0,17755000000.0,,-17154000000.0,-122000000.0,17755000000.0,465000000.0,13022000000.0,13022000000.0,-1882000000.0,629000000.0,250000000.0,-5337000000.0,-32000000.0,-3060000000.0,-11776000000.0,-3422000000.0,50000000.0,3038000000.0
