company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
HCA Healthcare Inc,HCA,,860730,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 19:32:31+00:00,80000000.0,1147000000.0,1751000000.0,1425000000.0,41000000.0,-3611000000.0,,2979000000.0,-1865000000.0,-1035000000.0,2747000000.0,-1865000000.0,-1035000000.0,2747000000.0,-153000000.0,1375000000.0,1375000000.0,3478000000.0,,-1000000.0,,-330000000.0,-61000000.0,-1317000000.0,-4514000000.0,,303000000.0
HCA Healthcare Inc,HCA,,860730,2010.0,Q4,2010-10-01,2010-12-31,,21000000.0,19000000.0,595000000.0,359000000.0,11000000.0,-823000000.0,57000000.0,2371000000.0,141000000.0,-641000000.0,534000000.0,141000000.0,-641000000.0,534000000.0,34000000.0,394000000.0,394000000.0,583000000.0,54000000.0,12000000.0,,-2066000000.0,-198000000.0,-465000000.0,-275000000.0,,-1000000.0
HCA Healthcare Inc,HCA,,860730,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 19:07:05+00:00,81000000.0,517000000.0,1994000000.0,1421000000.0,37000000.0,-2820000000.0,57000000.0,4801000000.0,-1947000000.0,-1039000000.0,3085000000.0,-1947000000.0,-1039000000.0,3085000000.0,99000000.0,1573000000.0,1573000000.0,2830000000.0,114000000.0,10000000.0,,-4599000000.0,-233000000.0,-1325000000.0,-2320000000.0,,472000000.0
HCA Healthcare Inc,HCA,,860730,2010.0,Q3,2010-07-01,2010-09-30,,20000000.0,98000000.0,426000000.0,352000000.0,1000000.0,-188000000.0,,-289000000.0,-882000000.0,-347000000.0,1256000000.0,-882000000.0,-347000000.0,1256000000.0,27000000.0,325000000.0,325000000.0,747000000.0,4000000.0,9000000.0,,-106000000.0,-4000000.0,-324000000.0,-491000000.0,,-29000000.0
HCA Healthcare Inc,HCA,,860730,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-09 17:11:42+00:00,60000000.0,498000000.0,1399000000.0,1062000000.0,26000000.0,-1997000000.0,,2430000000.0,-2088000000.0,-398000000.0,2551000000.0,-2088000000.0,-398000000.0,2551000000.0,65000000.0,1179000000.0,1179000000.0,2247000000.0,60000000.0,-2000000.0,,-2533000000.0,-35000000.0,-860000000.0,-2045000000.0,,473000000.0
HCA Healthcare Inc,HCA,,860730,2010.0,Q2,2010-04-01,2010-06-30,,20000000.0,471000000.0,599000000.0,355000000.0,1000000.0,-1209000000.0,,-7000000.0,-604000000.0,130000000.0,436000000.0,-604000000.0,130000000.0,436000000.0,-38000000.0,378000000.0,378000000.0,892000000.0,14000000.0,-12000000.0,,-593000000.0,-10000000.0,-322000000.0,-18000000.0,,473000000.0
HCA Healthcare Inc,HCA,,860730,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 16:37:17+00:00,40000000.0,400000000.0,973000000.0,710000000.0,25000000.0,-1809000000.0,,2719000000.0,-1206000000.0,-51000000.0,1295000000.0,-1206000000.0,-51000000.0,1295000000.0,38000000.0,854000000.0,854000000.0,1500000000.0,56000000.0,-11000000.0,,-2427000000.0,-31000000.0,-536000000.0,-1554000000.0,,502000000.0
HCA Healthcare Inc,HCA,,860730,2010.0,Q1,2010-01-01,2010-03-31,2011-05-11 17:19:29+00:00,20000000.0,-71000000.0,374000000.0,355000000.0,24000000.0,-600000000.0,,2726000000.0,-602000000.0,-181000000.0,859000000.0,-602000000.0,-181000000.0,859000000.0,76000000.0,476000000.0,476000000.0,608000000.0,42000000.0,1000000.0,,-1834000000.0,-21000000.0,-214000000.0,-1536000000.0,,29000000.0
HCA Healthcare Inc,HCA,,860730,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 17:09:19+00:00,70000000.0,-256000000.0,1987000000.0,1465000000.0,281000000.0,-2041000000.0,2506000000.0,5548000000.0,-976000000.0,-2995000000.0,3933000000.0,-976000000.0,-2995000000.0,3933000000.0,-38000000.0,2842000000.0,2842000000.0,1597000000.0,63000000.0,5000000.0,,-409000000.0,-1682000000.0,-1679000000.0,-7181000000.0,-1503000000.0,80000000.0
HCA Healthcare Inc,HCA,,860730,2011.0,Q4,2011-10-01,2011-12-31,,14000000.0,-161000000.0,352000000.0,387000000.0,226000000.0,-53000000.0,,548000000.0,382000000.0,-1755000000.0,1387000000.0,382000000.0,-1755000000.0,1387000000.0,14000000.0,2042000000.0,2042000000.0,-1003000000.0,9000000.0,1000000.0,,-97000000.0,-1473000000.0,-509000000.0,-78000000.0,,
