company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,preferreddividends,rdexpense,sgaexpense,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
aTyr Pharma Inc,LIFE,,1339970,2013.0,FY,2013-01-01,2013-12-31,2016-03-30 16:13:31+00:00,-28.39,-28.39,-28.39,,-20014000.0,-20014000.0,-21651000.0,,,,,-28000.0,1637000.0,13832000.0,5710000.0,,,-444000.0,19542000.0,-19542000.0,-472000.0,-20014000.0,,762761.0,800000.0,800000.0
aTyr Pharma Inc,LIFE,,1339970,2014.0,FY,2014-01-01,2014-12-31,2017-03-16 16:16:52+00:00,-29.69,-29.69,-29.69,,-24350000.0,-24350000.0,-24766000.0,,,,,36000.0,416000.0,16777000.0,6777000.0,,,-832000.0,23554000.0,-23554000.0,-796000.0,-24350000.0,,834221.0,800000.0,800000.0
aTyr Pharma Inc,LIFE,,1339970,2014.0,Q4,2014-10-01,2014-12-31,,-6.95,-6.95,-6.95,,-6038000.0,-6038000.0,-6038000.0,,,,788000.0,36000.0,,4341000.0,1689000.0,,,-832000.0,6030000.0,-6030000.0,-796000.0,-6826000.0,,834221.0,800000.0,800000.0
aTyr Pharma Inc,LIFE,,1339970,2014.0,Q3YTD,2014-01-01,2014-09-30,,-22.74,-22.74,-22.74,,-18312000.0,-18312000.0,-18728000.0,,,,-788000.0,,416000.0,12436000.0,5088000.0,,,,17524000.0,-17524000.0,,-17524000.0,,843817.0,800000.0,800000.0
aTyr Pharma Inc,LIFE,,1339970,2014.0,Q3,2014-07-01,2014-09-30,2015-11-10 16:38:23+00:00,-8.02,-8.02,-8.02,,-6631000.0,-6631000.0,-6770000.0,,,,-400000.0,,139000.0,4410000.0,1821000.0,,,,6231000.0,-6231000.0,,-6231000.0,,843817.0,800000.0,800000.0
aTyr Pharma Inc,LIFE,,1339970,2014.0,Q2YTD,2014-01-01,2014-06-30,,-14.72,-14.72,-14.72,,-11681000.0,-11681000.0,-11958000.0,,,,-388000.0,,277000.0,8026000.0,3267000.0,,,,11293000.0,-11293000.0,,-11293000.0,,836533.0,800000.0,800000.0
aTyr Pharma Inc,LIFE,,1339970,2014.0,Q2,2014-04-01,2014-06-30,2015-08-12 16:18:55+00:00,-6.85,-6.85,-6.85,,-5588000.0,-5588000.0,-5727000.0,,,,-225000.0,,139000.0,3638000.0,1725000.0,,,,5363000.0,-5363000.0,,-5363000.0,,836533.0,800000.0,800000.0
aTyr Pharma Inc,LIFE,,1339970,2014.0,Q1,2014-01-01,2014-03-31,2015-06-18 16:22:19+00:00,-7.87,-7.87,-7.87,,-6093000.0,-6093000.0,-6231000.0,,,,-163000.0,,138000.0,4388000.0,1542000.0,,,,5930000.0,-5930000.0,,-5930000.0,,791283.0,800000.0,800000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,FY,2015-01-01,2015-12-31,2018-03-20 16:50:25+00:00,-3.03,-3.03,-3.03,,-47973000.0,-47973000.0,-47988000.0,,,,,-357000.0,15000.0,34504000.0,13112000.0,,,,47616000.0,-47616000.0,-357000.0,-47973000.0,,15838353.0,15800000.0,15800000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q4,2015-10-01,2015-12-31,,7.58,7.58,7.58,,-16493000.0,-16493000.0,-16493000.0,,,,347000.0,-357000.0,,12670000.0,3813000.0,,,,16483000.0,-16483000.0,-357000.0,-16840000.0,,15838353.0,15800000.0,15800000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q3,2015-07-01,2015-09-30,2016-11-14 15:41:47+00:00,-0.48,-0.48,-0.48,,-11329000.0,-11329000.0,-11329000.0,,,,-16000.0,,,7739000.0,3574000.0,,,,11313000.0,-11313000.0,,-11313000.0,,23581001.0,23600000.0,23600000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q3YTD,2015-01-01,2015-09-30,,-10.61,-10.61,-10.61,,-31480000.0,-31480000.0,-31495000.0,,,,-347000.0,,15000.0,21834000.0,9299000.0,,,,31133000.0,-31133000.0,,-31133000.0,,23581001.0,23600000.0,23600000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q3TTM,2014-10-01,2015-09-30,,-17.56,-17.56,-17.56,,-37518000.0,-37518000.0,-37533000.0,,,,441000.0,36000.0,15000.0,26175000.0,10988000.0,,,-832000.0,37163000.0,-37163000.0,-796000.0,-37959000.0,,23581001.0,23600000.0,23600000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q2,2015-04-01,2015-06-30,2016-08-10 16:19:23+00:00,-0.74,-0.74,-0.74,,-11080000.0,-11080000.0,-11095000.0,,,,-182000.0,,15000.0,7502000.0,3396000.0,,,,10898000.0,-10898000.0,,-10898000.0,,14901473.0,15000000.0,15000000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q2YTD,2015-01-01,2015-06-30,,-10.13,-10.13,-10.13,,-20151000.0,-20151000.0,-20166000.0,,,,-331000.0,,15000.0,14095000.0,5725000.0,,,,19820000.0,-19820000.0,,-19820000.0,,14901473.0,15000000.0,15000000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q2TTM,2014-07-01,2015-06-30,,-25.1,-25.1,-25.1,,-32820000.0,-32820000.0,-32974000.0,,,,57000.0,36000.0,154000.0,22846000.0,9235000.0,,,-832000.0,32081000.0,-32081000.0,-796000.0,-32877000.0,,14901473.0,15000000.0,15000000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q1TTM,2014-04-01,2015-03-31,,-31.21,-31.21,-31.21,,-27328000.0,-27328000.0,-27606000.0,,,,14000.0,36000.0,278000.0,18982000.0,7564000.0,,,-832000.0,26546000.0,-26546000.0,-796000.0,-27342000.0,,966322.0,1000000.0,1000000.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q1,2015-01-01,2015-03-31,2015-06-18 16:22:19+00:00,-9.39,-9.39,-9.39,,-9071000.0,-9071000.0,-9071000.0,,,,-149000.0,,,6593000.0,2329000.0,,,,8922000.0,-8922000.0,,-8922000.0,,966322.0,1000000.0,1000000.0
aTyr Pharma Inc,LIFE,,1339970,2016.0,FY,2016-01-01,2016-12-31,2019-03-26 17:28:49+00:00,-2.44,-2.44,-2.44,-49000.0,-57855000.0,-57855000.0,-57855000.0,,,,,65000.0,,42846000.0,15094000.0,,29000.0,,57940000.0,-57940000.0,36000.0,-57904000.0,,23681019.0,23700000.0,23700000.0
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q3,2016-07-01,2016-09-30,2016-11-14 15:41:47+00:00,-0.58,-0.58,-0.58,,-13819000.0,-13819000.0,-13819000.0,,,,46000.0,,,10395000.0,3470000.0,,,,13865000.0,-13865000.0,,-13865000.0,,23696511.0,23800000.0,23800000.0
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q2,2016-04-01,2016-06-30,2016-08-10 16:19:23+00:00,-0.65,-0.65,-0.65,,-15383000.0,-15383000.0,-15383000.0,,,,50000.0,,,11307000.0,4126000.0,,,,15433000.0,-15433000.0,,-15433000.0,,23672527.0,23700000.0,23700000.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,FY,2017-01-01,2017-12-31,2020-03-26 16:16:54+00:00,-26.13,-26.13,-26.13,,-48207000.0,-47145000.0,-48207000.0,0.0,0.0,-1062000.0,,,,30067000.0,17078000.0,,,,47145000.0,-47145000.0,,-47145000.0,,1845033.0,1800000.0,1800000.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q4,2017-10-01,2017-12-31,,-6.37,-6.37,-6.37,,-11474000.0,-10412000.0,-11474000.0,,,-1062000.0,788000.0,,,5310000.0,5890000.0,,,,11200000.0,-11200000.0,,-11200000.0,,1845033.0,1800000.0,1800000.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q3YTD,2017-01-01,2017-09-30,,-1.41,-1.41,-1.41,,-36733000.0,-36733000.0,-36733000.0,,,,-788000.0,,,24757000.0,11188000.0,,,,35945000.0,-35945000.0,,-35945000.0,,25818008.0,26000000.0,26000000.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q3,2017-07-01,2017-09-30,2018-11-14 16:07:17+00:00,-0.43,-0.43,-0.43,,-11190000.0,-11190000.0,-11190000.0,,,,-363000.0,,,7133000.0,3694000.0,,,,10827000.0,-10827000.0,,-10827000.0,,25818008.0,26000000.0,26000000.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q2YTD,2017-01-01,2017-06-30,,-1.07,-1.07,-1.07,,-25543000.0,-25543000.0,-25543000.0,,,,-425000.0,,,17624000.0,7494000.0,,,,25118000.0,-25118000.0,,-25118000.0,,23810112.0,23800000.0,23800000.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q2,2017-04-01,2017-06-30,2018-08-14 16:17:11+00:00,-0.51,-0.51,-0.51,,-12138000.0,-12138000.0,-12138000.0,,,,-231000.0,,,8420000.0,3487000.0,,,,11907000.0,-11907000.0,,-11907000.0,,23810112.0,23800000.0,23800000.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q1,2017-01-01,2017-03-31,2018-05-15 16:06:41+00:00,-0.56,-0.56,-0.56,,-13405000.0,-13405000.0,-13405000.0,,,,-194000.0,,,9204000.0,4007000.0,,,,13211000.0,-13211000.0,,-13211000.0,,23739057.0,23900000.0,23900000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,FY,2018-01-01,2018-12-31,2020-03-26 16:16:54+00:00,-16.11,-16.11,-16.11,,-34515000.0,-32820000.0,-34515000.0,0.0,0.0,-1695000.0,,,,20385000.0,12435000.0,,,,32820000.0,-32820000.0,,-32820000.0,,2141961.0,2100000.0,2100000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q4,2018-10-01,2018-12-31,,-3.01,-3.01,-3.01,,-6322000.0,-5074000.0,-6322000.0,,,-1248000.0,889000.0,,,3549000.0,2414000.0,,,,5963000.0,-5963000.0,,-5963000.0,,2141961.0,2100000.0,2100000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q3YTD,2018-01-01,2018-09-30,,-0.95,-0.95,-0.95,,-28193000.0,-27746000.0,-28193000.0,,,-447000.0,-889000.0,,,16836000.0,10021000.0,,,,26857000.0,-26857000.0,,-26857000.0,,29858393.0,29600000.0,29600000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q3TTM,2017-10-01,2018-09-30,,-1.34,-1.34,-1.34,,-39667000.0,-38158000.0,-39667000.0,,,-1509000.0,-101000.0,,,22146000.0,15911000.0,,,,38057000.0,-38057000.0,,-38057000.0,,29858393.0,29600000.0,29600000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q3,2018-07-01,2018-09-30,2018-11-14 16:07:17+00:00,-0.24,-0.24,-0.24,,-7114000.0,-7114000.0,-7114000.0,,,,-437000.0,,,4202000.0,2475000.0,,,,6677000.0,-6677000.0,,-6677000.0,,29858393.0,29600000.0,29600000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q2YTD,2018-01-01,2018-06-30,,-0.71,-0.71,-0.71,,-21079000.0,-20632000.0,-21079000.0,,,-447000.0,-452000.0,,,12634000.0,7546000.0,,,,20180000.0,-20180000.0,,-20180000.0,,29842721.0,29700000.0,29700000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q2TTM,2017-07-01,2018-06-30,,-1.47,-1.47,-1.47,,-43743000.0,-42234000.0,-43743000.0,,,-1509000.0,-27000.0,,,25077000.0,17130000.0,,,,42207000.0,-42207000.0,,-42207000.0,,29842721.0,29700000.0,29700000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q2,2018-04-01,2018-06-30,2018-08-14 16:17:11+00:00,-0.35,-0.35,-0.35,,-10412000.0,-10412000.0,-10412000.0,,,,-452000.0,,,6484000.0,3476000.0,,,,9960000.0,-9960000.0,,-9960000.0,,29842721.0,29700000.0,29700000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q1,2018-01-01,2018-03-31,2019-05-14 16:06:27+00:00,-0.36,-0.36,-0.36,,-10667000.0,-10220000.0,-10667000.0,,,-447000.0,,,,6150000.0,4070000.0,,,,10220000.0,-10220000.0,,-10220000.0,,29795466.0,29600000.0,29600000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q1TTM,2017-04-01,2018-03-31,,-1.54,-1.54,-1.54,,-45469000.0,-43960000.0,-45469000.0,,,-1509000.0,194000.0,,,27013000.0,17141000.0,,,,44154000.0,-44154000.0,,-44154000.0,,29795466.0,29600000.0,29600000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,FY,2019-01-01,2019-12-31,2020-03-26 16:16:54+00:00,-7.03,-7.03,-7.03,,-23763000.0,-22978000.0,-23603000.0,-160000.0,422000.0,-785000.0,,,,14048000.0,9352000.0,422000.0,,,23400000.0,-22978000.0,,-22978000.0,422000.0,3355600.0,3400000.0,3400000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q4,2019-10-01,2019-12-31,,-1.76,-1.76,-1.76,,-6133000.0,-5962000.0,-5973000.0,-160000.0,144000.0,-171000.0,,,,3590000.0,2516000.0,144000.0,,,6106000.0,-5962000.0,,-5962000.0,144000.0,3355600.0,3400000.0,3400000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q3YTD,2019-01-01,2019-09-30,,-4.64,-4.64,-4.64,,-17630000.0,-17016000.0,-17630000.0,,278000.0,-614000.0,,,,10458000.0,6836000.0,278000.0,,,17294000.0,-17016000.0,,-17016000.0,278000.0,3846249.0,3800000.0,3800000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q3TTM,2018-10-01,2019-09-30,,-6.3,-6.3,-6.3,,-23952000.0,-22090000.0,-23952000.0,,278000.0,-1862000.0,889000.0,,,14007000.0,9250000.0,278000.0,,,23257000.0,-22979000.0,,-22979000.0,278000.0,3846249.0,3800000.0,3800000.0
