company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,FY,,2009-05-31,2010-06-30 21:59:05+00:00,271000000.0,4430000000.0,216000000.0,8995000000.0,,12980000000.0,4592000000.0,661000000.0,,1409000000.0,18842000000.0,,7269000000.0,9237000000.0,0.0,1922000000.0,355000000.0,2423000000.0,,480000000.0,866000000.0,1876000000.0,802000000.0,682000000.0,,11894000000.0,1001000000.0,3629000000.0,47416000000.0,25090000000.0,18581000000.0,9149000000.0,25090000000.0,25445000000.0,21971000000.0,47416000000.0,26913000000.0,12822000000.0,0.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2010.0,FY,,2010-05-31,2011-06-27 21:44:56+00:00,775000000.0,5585000000.0,4000000.0,9914000000.0,,14648000000.0,5900000000.0,1159000000.0,,1895000000.0,20425000000.0,,9321000000.0,11510000000.0,259000000.0,2763000000.0,401000000.0,2695000000.0,1267000000.0,424000000.0,1532000000.0,2976000000.0,798000000.0,1059000000.0,,16146000000.0,3145000000.0,8555000000.0,61578000000.0,30798000000.0,27004000000.0,14691000000.0,30798000000.0,31199000000.0,30379000000.0,61578000000.0,31811000000.0,15688000000.0,0.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2010.0,Q3,,2010-02-28,2010-03-29 17:23:54+00:00,616000000.0,3898000000.0,246000000.0,9331000000.0,,13973000000.0,5389000000.0,978000000.0,,1452000000.0,20415000000.0,,9868000000.0,11498000000.0,315000000.0,2869000000.0,375000000.0,3275000000.0,,339000000.0,1299000000.0,2574000000.0,2255000000.0,1172000000.0,,14257000000.0,4220000000.0,8158000000.0,59386000000.0,28476000000.0,23979000000.0,14251000000.0,28476000000.0,28851000000.0,30535000000.0,59386000000.0,32538000000.0,16284000000.0,0.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2010.0,Q2,,2009-11-30,2009-12-21 17:56:40+00:00,255000000.0,3086000000.0,461000000.0,14919000000.0,,13529000000.0,4395000000.0,703000000.0,,1129000000.0,19098000000.0,,6584000000.0,13751000000.0,,1956000000.0,384000000.0,2592000000.0,,351000000.0,662000000.0,1754000000.0,960000000.0,690000000.0,,13541000000.0,1001000000.0,5865000000.0,53833000000.0,27531000000.0,25235000000.0,8534000000.0,27531000000.0,27915000000.0,25918000000.0,53833000000.0,26642000000.0,17384000000.0,0.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2010.0,Q1,,2009-08-31,2009-09-21 16:59:46+00:00,260000000.0,2584000000.0,261000000.0,16098000000.0,,13319000000.0,5283000000.0,710000000.0,,1033000000.0,18867000000.0,,6886000000.0,13723000000.0,,1924000000.0,344000000.0,2485000000.0,,465000000.0,586000000.0,1583000000.0,876000000.0,678000000.0,,12563000000.0,1001000000.0,4467000000.0,52998000000.0,26143000000.0,24445000000.0,9160000000.0,26143000000.0,26487000000.0,26511000000.0,52998000000.0,26629000000.0,17351000000.0,0.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2011.0,FY,,2011-05-31,2012-06-26 17:25:40+00:00,494000000.0,6628000000.0,542000000.0,16163000000.0,,16653000000.0,6802000000.0,1189000000.0,,2320000000.0,21553000000.0,,7860000000.0,14772000000.0,303000000.0,2857000000.0,469000000.0,3169000000.0,1076000000.0,,2206000000.0,3426000000.0,1015000000.0,1157000000.0,,22581000000.0,1150000000.0,12685000000.0,73535000000.0,39776000000.0,39174000000.0,14192000000.0,39776000000.0,40245000000.0,33290000000.0,73535000000.0,31504000000.0,19098000000.0,0.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2011.0,Q3,,2011-02-28,2011-03-29 15:30:11+00:00,673000000.0,4495000000.0,427000000.0,11864000000.0,,16131000000.0,5849000000.0,1193000000.0,,1872000000.0,21425000000.0,,8324000000.0,14752000000.0,276000000.0,2894000000.0,442000000.0,3078000000.0,1519000000.0,350000000.0,2140000000.0,2888000000.0,1045000000.0,1145000000.0,,20059000000.0,0.0,12491000000.0,67666000000.0,36617000000.0,32459000000.0,11282000000.0,36617000000.0,37059000000.0,30607000000.0,67666000000.0,32313000000.0,19325000000.0,0.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2011.0,Q2,,2010-11-30,2010-12-21 17:18:21+00:00,762000000.0,4406000000.0,327000000.0,10420000000.0,,15663000000.0,5742000000.0,1219000000.0,,1642000000.0,20889000000.0,,8526000000.0,14780000000.0,236000000.0,2870000000.0,438000000.0,2791000000.0,1220000000.0,350000000.0,2017000000.0,2935000000.0,1015000000.0,1136000000.0,,18422000000.0,2255000000.0,14425000000.0,67243000000.0,34412000000.0,32723000000.0,13336000000.0,34412000000.0,34850000000.0,32393000000.0,67243000000.0,31650000000.0,19057000000.0,0.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2011.0,Q1,,2010-08-31,2010-09-29 16:14:26+00:00,706000000.0,3721000000.0,156000000.0,12018000000.0,,14923000000.0,6903000000.0,1142000000.0,,1438000000.0,20901000000.0,,9124000000.0,14778000000.0,235000000.0,2835000000.0,406000000.0,2679000000.0,1119000000.0,349000000.0,1529000000.0,2493000000.0,1012000000.0,1137000000.0,,17027000000.0,2260000000.0,11619000000.0,65255000000.0,32106000000.0,30264000000.0,13800000000.0,32106000000.0,32512000000.0,32743000000.0,65255000000.0,32156000000.0,18943000000.0,0.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2012.0,FY,,2012-05-31,2013-06-26 17:24:42+00:00,438000000.0,6377000000.0,112000000.0,14955000000.0,,17489000000.0,7035000000.0,877000000.0,528000000.0,2002000000.0,25119000000.0,,7899000000.0,13524000000.0,158000000.0,3021000000.0,399000000.0,3759000000.0,595000000.0,,1935000000.0,2435000000.0,1670000000.0,1569000000.0,,26087000000.0,2950000000.0,15721000000.0,78327000000.0,43688000000.0,40023000000.0,15388000000.0,43688000000.0,44087000000.0,34240000000.0,78327000000.0,35283000000.0,18852000000.0,0.0
