company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
ResMed Inc,RMD,,943819,2010.0,FY,,2010-06-30,2011-08-16 20:19:34+00:00,57535000.0,226911000.0,80883000.0,86375000.0,488776000.0,0.0,660790000.0,29507000.0,19429000.0,23058000.0,198625000.0,30925000.0,0.0,185642000.0,387148000.0,15396000.0,19042000.0,10793000.0,64583000.0,,5316000.0,,,884876000.0,121689000.0,1626397000.0,1287536000.0,985341000.0,312672000.0,1287536000.0,1287536000.0,338861000.0,1626397000.0,253908000.0,26189000.0,0.0,-344505000.0
ResMed Inc,RMD,,943819,2011.0,FY,,2011-06-30,2012-08-13 21:40:41+00:00,55194000.0,274352000.0,103787000.0,324432000.0,735267000.0,0.0,799068000.0,45125000.0,23169000.0,4571000.0,283398000.0,,100000000.0,200777000.0,462107000.0,21294000.0,18922000.0,8051000.0,58887000.0,,12043000.0,,,1111862000.0,163000.0,2068922000.0,1730737000.0,1292452000.0,208840000.0,1730737000.0,1730737000.0,338185000.0,2068922000.0,314363000.0,129345000.0,0.0,-504625000.0
ResMed Inc,RMD,,943819,2011.0,Q3,,2011-03-31,2011-05-03 11:10:05+00:00,52370000.0,251935000.0,90353000.0,282585000.0,671704000.0,,768050000.0,42133000.0,19526000.0,6280000.0,230855000.0,49236000.0,80000000.0,205000000.0,447669000.0,18022000.0,19999000.0,9376000.0,54493000.0,,11742000.0,,,1053390000.0,235000.0,1962159000.0,1663390000.0,1202658000.0,191371000.0,1663390000.0,1663390000.0,298769000.0,1962159000.0,311832000.0,107398000.0,0.0,-440635000.0
ResMed Inc,RMD,,943819,2011.0,Q2,,2010-12-31,2011-02-03 17:24:11+00:00,44329000.0,235083000.0,92527000.0,253949000.0,616201000.0,,737914000.0,37030000.0,13024000.0,8348000.0,219220000.0,50627000.0,,214886000.0,441049000.0,17202000.0,19829000.0,9615000.0,66060000.0,,8232000.0,,,1000040000.0,64358000.0,1884211000.0,1610802000.0,1145254000.0,246592000.0,1610802000.0,1610802000.0,273409000.0,1884211000.0,297908000.0,26817000.0,0.0,-381101000.0
ResMed Inc,RMD,,943819,2011.0,Q1,,2010-09-30,2010-11-03 09:21:41+00:00,43071000.0,225836000.0,84770000.0,212336000.0,540004000.0,,685302000.0,35455000.0,26690000.0,29219000.0,222327000.0,49985000.0,,214208000.0,423940000.0,17726000.0,20170000.0,11344000.0,,,7297000.0,,61773000.0,941584000.0,93800000.0,1792230000.0,1476845000.0,1068511000.0,286315000.0,1476845000.0,1476845000.0,315385000.0,1792230000.0,299779000.0,29070000.0,0.0,-362377000.0
ResMed Inc,RMD,,943819,2012.0,FY,,2012-06-30,2013-08-12 21:14:02+00:00,55006000.0,283160000.0,127381000.0,236456000.0,809541000.0,,900285000.0,41563000.0,21872000.0,28850000.0,311036000.0,,250783000.0,174351000.0,434363000.0,17764000.0,23500000.0,8843000.0,72227000.0,,7819000.0,,,1366712000.0,52000.0,2137869000.0,1607627000.0,1361151000.0,252852000.0,1607627000.0,1607627000.0,530242000.0,2137869000.0,342355000.0,277390000.0,,-895826000.0
ResMed Inc,RMD,,943819,2012.0,Q3,,2012-03-31,2012-05-01 16:42:09+00:00,54726000.0,267930000.0,122772000.0,264034000.0,776067000.0,0.0,861880000.0,43728000.0,16865000.0,35271000.0,327233000.0,,235000000.0,183488000.0,443090000.0,19299000.0,20534000.0,8112000.0,81501000.0,,12135000.0,,,1289865000.0,982000.0,2128843000.0,1608953000.0,1325851000.0,257479000.0,1608953000.0,1608953000.0,519890000.0,2128843000.0,359902000.0,262411000.0,0.0,-806826000.0
ResMed Inc,RMD,,943819,2012.0,Q2,,2011-12-31,2012-02-01 19:59:45+00:00,45763000.0,238764000.0,112286000.0,240877000.0,723233000.0,0.0,834758000.0,41840000.0,15695000.0,27018000.0,322754000.0,,225000000.0,184420000.0,441000000.0,19125000.0,17405000.0,7921000.0,84655000.0,,13552000.0,,,1225252000.0,1450000.0,2041478000.0,1561075000.0,1246767000.0,228357000.0,1561075000.0,1561075000.0,480403000.0,2041478000.0,353711000.0,252046000.0,0.0,-739812000.0
ResMed Inc,RMD,,943819,2012.0,Q1,,2011-09-30,2011-11-02 18:42:43+00:00,46688000.0,251103000.0,103274000.0,200211000.0,610063000.0,0.0,815765000.0,41918000.0,15799000.0,29739000.0,267688000.0,63940000.0,130000000.0,187950000.0,432687000.0,21095000.0,19804000.0,9465000.0,77884000.0,,8374000.0,,,1162380000.0,4095000.0,1935292000.0,1549018000.0,1142799000.0,225714000.0,1549018000.0,1549018000.0,386274000.0,1935292000.0,359806000.0,160560000.0,0.0,-629338000.0
ResMed Inc,RMD,,943819,2013.0,FY,,2013-06-30,2014-08-08 08:22:38+00:00,60688000.0,318349000.0,137674000.0,92088000.0,876048000.0,0.0,1025632000.0,44953000.0,47462000.0,30717000.0,324468000.0,,769000.0,145847000.0,411433000.0,15492000.0,20053000.0,9895000.0,,,5918000.0,,61143000.0,1576641000.0,300017000.0,2210721000.0,1610516000.0,1448849000.0,574049000.0,1610516000.0,1610516000.0,600205000.0,2210721000.0,350439000.0,26156000.0,0.0,-1083845000.0
