company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
ResMed Inc,RMD,,943819,2009.0,FY,2008-07-01,2009-06-30,2011-08-16 20:19:34+00:00,7060000.0,0.97,0.97,,0.95,55236000.0,146448000.0,146448000.0,146448000.0,366933000.0,920735000.0,1168000.0,3500000.0,,63056000.0,,289875000.0,366933000.0,553802000.0,,10205000.0,363491000.0,190311000.0,11373000.0,201684000.0,920735000.0,151000000.0,151258000.0,154226000.0
ResMed Inc,RMD,,943819,2010.0,Q4,2010-04-01,2010-06-30,,2074000.0,0.35,0.35,,0.35,18762000.0,53166000.0,53166000.0,53166000.0,117055000.0,291572000.0,-1336000.0,,,19950000.0,,83875000.0,117055000.0,174517000.0,2667000.0,7313000.0,105899000.0,68618000.0,3310000.0,71928000.0,291572000.0,150900000.0,150908000.0,155098000.0
ResMed Inc,RMD,,943819,2010.0,FY,2009-07-01,2010-06-30,2012-08-13 21:40:41+00:00,8041000.0,1.26,1.26,,1.23,70504000.0,190085000.0,190085000.0,190085000.0,436874000.0,1092357000.0,6178000.0,3000000.0,,75202000.0,,328858000.0,436874000.0,655483000.0,2667000.0,16696000.0,415101000.0,240382000.0,20207000.0,260589000.0,1092357000.0,150900000.0,150908000.0,155098000.0
ResMed Inc,RMD,,943819,2010.0,Q3YTD,2009-07-01,2010-03-31,,5967000.0,0.91,0.91,,0.91,51742000.0,136919000.0,136919000.0,136919000.0,319819000.0,800785000.0,7514000.0,3000000.0,,55252000.0,,244983000.0,319819000.0,480966000.0,,9383000.0,309202000.0,171764000.0,16897000.0,188661000.0,800785000.0,152600000.0,150876000.0,155660000.0
ResMed Inc,RMD,,943819,2010.0,Q3,2010-01-01,2010-03-31,2011-05-03 11:10:05+00:00,1992000.0,0.32,0.32,,0.31,18824000.0,48834000.0,48834000.0,48834000.0,112076000.0,278659000.0,2387000.0,1000000.0,,18279000.0,,84133000.0,112076000.0,166583000.0,,4092000.0,105404000.0,61179000.0,6479000.0,67658000.0,278659000.0,152600000.0,150876000.0,155660000.0
ResMed Inc,RMD,,943819,2010.0,Q2YTD,2009-07-01,2009-12-31,,3975000.0,0.59,0.59,,0.59,32918000.0,88085000.0,88085000.0,88085000.0,207743000.0,522126000.0,5127000.0,2000000.0,,36973000.0,,160850000.0,207743000.0,314383000.0,,5291000.0,203798000.0,110585000.0,10418000.0,121003000.0,522126000.0,148300000.0,150246000.0,154068000.0
ResMed Inc,RMD,,943819,2010.0,Q2,2009-10-01,2009-12-31,2011-02-03 17:24:11+00:00,2130000.0,0.31,0.31,,0.3,17114000.0,45983000.0,45983000.0,45983000.0,110929000.0,275134000.0,2009000.0,1000000.0,,19059000.0,,84094000.0,110929000.0,164205000.0,,3166000.0,106283000.0,57922000.0,5175000.0,63097000.0,275134000.0,148300000.0,150246000.0,154068000.0
ResMed Inc,RMD,,943819,2010.0,Q1,2009-07-01,2009-09-30,2010-11-03 09:21:41+00:00,1845000.0,0.28,0.28,,0.27,15804000.0,42102000.0,42102000.0,42102000.0,96814000.0,246992000.0,3118000.0,1000000.0,,17914000.0,,76756000.0,96814000.0,150178000.0,,2125000.0,97515000.0,52663000.0,5243000.0,57906000.0,246992000.0,150400000.0,150788000.0,153524000.0
ResMed Inc,RMD,,943819,2011.0,Q4,2011-04-01,2011-06-30,,2870000.0,0.38,0.38,,0.38,18737000.0,58472000.0,58472000.0,58472000.0,143022000.0,341892000.0,2236000.0,-1000000.0,,26977000.0,,103328000.0,143022000.0,198870000.0,1758000.0,10036000.0,132175000.0,66695000.0,10514000.0,77209000.0,341892000.0,152300000.0,152471000.0,157195000.0
ResMed Inc,RMD,,943819,2011.0,FY,2010-07-01,2011-06-30,2013-08-12 21:14:02+00:00,10146000.0,1.49,1.49,,1.44,76721000.0,226986000.0,226986000.0,226986000.0,501822000.0,1243148000.0,10740000.0,,,92007000.0,,372249000.0,501822000.0,741326000.0,1758000.0,27801000.0,474402000.0,266924000.0,36783000.0,303707000.0,1243148000.0,152300000.0,152471000.0,157195000.0
ResMed Inc,RMD,,943819,2011.0,Q3YTD,2010-07-01,2011-03-31,,7276000.0,1.1,1.1,,1.1,57984000.0,168514000.0,168514000.0,168514000.0,358800000.0,901256000.0,8504000.0,1000000.0,,65030000.0,,268921000.0,358800000.0,542456000.0,,17765000.0,342227000.0,200229000.0,26269000.0,226498000.0,901256000.0,152400000.0,153251000.0,157616000.0
ResMed Inc,RMD,,943819,2011.0,Q3TTM,2010-04-01,2011-03-31,,9350000.0,1.45,1.45,,1.45,76746000.0,221680000.0,221680000.0,221680000.0,475855000.0,1192828000.0,7168000.0,1000000.0,,84980000.0,,352796000.0,475855000.0,716973000.0,2667000.0,25078000.0,448126000.0,268847000.0,29579000.0,298426000.0,1192828000.0,152400000.0,153251000.0,157616000.0
