company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 17:27:31+00:00,2.65,2.65,0.58,2.5,23700000.0,86600000.0,86600000.0,86000000.0,600000.0,748500000.0,1051100000.0,800000.0,,,18700000.0,500000.0,159300000.0,748500000.0,302600000.0,16000000.0,1400000.0,178500000.0,124100000.0,-14600000.0,109500000.0,1051100000.0,32500000.0,32400000.0,36100000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2009.0,FY,2009-01-01,2009-12-31,2012-03-01 14:36:02+00:00,2.21,2.21,0.62,2.12,13500000.0,72600000.0,72600000.0,72600000.0,,752100000.0,1055700000.0,3000000.0,,,19900000.0,8500000.0,177700000.0,752100000.0,303600000.0,15200000.0,800000.0,206100000.0,97500000.0,-14400000.0,83100000.0,1055700000.0,32900000.0,32800000.0,36300000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 14:01:10+00:00,0.52,0.52,,0.5,6000000.0,17200000.0,17200000.0,17200000.0,,187200000.0,258900000.0,800000.0,,,5100000.0,-3600000.0,44300000.0,187200000.0,71700000.0,3800000.0,300000.0,45800000.0,25900000.0,-3500000.0,22400000.0,258900000.0,33100000.0,32900000.0,36400000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 13:09:35+00:00,0.6,0.6,0.15,0.57,6100000.0,19700000.0,19700000.0,19700000.0,,182300000.0,261000000.0,500000.0,,,4700000.0,200000.0,45100000.0,182300000.0,78700000.0,3500000.0,100000.0,50000000.0,28700000.0,-3400000.0,25300000.0,261000000.0,32800000.0,32800000.0,36200000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q4,2010-10-01,2010-12-31,,0.18,0.18,0.17,0.18,-3700000.0,6000000.0,6000000.0,6000000.0,,198800000.0,276800000.0,700000.0,,,6900000.0,14700000.0,50400000.0,198800000.0,78000000.0,4700000.0,300000.0,72000000.0,6000000.0,-4400000.0,1600000.0,276800000.0,33300000.0,33300000.0,36700000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:58:21+00:00,1.96,1.96,0.66,1.89,13600000.0,65300000.0,65300000.0,65300000.0,,786600000.0,1104700000.0,4400000.0,,,23900000.0,15800000.0,187700000.0,786600000.0,318100000.0,16800000.0,600000.0,227400000.0,90700000.0,-16200000.0,74500000.0,1104700000.0,33300000.0,33300000.0,36700000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.78,1.78,0.48,1.78,17300000.0,59300000.0,59300000.0,59300000.0,,587800000.0,827900000.0,3700000.0,,,17000000.0,1100000.0,137300000.0,587800000.0,240100000.0,12100000.0,300000.0,155400000.0,84700000.0,-11800000.0,72900000.0,827900000.0,33600000.0,33400000.0,36700000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 10:54:13+00:00,0.53,0.53,0.0,0.51,4500000.0,17800000.0,17800000.0,17800000.0,,196700000.0,271400000.0,1100000.0,,,5900000.0,-1400000.0,44900000.0,196700000.0,74700000.0,4200000.0,100000.0,49400000.0,25300000.0,-4100000.0,21200000.0,271400000.0,33600000.0,33400000.0,36700000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.25,1.25,0.32,1.19,12800000.0,41500000.0,41500000.0,41500000.0,,391100000.0,556500000.0,2600000.0,,,11100000.0,2500000.0,92400000.0,391100000.0,165400000.0,7900000.0,200000.0,106000000.0,59400000.0,-7700000.0,51700000.0,556500000.0,33400000.0,33300000.0,36700000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 14:55:56+00:00,0.65,0.65,0.16,0.62,6600000.0,21700000.0,21700000.0,21700000.0,,198600000.0,281800000.0,1600000.0,,,5700000.0,1200000.0,45800000.0,198600000.0,83200000.0,3900000.0,100000.0,52700000.0,30500000.0,-3800000.0,26700000.0,281800000.0,33400000.0,33300000.0,36700000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 15:06:48+00:00,0.6,0.6,0.16,0.57,6200000.0,19800000.0,19800000.0,19800000.0,,192500000.0,274700000.0,1000000.0,,,5400000.0,1300000.0,46600000.0,192500000.0,82200000.0,4000000.0,100000.0,53300000.0,28900000.0,-3900000.0,25000000.0,274700000.0,33000000.0,33100000.0,36500000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q4,2011-10-01,2011-12-31,,0.28,0.28,0.09,0.28,5500000.0,18900000.0,18900000.0,18900000.0,,210100000.0,295400000.0,1500000.0,,,7200000.0,2800000.0,48400000.0,210100000.0,85300000.0,4400000.0,400000.0,58400000.0,26900000.0,-4000000.0,22900000.0,295400000.0,67400000.0,67300000.0,74000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 15:10:33+00:00,1.12,1.12,0.35,1.08,23500000.0,75500000.0,75500000.0,75500000.0,,853000000.0,1192300000.0,6300000.0,,,29100000.0,9500000.0,191100000.0,853000000.0,339300000.0,18200000.0,1300000.0,229700000.0,109600000.0,-16900000.0,92700000.0,1192300000.0,67400000.0,67300000.0,74000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.85,1.85,0.67,1.85,14300000.0,62600000.0,62600000.0,62600000.0,,841700000.0,1173700000.0,5500000.0,,,28800000.0,21400000.0,193100000.0,841700000.0,332000000.0,18500000.0,1200000.0,243300000.0,88700000.0,-17300000.0,71400000.0,1173700000.0,33800000.0,33800000.0,37000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.67,1.67,0.51,1.67,18000000.0,56600000.0,56600000.0,56600000.0,,642900000.0,896900000.0,4800000.0,,,21900000.0,6700000.0,142700000.0,642900000.0,254000000.0,13800000.0,900000.0,171300000.0,82700000.0,-12900000.0,69800000.0,896900000.0,33800000.0,33800000.0,37000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 15:32:21+00:00,0.5,0.5,0.0,0.49,6600000.0,16900000.0,16900000.0,16900000.0,,212200000.0,293600000.0,1500000.0,,,7700000.0,1900000.0,45700000.0,212200000.0,81400000.0,4500000.0,400000.0,55300000.0,26100000.0,-4100000.0,22000000.0,293600000.0,33800000.0,33800000.0,37000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.89,1.89,0.67,1.89,12200000.0,63500000.0,63500000.0,63500000.0,,826200000.0,1151500000.0,5100000.0,,,27000000.0,18100000.0,192300000.0,826200000.0,325300000.0,18200000.0,900000.0,237400000.0,87900000.0,-17300000.0,70600000.0,1151500000.0,33500000.0,33600000.0,37000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.18,1.18,0.34,1.18,11400000.0,39700000.0,39700000.0,39700000.0,,430700000.0,603300000.0,3300000.0,,,14200000.0,4800000.0,97000000.0,430700000.0,172600000.0,9300000.0,500000.0,116000000.0,56600000.0,-8800000.0,47800000.0,603300000.0,33500000.0,33600000.0,37000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q2,2011-04-01,2011-06-30,2012-08-06 16:54:10+00:00,0.6,0.6,0.17,0.57,5300000.0,20100000.0,20100000.0,20100000.0,,223300000.0,307900000.0,1900000.0,,,7300000.0,3100000.0,46400000.0,223300000.0,84600000.0,4600000.0,300000.0,56800000.0,27800000.0,-4300000.0,23500000.0,307900000.0,33500000.0,33600000.0,37000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.95,1.95,0.65,1.95,13500000.0,65100000.0,65100000.0,65100000.0,,801500000.0,1125400000.0,4800000.0,,,25400000.0,16200000.0,191700000.0,801500000.0,323900000.0,17500000.0,700000.0,233300000.0,90600000.0,-16800000.0,73800000.0,1125400000.0,33200000.0,33400000.0,36800000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 16:27:57+00:00,0.59,0.59,0.17,0.56,6100000.0,19600000.0,19600000.0,19600000.0,,207400000.0,295400000.0,1400000.0,,,6900000.0,1700000.0,50600000.0,207400000.0,88000000.0,4700000.0,200000.0,59200000.0,28800000.0,-4500000.0,24300000.0,295400000.0,33200000.0,33400000.0,36800000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2012.0,Q4,2012-10-01,2012-12-31,,0.31,0.31,0.1,0.31,7400000.0,21100000.0,21100000.0,21100000.0,,224000000.0,321500000.0,100000.0,,1300000.0,8500000.0,-2500000.0,58700000.0,224000000.0,97500000.0,3400000.0,300000.0,66000000.0,31500000.0,-3100000.0,28400000.0,321500000.0,67800000.0,68100000.0,71800000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 17:30:02+00:00,1.19,1.19,0.37,1.15,32700000.0,80700000.0,80700000.0,80700000.0,,878700000.0,1266400000.0,4800000.0,,1300000.0,33200000.0,,218100000.0,878700000.0,387700000.0,28300000.0,1800000.0,252600000.0,135100000.0,-26500000.0,108600000.0,1266400000.0,67800000.0,68100000.0,71800000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.15,1.15,0.36,1.15,30800000.0,78500000.0,78500000.0,78500000.0,,864800000.0,1240300000.0,6200000.0,,,31900000.0,5300000.0,207800000.0,864800000.0,375500000.0,29300000.0,1900000.0,245000000.0,130500000.0,-27400000.0,103100000.0,1240300000.0,67300000.0,68300000.0,69400000.0
