company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2009.0,FY,,2009-12-31,2011-02-28 17:27:31+00:00,68400000.0,138700000.0,,485000000.0,-19700000.0,83100000.0,,81500000.0,7800000.0,5700000.0,48900000.0,,114200000.0,1062100000.0,55600000.0,379100000.0,38200000.0,129200000.0,577100000.0,69400000.0,22900000.0,85100000.0,38400000.0,39500000.0,19300000.0,33700000.0,8100000.0,569400000.0,500000.0,,1271000000.0,579100000.0,397200000.0,171100000.0,579100000.0,579100000.0,691900000.0,1271000000.0,296700000.0,520800000.0,0.0,-52100000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,FY,,2010-12-31,2012-03-01 14:36:02+00:00,63200000.0,126400000.0,,522400000.0,-31300000.0,110200000.0,0.0,85900000.0,10500000.0,5000000.0,50400000.0,,112500000.0,1077200000.0,55100000.0,358100000.0,48200000.0,147000000.0,554800000.0,64500000.0,20000000.0,87200000.0,42500000.0,40800000.0,22600000.0,33600000.0,10000000.0,612600000.0,300000.0,,1294300000.0,625700000.0,436600000.0,169700000.0,625700000.0,625700000.0,668600000.0,1294300000.0,302900000.0,498900000.0,0.0,-41500000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q3,,2010-09-30,2010-11-05 14:01:10+00:00,56300000.0,142800000.0,,514000000.0,,97100000.0,,632100000.0,8300000.0,9600000.0,53400000.0,,113800000.0,1070700000.0,55900000.0,369300000.0,43800000.0,148400000.0,556700000.0,67900000.0,23100000.0,83100000.0,44600000.0,26100000.0,20300000.0,33800000.0,11400000.0,,1400000.0,,1299600000.0,632100000.0,441200000.0,158200000.0,632100000.0,632100000.0,667500000.0,1299600000.0,301700000.0,509300000.0,,
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,FY,,2011-12-31,2013-02-27 16:58:21+00:00,89800000.0,147200000.0,,543200000.0,-71500000.0,91800000.0,0.0,84900000.0,7900000.0,7800000.0,47300000.0,,111500000.0,1136800000.0,52000000.0,299300000.0,56200000.0,151800000.0,593600000.0,85100000.0,21600000.0,126000000.0,46800000.0,38700000.0,28700000.0,54100000.0,9500000.0,664500000.0,50100000.0,26500000.0,1399100000.0,654900000.0,472000000.0,243200000.0,654900000.0,654900000.0,744200000.0,1399100000.0,333500000.0,501000000.0,0.0,-23000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q3,,2011-09-30,2011-11-07 10:54:13+00:00,71700000.0,153100000.0,,559000000.0,,119200000.0,0.0,691300000.0,10700000.0,7900000.0,50700000.0,,113600000.0,1135100000.0,52600000.0,323300000.0,55000000.0,155500000.0,576100000.0,68400000.0,19800000.0,84100000.0,65000000.0,32500000.0,29100000.0,50500000.0,11800000.0,,54700000.0,,1398300000.0,691300000.0,503500000.0,229300000.0,691300000.0,691300000.0,707000000.0,1398300000.0,318700000.0,477700000.0,,
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q2,,2011-06-30,2011-08-08 14:55:56+00:00,73400000.0,165700000.0,,562400000.0,,110400000.0,0.0,696000000.0,11500000.0,6100000.0,50400000.0,,116100000.0,1143900000.0,54200000.0,367200000.0,51200000.0,161200000.0,581500000.0,71900000.0,21100000.0,92000000.0,61600000.0,43200000.0,30000000.0,46300000.0,13300000.0,,6300000.0,,1415300000.0,696000000.0,510400000.0,192700000.0,696000000.0,696000000.0,719300000.0,1415300000.0,323400000.0,526600000.0,,
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2011.0,Q1,,2011-03-31,2011-05-05 15:06:48+00:00,66200000.0,161200000.0,,552900000.0,,94600000.0,,663100000.0,11300000.0,6600000.0,50700000.0,,115200000.0,1127400000.0,55100000.0,364700000.0,48900000.0,157100000.0,574500000.0,68400000.0,21000000.0,91200000.0,56900000.0,40900000.0,22900000.0,43300000.0,12100000.0,,6300000.0,,1366100000.0,663100000.0,481100000.0,182800000.0,663100000.0,663100000.0,703000000.0,1366100000.0,310500000.0,520200000.0,,
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2012.0,FY,,2012-12-31,2014-02-27 15:10:33+00:00,102900000.0,175000000.0,,605800000.0,-75900000.0,161900000.0,0.0,87900000.0,7700000.0,15600000.0,59300000.0,,112500000.0,1274800000.0,50600000.0,378800000.0,59800000.0,162200000.0,669000000.0,90300000.0,20800000.0,135400000.0,38100000.0,43500000.0,24500000.0,38300000.0,7800000.0,719900000.0,32700000.0,12400000.0,1564000000.0,728900000.0,557300000.0,261800000.0,728900000.0,728900000.0,835100000.0,1564000000.0,337700000.0,573300000.0,0.0,-3000000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2012.0,Q3,,2012-09-30,2012-11-05 15:32:21+00:00,81300000.0,182900000.0,,589800000.0,,143200000.0,0.0,717100000.0,7400000.0,19800000.0,55400000.0,,111500000.0,1226800000.0,50900000.0,362100000.0,60700000.0,165900000.0,637000000.0,85500000.0,20200000.0,114800000.0,36000000.0,70700000.0,24500000.0,37600000.0,9100000.0,,39300000.0,21900000.0,1527400000.0,717100000.0,557300000.0,275600000.0,717100000.0,717100000.0,810300000.0,1527400000.0,333100000.0,534700000.0,,
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2012.0,Q2,,2012-06-30,2012-08-06 16:54:10+00:00,85600000.0,185000000.0,,565100000.0,,107000000.0,0.0,679500000.0,7400000.0,14800000.0,50600000.0,,110000000.0,1185400000.0,49500000.0,296400000.0,57500000.0,159200000.0,620300000.0,84000000.0,19300000.0,112300000.0,32900000.0,71600000.0,24500000.0,35100000.0,8500000.0,,89100000.0,25500000.0,1462800000.0,679500000.0,517000000.0,320200000.0,679500000.0,679500000.0,783300000.0,1462800000.0,325500000.0,463100000.0,,
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2012.0,Q1,,2012-03-31,2012-05-04 16:27:57+00:00,82700000.0,176000000.0,,565700000.0,,100200000.0,0.0,694700000.0,7500000.0,13300000.0,39400000.0,,112700000.0,1184900000.0,51200000.0,294900000.0,58300000.0,158200000.0,619200000.0,84400000.0,20600000.0,111300000.0,34500000.0,69200000.0,28700000.0,33400000.0,11300000.0,,86500000.0,26400000.0,1457300000.0,694700000.0,502800000.0,302400000.0,694700000.0,694700000.0,762600000.0,1457300000.0,335300000.0,460200000.0,,
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2013.0,FY,,2013-12-31,2015-02-25 17:30:02+00:00,108000000.0,185700000.0,,657300000.0,-32400000.0,230000000.0,0.0,137600000.0,15900000.0,14600000.0,61300000.0,,114200000.0,1369000000.0,48300000.0,371300000.0,60900000.0,176900000.0,711700000.0,61800000.0,18900000.0,83100000.0,42200000.0,50800000.0,24000000.0,55000000.0,,805000000.0,2200000.0,,1671600000.0,906400000.0,650700000.0,236900000.0,906400000.0,906400000.0,765200000.0,1671600000.0,309200000.0,528300000.0,0.0,-3800000.0
