company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 17:27:31+00:00,-500000.0,4500000.0,25000000.0,15900000.0,56100000.0,-7100000.0,-22100000.0,6200000.0,12600000.0,-29400000.0,-119700000.0,135000000.0,-29400000.0,-119700000.0,135000000.0,-21200000.0,86600000.0,86600000.0,9900000.0,5900000.0,2600000.0,-27100000.0,0.0,-138600000.0,-21800000.0,-5200000.0,16800000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2009.0,Q4,2009-10-01,2009-12-31,,-100000.0,1100000.0,19000000.0,15500000.0,17200000.0,-1400000.0,2100000.0,700000.0,11500000.0,-17500000.0,-30100000.0,52600000.0,-17500000.0,-30100000.0,52600000.0,3600000.0,20300000.0,20300000.0,11900000.0,1900000.0,100000.0,-5300000.0,-2700000.0,-28500000.0,-26100000.0,-200000.0,1100000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2009.0,FY,2009-01-01,2009-12-31,2012-03-01 14:36:02+00:00,-19800000.0,4200000.0,19000000.0,15500000.0,63900000.0,2700000.0,-20400000.0,5000000.0,16400000.0,-22600000.0,-121900000.0,137700000.0,-22600000.0,-121900000.0,137700000.0,-4100000.0,72600000.0,72600000.0,17400000.0,4000000.0,200000.0,-20100000.0,-2700000.0,-104900000.0,-26600000.0,-1300000.0,5300000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2009.0,Q3,2009-07-01,2009-09-30,,-16800000.0,1100000.0,,,17200000.0,2700000.0,1300000.0,1500000.0,-1500000.0,-4400000.0,-42100000.0,39000000.0,-4400000.0,-42100000.0,39000000.0,-4800000.0,17200000.0,17200000.0,2200000.0,1000000.0,,-4900000.0,,-27600000.0,-300000.0,-200000.0,2300000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 14:01:10+00:00,-19700000.0,3100000.0,,,46700000.0,4100000.0,-22500000.0,4300000.0,4900000.0,-5100000.0,-91800000.0,85100000.0,-5100000.0,-91800000.0,85100000.0,-7700000.0,52300000.0,52300000.0,5500000.0,2100000.0,100000.0,-14800000.0,,-76400000.0,-500000.0,-1100000.0,4200000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 13:09:35+00:00,-2900000.0,2000000.0,,,29500000.0,1400000.0,-23800000.0,2800000.0,6400000.0,-700000.0,-49700000.0,46100000.0,-700000.0,-49700000.0,46100000.0,-2900000.0,35100000.0,35100000.0,3300000.0,1100000.0,100000.0,-9900000.0,,-48800000.0,-200000.0,-900000.0,1900000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q4,2010-10-01,2010-12-31,,-2700000.0,1100000.0,16500000.0,16800000.0,18400000.0,-900000.0,9000000.0,800000.0,4600000.0,-14600000.0,-18600000.0,47200000.0,-14600000.0,-18600000.0,47200000.0,13100000.0,6000000.0,6000000.0,12700000.0,100000.0,900000.0,-5700000.0,-4400000.0,-21300000.0,-14300000.0,-100000.0,8900000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:58:21+00:00,-6400000.0,4400000.0,16500000.0,16800000.0,68800000.0,-3200000.0,-14300000.0,3700000.0,26600000.0,-34000000.0,-74000000.0,138300000.0,-34000000.0,-74000000.0,138300000.0,27100000.0,65300000.0,65300000.0,14100000.0,2100000.0,1800000.0,-21700000.0,-7200000.0,-71100000.0,-42600000.0,-2100000.0,8900000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q3TTM,2009-10-01,2010-09-30,,-3800000.0,4400000.0,19000000.0,15500000.0,67600000.0,-3700000.0,-21200000.0,3600000.0,33500000.0,-36900000.0,-85500000.0,143700000.0,-36900000.0,-85500000.0,143700000.0,17600000.0,79600000.0,79600000.0,13300000.0,3900000.0,1000000.0,-21300000.0,-5500000.0,-78300000.0,-54400000.0,-2200000.0,1100000.0
West Pharmaceutical Services Inc,WST,5493007NKRGM1RJQ1P16,105770,2010.0,Q3,2010-07-01,2010-09-30,,-2400000.0,1100000.0,,,17200000.0,4600000.0,11600000.0,500000.0,100000.0,-4200000.0,-18800000.0,48000000.0,-4200000.0,-18800000.0,48000000.0,29600000.0,17700000.0,17700000.0,400000.0,,800000.0,-5300000.0,,-17200000.0,400000.0,100000.0,
