company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Amcor PLC,AMCR,,1748790,2017.0,FY,2016-07-01,2017-06-30,2019-09-03 07:55:13+00:00,0.49,0.49,0.42,0.48,148900000.0,581000000.0,581000000.0,0.0,564000000.0,17000000.0,7189200000.0,9101000000.0,14100000.0,-21600000.0,-66800000.0,69100000.0,143200000.0,850200000.0,7189200000.0,1911800000.0,190900000.0,12200000.0,995700000.0,916100000.0,-200300000.0,715800000.0,9101000000.0,1151000000.0,1151000000.0,1175000000.0
Amcor PLC,AMCR,,1748790,2018.0,FY,2017-07-01,2018-06-30,2019-09-03 07:55:13+00:00,0.5,0.5,0.45,0.49,118800000.0,586600000.0,586600000.0,0.0,575200000.0,11400000.0,7462300000.0,9319100000.0,-17500000.0,-74100000.0,-43200000.0,72700000.0,40200000.0,793200000.0,7462300000.0,1856800000.0,210000000.0,13100000.0,862900000.0,993900000.0,-271000000.0,722900000.0,9319100000.0,1150400000.0,1150400000.0,1173900000.0
Amcor PLC,AMCR,,1748790,2019.0,FY,2018-07-01,2019-06-30,2019-09-03 07:55:13+00:00,0.36,0.36,0.58,0.36,171500000.0,437400000.0,436700000.0,700000.0,430200000.0,7200000.0,7659100000.0,9458200000.0,4100000.0,3500000.0,-186400000.0,64000000.0,130800000.0,999000000.0,7659100000.0,1799100000.0,207900000.0,16800000.0,1007400000.0,791700000.0,-187600000.0,604100000.0,9458200000.0,1195000000.0,1195000000.0,1195000000.0
Amcor PLC,AMCR,,1748790,2019.0,Q1,2019-01-01,2019-03-31,2020-05-11 17:24:06+00:00,0.09699999999999999,0.09699999999999999,0.215,0.09699999999999999,28000000.0,112400000.0,112400000.0,0.0,112600000.0,-200000.0,1890100000.0,2309900000.0,5600000.0,1100000.0,-6400000.0,15800000.0,8500000.0,220600000.0,1890100000.0,419800000.0,51100000.0,3500000.0,238500000.0,181300000.0,-46500000.0,134800000.0,2309900000.0,1160800000.0,1160800000.0,1160800000.0
Amcor PLC,AMCR,,1748790,2019.0,Q2YTD,2018-07-01,2018-12-31,,0.22,0.22,,0.22,59100000.0,253000000.0,253000000.0,,251200000.0,1800000.0,3722500000.0,4595300000.0,-3000000.0,6800000.0,-37400000.0,33100000.0,48400000.0,425900000.0,3722500000.0,872800000.0,103200000.0,8700000.0,470000000.0,402800000.0,-87700000.0,315100000.0,4595300000.0,1155000000.0,1155000000.0,1155000000.0
Amcor PLC,AMCR,,1748790,2019.0,Q2,2018-10-01,2018-12-31,2020-02-11 16:41:07+00:00,0.12,0.12,,0.12,31100000.0,140600000.0,140600000.0,0.0,138600000.0,2000000.0,1832400000.0,2285400000.0,-8600000.0,5700000.0,-31000000.0,17300000.0,39900000.0,205300000.0,1832400000.0,453000000.0,52100000.0,5200000.0,231500000.0,221500000.0,-41200000.0,180300000.0,2285400000.0,1155000000.0,1155000000.0,1155000000.0
Amcor PLC,AMCR,,1748790,2020.0,Q3YTD,2019-07-01,2020-03-31,,0.27,0.27,0.12,0.27,123000000.0,439400000.0,447100000.0,-7700000.0,433100000.0,6300000.0,7508800000.0,9324800000.0,8100000.0,17400000.0,-37600000.0,74300000.0,61800000.0,1033400000.0,7508800000.0,1816000000.0,157800000.0,18300000.0,1131900000.0,684100000.0,-122100000.0,562000000.0,9324800000.0,1592100000.0,1592100000.0,1592100000.0
Amcor PLC,AMCR,,1748790,2020.0,Q3,2020-01-01,2020-03-31,2020-05-11 17:24:06+00:00,0.114,0.114,,0.114,56100000.0,183600000.0,183600000.0,0.0,181500000.0,2100000.0,2489000000.0,3141000000.0,3600000.0,5400000.0,-17400000.0,24900000.0,20100000.0,353200000.0,2489000000.0,652000000.0,45800000.0,5300000.0,380800000.0,271200000.0,-35100000.0,236100000.0,3141000000.0,1592100000.0,1592100000.0,1592100000.0
Amcor PLC,AMCR,,1748790,2020.0,Q2YTD,2019-07-01,2019-12-31,,0.16,0.16,0.12,0.16,66900000.0,255800000.0,263500000.0,-7700000.0,251600000.0,4200000.0,5019800000.0,6183800000.0,4500000.0,12000000.0,-20200000.0,49400000.0,41700000.0,680200000.0,5019800000.0,1164000000.0,112000000.0,13000000.0,751100000.0,412900000.0,-87000000.0,325900000.0,6183800000.0,1613900000.0,1613900000.0,1613900000.0
Amcor PLC,AMCR,,1748790,2020.0,Q2TTM,2019-01-01,2019-12-31,,0.3,0.3,0.7,0.3,179300000.0,440200000.0,447200000.0,-7000000.0,430600000.0,9600000.0,8956400000.0,11046700000.0,11600000.0,8700000.0,-169200000.0,80300000.0,124100000.0,1253300000.0,8956400000.0,2090300000.0,216700000.0,21100000.0,1288500000.0,801800000.0,-186900000.0,614900000.0,11046700000.0,1613900000.0,1613900000.0,1613900000.0
